it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	
100000	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.10515851741518366	0.0	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.022166509270393573	0.0	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.082992008144790089	0.0
101000	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.10954723101613464	0.0	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.021244469759753852	0.0	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.088302761256380785	0.0
102000	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.083595714926489678	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.017795813498027474	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204	0.065799901428462204
103000	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.10253495259690024	0.0	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.023546716325364269	0.0	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.078988236271535964	0.0
104000	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.10255261022094933	0.0	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.014572381233658827	0.0	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.087980228987290507	0.0
105000	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.095397020162697896	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.023109949718643604	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288	0.072287070444054288
106000	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.089294572849007908	0.0	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.015748691255986283	0.0	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.073545881593021625	0.0
107000	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.10278045129904136	0.0	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.013486346927498328	0.0	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.089294104371543032	0.0
108000	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.086730261251648608	0.0	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.018382728097739772	0.0	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.068347533153908832	0.0
109000	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.09965088345082232	0.0	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.017942655014704424	0.0	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0817082284361179	0.0
