it	d12_0	d12_1	d12_2	d12_3	d12_4	d12_5	d12_6	d12_7	d12_8	d12_9	d12_10	d12_11	d12_12	d12_13	d12_14	d12_15	d12_16	d12_17	d12_18	d12_19	d12_20	d12_21	d12_22	d12_23	d12_24	d12_25	d12_26	d12_27	d12_28	d12_29	d12_30	d12_31	d12_32	d12_33	d12_34	d12_35	d12_36	d12_37	d12_38	d12_39	d12_40	d12_41	d12_42	d12_43	d12_44	d12_45	d12_46	d12_47	d21_0	d21_1	d21_2	d21_3	d21_4	d21_5	d21_6	d21_7	d21_8	d21_9	d21_10	d21_11	d21_12	d21_13	d21_14	d21_15	d21_16	d21_17	d21_18	d21_19	d21_20	d21_21	d21_22	d21_23	d21_24	d21_25	d21_26	d21_27	d21_28	d21_29	d21_30	d21_31	d21_32	d21_33	d21_34	d21_35	d21_36	d21_37	d21_38	d21_39	d21_40	d21_41	d21_42	d21_43	d21_44	d21_45	d21_46	d21_47	e1_0	e1_1	e1_2	e1_3	e1_4	e1_5	e1_6	e1_7	e1_8	e1_9	e1_10	e1_11	e1_12	e1_13	e1_14	e1_15	e1_16	e1_17	e1_18	e1_19	e1_20	e1_21	e1_22	e1_23	e1_24	e1_25	e1_26	e1_27	e1_28	e1_29	e1_30	e1_31	e1_32	e1_33	e1_34	e1_35	e1_36	e1_37	e1_38	e1_39	e1_40	e1_41	e1_42	e1_43	e1_44	e1_45	e1_46	e1_47	e2_0	e2_1	e2_2	e2_3	e2_4	e2_5	e2_6	e2_7	e2_8	e2_9	e2_10	e2_11	e2_12	e2_13	e2_14	e2_15	e2_16	e2_17	e2_18	e2_19	e2_20	e2_21	e2_22	e2_23	e2_24	e2_25	e2_26	e2_27	e2_28	e2_29	e2_30	e2_31	e2_32	e2_33	e2_34	e2_35	e2_36	e2_37	e2_38	e2_39	e2_40	e2_41	e2_42	e2_43	e2_44	e2_45	e2_46	e2_47
1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46124859980243721	0.46709489609677646	0.47301529382009744	0.47901073220323986	0.48406493941809686	0.4891724753140323	0.49537270493195668	0.50165152206094288	0.50800992279263246	0.51337011045520886	0.5187868553039523	0.52536244528084219	0.53202138043716773	0.53763492125930301	0.54330769248405075	0.55019408249285739	0.55716775705148602	0.56422982248598408	0.57018320567330738	0.576199405057086	0.58350269540426214	0.59089855448619755	0.59838815560564329	0.60470195513041869	0.61108237372855889	0.61882780345689958	0.6266714060081785	0.63328363184917968	0.63996562556239145	0.64807714864740995	0.65629148476508314	0.66460993706397753	0.67162246541281911	0.67870898536350222	0.68731157803861265	0.69602320802180317	0.70484525735393111	0.71228232242487521	0.71979785853083356	0.72892125002688257	0.73816027992252364	0.74594886327084509	0.75381962664459401	0.76337424186020686	0.77304996120828273	0.78284831967590052	0.79110842192297504	0.79945567935377693	0.077218154848175957	0.081908979630522627	0.086884761197733404	0.092162810017158439	0.09680529686683137	0.10168163817629543	0.10785856313914621	0.11441072204473229	0.12136090948949603	0.12747418257941628	0.13389539755959731	0.14202923409518445	0.15065718243740184	0.15824618702769383	0.1662174700446741	0.17631479792407684	0.18702551517991961	0.19838688380187178	0.20838016090601297	0.21887682606367059	0.23217308834809747	0.24627706789485726	0.26123783166441722	0.27439707884788922	0.28821919245209499	0.3057278435375872	0.32430010478805665	0.34063596706857741	0.35779471035501914	0.379529913658255	0.40258548042400366	0.42704161968683468	0.44855284643100718	0.47114765110928919	0.49976878408395381	0.53012858486439973	0.56233267350911886	0.59065887191194022	0.6204119365698354	0.65810053056754847	0.69807861971162799	0.73324270391702273	0.77017809694507444	0.81696463970919297	0.86659335702034379	0.91923690442600969	0.96554132200764975	1.0141782167529583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44006165028745192	0.44632852724005428	0.45268465020333143	0.4591312901214043	0.46457356438039832	0.47008034818110173	0.47677471861297915	0.48356442295033142	0.49045081883442282	0.49626433650153573	0.50214676421297522	0.50929778948730797	0.51655065184617188	0.52267354169596991	0.52886900870732756	0.53640058297527093	0.54403941369050002	0.5517870282820857	0.55832758956614092	0.56494567884508906	0.57299101761049598	0.5811509292955197	0.58942704552243141	0.59641376959552506	0.60348331021672963	0.61207745979919603	0.62079399786498179	0.62815252747821115	0.63559828080535397	0.64464977669119383	0.65383017408643929	0.66314130866547349	0.6710017985773491	0.67895546214745917	0.68862440361235633	0.6984310395716109	0.70837733091968547	0.71677402222926667	0.72527024301540055	0.73559874895858512	0.74607434219239777	0.75491787186500214	0.76386622757523726	0.77474437533779639	0.78577743778891285	0.79696762105422947	0.80641440994149594	0.81597317554892401	0.076547556742517564	0.080759301676036954	0.085202782227777205	0.089890748789226871	0.093993830674210091	0.09828419858341321	0.10369192148201728	0.1093971842432805	0.11541635789277738	0.12068456150303976	0.12619323336048921	0.13313654721488496	0.14046189111952068	0.14687330329202744	0.15357736570381356	0.16202738970761066	0.17094234489014953	0.18034781236230862	0.18857982568812073	0.19718759097071431	0.20803710560665947	0.2194835744792081	0.2315598427775282	0.24212943986051444	0.25318148839603488	0.26711185921896941	0.28180869694473282	0.29467191340514826	0.3081222740506136	0.32507555749769085	0.34296163238453858	0.36183182209478437	0.37834771071118362	0.39561747049129103	0.41738485207550241	0.44034990296497523	0.46457852046385817	0.48578430345201867	0.50795802880585672	0.53590653226312301	0.56539279829368139	0.59120026991702213	0.61818572893885693	0.652199102097063	0.68808393475270091	0.72594319701209431	0.75907902490658996	0.79372734454255067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38129997232066526	0.38671781528297039	0.39221263968900749	0.39778553935835015	0.4024900631195501	0.40725022626838464	0.41303679309884272	0.4189055805237254	0.42485775680503435	0.4298824578417878	0.43496658493374296	0.4411469699903654	0.44741517135465647	0.4527066540670614	0.45806071800399406	0.46456924466934441	0.47117025016487718	0.47786504851056533	0.48351665535125465	0.48923510252684904	0.49618658206933525	0.50323683430327404	0.51038726267731493	0.51642350272905868	0.52253113208971858	0.5299557106947147	0.5374857841957591	0.54384251261563821	0.55027442069122601	0.55809320016643482	0.56602307568787658	0.5740656258051865	0.58085497612054771	0.58772462261744729	0.59607552726357593	0.60454508885502389	0.61313499337328303	0.62038640867058292	0.6277235848922833	0.63664282972197217	0.6456888069705895	0.65332522919859215	0.66105196574490821	0.67044476931248131	0.67997103403504766	0.68963265624523751	0.69778879289876861	0.706041390421008	0.079314787430498926	0.08344276616513556	0.087785587667251613	0.092354433538717057	0.09634293124116261	0.10050367962300577	0.10573444510415955	0.11123744845383168	0.11702685843132214	0.12208088061621349	0.12735317013381614	0.13398133110016328	0.1409544580987627	0.14704183810570842	0.1533921129217207	0.16137548400188281	0.16977435371877128	0.17861034691174141	0.18632396639912463	0.19437071286725099	0.20448683616967112	0.21512945829056115	0.22632598113058644	0.23610028888338833	0.24629671826610292	0.2591153571145543	0.27260114858722195	0.28437393537355804	0.29665515181778396	0.31209472113261405	0.32833785074015043	0.34542636234738766	0.36034424121683173	0.37590637638579805	0.39547061627353192	0.41605308704647925	0.43770678305257094	0.4566099632428125	0.4763295123702968	0.5011203258042658	0.5272013898205673	0.54996956078383752	0.57372101748766502	0.60358062168667315	0.63499428427947324	0.66804288703111503	0.69689355957561983	0.72699020198587572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41109642162048987	0.41829718429161117	0.4256240754822691	0.43307930445892162	0.43939165169769651	0.44579600455126916	0.45360456492709078	0.46154990000371793	0.46963440552606167	0.47647956162665134	0.48342448929740317	0.49189215000609249	0.50050813021341067	0.50780328627653482	0.51520477288410493	0.52422909686616159	0.53341149085769646	0.54275472361213062	0.55066564488140135	0.5586918717806485	0.56847791554896632	0.57843537160636971	0.58856724240957625	0.5971459040292979	0.60584960392822185	0.6164616622747362	0.6272596013771673	0.6364022234604253	0.6456781038284094	0.656987797961189	0.6684955926344992	0.68020495777632339	0.69011928488180541	0.70017811825827359	0.71244243434552124	0.72492157212622899	0.73761929441600382	0.74837046416351982	0.75927833758163499	0.77257785278708757	0.78611032222808885	0.79756827293318833	0.80919322899446744	0.82336705316471659	0.83778914596155685	0.85246385605689246	0.86488894266928362	0.87749513112690658	0.088337360220726052	0.092763628669467968	0.0974116815628817	0.10229263172443651	0.10654639952677003	0.11097705729870495	0.11653771980919998	0.1223770071842234	0.12850888031692215	0.13385283254682132	0.1394190093059906	0.14640479607281293	0.15374061557186045	0.16013381192829268	0.16679286489977649	0.17515025744055956	0.18392640896196621	0.1931423019753476	0.20117399000175951	0.20953967017745156	0.22003895189187875	0.23106431497517296	0.24264211947883085	0.25273222291960956	0.26324191628016086	0.27643202503489195	0.29028304285539863	0.30235426089374268	0.31492745212175699	0.33070733779511385	0.34727789697180211	0.36467874746666529	0.37984365903476286	0.3956391928819642	0.41546325454923022	0.43628062888131292	0.45814108721501773	0.47719256504747065	0.49703628530857502	0.52194099178886932	0.54809358383245754	0.57088567354868291	0.59462555643190707	0.6244201114500072	0.65570756481249304	0.68856272030365728	0.71719612116683251	0.747020222050232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39918756598188815	0.40560938875851882	0.41213452088466052	0.41876462432173245	0.42437111443582948	0.43005266516769108	0.43697102193947968	0.4440006759180955	0.45114341756746762	0.45718340032563076	0.4633042473728391	0.47075753004453347	0.47833071539982974	0.48473468620204768	0.49122439442550014	0.49912683496569837	0.50715640389609873	0.51531514636054176	0.52221427084698635	0.52920576195415958	0.53771921754559859	0.5463696310678049	0.55515920579471345	0.56259176914478004	0.57012384088338808	0.57929555508214969	0.58861481677026617	0.59649528937842555	0.60448126705842242	0.61420569712501039	0.62408656634906023	0.63412639140350957	0.6426161805069952	0.65121963231242586	0.66169595327970454	0.67234080924740958	0.68315691147710511	0.69230312930001003	0.70157179820122295	0.71285814611651543	0.72432606012324952	0.73402345732350582	0.74385068488281803	0.75581718303474088	0.76797618901240106	0.78033079973375219	0.79077799765912316	0.80136506439978272	0.093475444674745348	0.097993712133928781	0.10273037642346428	0.10769599406218096	0.11201687191616483	0.11651110798640955	0.12214283672201655	0.12804678300923369	0.13423610486736293	0.13962180020150466	0.14522357536201555	0.15224316170522709	0.15960204965499233	0.16600545367953323	0.17266576908578962	0.18101181256800894	0.18976127383347438	0.19893365264973287	0.20691508242928494	0.21521673566262406	0.2256195401296118	0.23652517882296767	0.247957956944237	0.25790629396651171	0.26825376885364205	0.281220193125087	0.29481336780196188	0.3066415937549013	0.31894438071651199	0.33436100720804829	0.35052281808516833	0.36746583288618134	0.38220895302950736	0.39754358283742802	0.41675941262236882	0.43690406664260034	0.4580224409275801	0.47639878852402823	0.4955124147356933	0.51946370618888649	0.54457271709615618	0.56642155384885917	0.58914698917593	0.61762423984996351	0.64747797860057399	0.67877473992038651	0.70600790459940244	0.73433369281729888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42408846463956046	0.43141788185485824	0.43887397159533681	0.44645892311126845	0.45287975770025329	0.45939293475275494	0.46733251049062552	0.47540930397419623	0.48362568670420703	0.49058104222867938	0.49763642753196996	0.50623695620235509	0.51498612570632407	0.5223924973961076	0.52990538524015041	0.53906361041460593	0.54838011495492966	0.55785763436469182	0.56588057087472177	0.57401889078416957	0.58393951888612794	0.59403160277729028	0.60429810568612852	0.61298893473711513	0.62180475261213197	0.63255125207710283	0.6434834806640618	0.65273786169713721	0.66212533638510651	0.67356868663824399	0.68520980951511312	0.69705212307160058	0.7070769118045791	0.7172458739584745	0.72964185898169509	0.74225208078239302	0.75508024196239809	0.76593957321120598	0.77695508001410429	0.79038300464253852	0.80404300080826641	0.81560649935958629	0.82733630058204666	0.84163495152385115	0.85618072255287014	0.87097788458513281	0.88350401999891959	0.89621030243042232	0.1007351026341578	0.10553782123993445	0.11056951768365543	0.11584110887604851	0.12042558977113854	0.125191504228816	0.131160223681344	0.13741351205987401	0.1439649366755005	0.14966243481027658	0.15558541482797086	0.16300321604167009	0.17077467363702178	0.17753318308371488	0.18455916456808324	0.19335833894086213	0.20257702902733504	0.21223523595790128	0.22063457185820795	0.22936631648059994	0.24030174858811926	0.25175854615684945	0.2637615661784003	0.27420008729354095	0.28505171910047006	0.29864204818272011	0.31288031948804018	0.32526274452747428	0.33813521141456482	0.35425638693991018	0.37114616712855519	0.38884119652465937	0.40422981852584139	0.42022745441035597	0.44026251826773305	0.46125278812023557	0.48324380505021935	0.50236846652332323	0.52224999786757342	0.54714916127771596	0.57323543496273932	0.59592156880135239	0.61950551990169256	0.64904150695100027	0.67998567278637501	0.71240515474405042	0.7405990131521436	0.76990866030297977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37393034776805795	0.38119390223036204	0.38859855041170166	0.39614703304151655	0.40254932285573802	0.40905508262289747	0.4170009310635186	0.42510112670607753	0.43335866772741161	0.44036234957501752	0.44747922071148605	0.45617145366285744	0.46503253225036983	0.47254810802446934	0.48018514600884221	0.48951268783807123	0.49902141610611261	0.50871485033892627	0.51693639343534226	0.52529080816080798	0.53549452234554262	0.5458964425174111	0.55650041880516288	0.56549424348579103	0.57463342094541492	0.58579560976964518	0.59717462284183309	0.60682579951676008	0.61663295269780094	0.6286109776479184	0.64082167436991877	0.65326956248649914	0.66382731179926502	0.67455568909923858	0.6876588566139239	0.70101655166679833	0.71463371842633305	0.7261831982779231	0.73791933386853426	0.7522533329738057	0.7668657683808785	0.77925939117311482	0.79185331223429123	0.80723497273309963	0.82291542023708353	0.83890045864982421	0.85245826273161496	0.86623517987935406	0.10199563809044027	0.10703009161115914	0.11231304323166735	0.11785675869348876	0.12268498321287589	0.12771100506071542	0.13401475619262512	0.14062965731755342	0.14757106664303921	0.15361659385943804	0.15990978750636181	0.16780285438432926	0.1760855190831154	0.18329919465141442	0.19080839205180736	0.20022659854703165	0.21010968298935684	0.22048059152100338	0.22951299500665526	0.23891542794553411	0.25070817359518527	0.26308300325319556	0.276068648294162	0.28737832142198427	0.29915131665120587	0.31391727554453519	0.32941207476014789	0.34290706201391674	0.35695489688601317	0.37457401149728831	0.39306279676553857	0.41246417919804207	0.42936155263211184	0.44695115885479714	0.46901244380200918	0.49216266270515729	0.51645556479794397	0.5376131415782156	0.55963747841632105	0.58726090355770766	0.61624780710425964	0.64149356140179259	0.66777355566367669	0.70073452332165564	0.73532242780535351	0.77161757390018593	0.80322834388227948	0.83613410870723304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40633582440015609	0.41301077511719303	0.41979537643454462	0.42669142960208678	0.43252459736456916	0.43843750857579411	0.44563979935722881	0.45296040344782523	0.46040126440131562	0.46669526898400993	0.47307531697437932	0.48084660918301525	0.48874556178826262	0.49542705257362563	0.50219988397178417	0.51044961061245608	0.51883485697708231	0.52735784927222484	0.53456719680595788	0.54187510112031712	0.55077657959592774	0.55982428423857933	0.56902061713147489	0.57679952359588316	0.58468477310650113	0.59428949366307304	0.6040519926691843	0.61230980233221644	0.62068050198031388	0.63087653076478134	0.64124005152401209	0.6517738156784072	0.66068401575810187	0.66971602445230394	0.68071756846882836	0.69189983680182177	0.70326579824171176	0.7128799294338608	0.72262549246701635	0.73449618970670072	0.74656188899713649	0.75676790777669656	0.76711344991106989	0.77971495872484831	0.79252347476083396	0.80554239856341214	0.81655472181301414	0.82771759115872467	0.099056594262045952	0.10375367647023745	0.1086734857107368	0.11382658329133509	0.1183070028125183	0.12296377972320897	0.1287944968631699	0.13490169592685464	0.14129848718051563	0.14686025036422556	0.15264093457341091	0.15987888802181857	0.16746005196135513	0.17405158149805114	0.18090256552030501	0.18948063372719068	0.19846545821169093	0.20787632661123048	0.21605871357928175	0.22456317404933498	0.23521154831760199	0.24636484898369496	0.25804701873227154	0.26820421458828775	0.27876121598425657	0.29197956209930331	0.30582469796844231	0.31786250941122923	0.33037415081377669	0.34603988773310396	0.36244846519434759	0.37963510733497075	0.39457822955341298	0.4101095400013442	0.42955618298458692	0.44992495014791162	0.47125956693042059	0.48980919305611481	0.50908896590677433	0.53322903191612547	0.55851377562615701	0.58049788470514518	0.6033473279497138	0.63195695278675823	0.66192319361495666	0.69331037867901435	0.72060032506106408	0.74896445293013258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51380740378269574	0.52196730172118533	0.53025678894522488	0.53867792349316956	0.54579760690308876	0.55301139086854745	0.56179389667731539	0.57071587955573255	0.57977955457241193	0.58744247650790105	0.59520667895962509	0.60465929820345354	0.61426203674823632	0.62238071219723146	0.63060669183743945	0.64062150712978261	0.65079537009262767	0.66113080659996781	0.669868944604608	0.6787225742109495	0.68950152930839781	0.70045166756286414	0.71157570757489752	0.72098057370950708	0.73050974356340914	0.74211114305019144	0.75389678712951758	0.76386100918879685	0.77395692795104898	0.7862483225365936	0.79873491969143084	0.81141981947412478	0.82214432102734814	0.83301056786557037	0.8462398073927242	0.85967914362839282	0.8733319131685191	0.88487470425455095	0.8965700559238462	0.91080869884176419	0.92527346904422025	0.93750276948496158	0.94989370407417184	0.96497919256771081	0.98030425730237292	0.99587270304558995	1.0090351105864201	1.0223714851129313	0.095216787858889484	0.10022948393924527	0.1055060738408382	0.1110604502768452	0.11591182305312381	0.12097511481366516	0.12734386025743868	0.13404788885915789	0.14110485162984165	0.14726863211237556	0.15370166052932174	0.16179329781938992	0.17031092005853771	0.17775048796066087	0.18551503309002979	0.19528148814620766	0.20556209907846507	0.21638393366762795	0.22583607547330617	0.23570110830652224	0.24810961365848361	0.2611713658541952	0.2749207551305764	0.28692991828226361	0.29946366896294713	0.31522895986778382	0.33182421588383054	0.34631905147504227	0.36144705441438363	0.3804754660386469	0.40050563004827439	0.42159028378474217	0.44000630515327188	0.45922678017287094	0.48340281396618118	0.50885159716176953	0.53564013376264441	0.55903811167774164	0.58345816642391846	0.61417437235410677	0.64650763561769165	0.67474855788366161	0.70422310779220409	0.74129699456684961	0.78032263933604407	0.82140279256920601	0.85728353261929691	0.89473162490898195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4639502916850034	0.47081498329267729	0.47778124610682104	0.48485058299319655	0.49082153381377303	0.49686601708940342	0.50421773566525419	0.5116782315858206	0.51924911434017718	0.52564368420170626	0.5321170034006627	0.53999030188330532	0.54798009510037782	0.55472848793162899	0.56155998744177604	0.56986892958942825	0.57830081233319997	0.58685745472416972	0.59408462351339641	0.60140079512313349	0.61029922899659061	0.61932932569131838	0.62849303331400075	0.63623294561817045	0.64406817519604209	0.65359792326663924	0.66326867519643429	0.67143685067016023	0.67970561749255809	0.68976266354191773	0.69996851544580641	0.71032537496229786	0.71907305523592757	0.727928463478833	0.73869902339395177	0.74962894644254474	0.76072059059007646	0.77008888959586952	0.77957255951096549	0.79110725472025567	0.80281261934568671	0.81269928306517469	0.82270770137240412	0.83488063186603167	0.84723367521937332	0.85976949641455824	0.87035758594191537	0.88107606813882722	0.097734226981766592	0.10283218742347822	0.10819606494938697	0.11383973018412336	0.11876701760720863	0.12390757118359946	0.13037077159792723	0.13717110201324462	0.14432614762423596	0.15057296857910876	0.15709016862110203	0.165284221924062	0.17390568905005821	0.18143279152187036	0.18928568708262997	0.19915910578894949	0.20954753647770025	0.22047784292828201	0.23002071254658168	0.23997662303711792	0.25249415521555313	0.26566462020825632	0.27952207594724415	0.29162053759206691	0.30424265295431124	0.32011239539092784	0.33680992683923983	0.35138795960338209	0.36659696854232676	0.38571920341741117	0.40583888207407398	0.42700803264103004	0.44549008021252023	0.46477208014163235	0.48901527264589301	0.51452302558291318	0.54136130027721086	0.56479286254362482	0.58923860537662787	0.61997415415729962	0.65231291418419535	0.68054675849125312	0.71000263895154514	0.74703741662018186	0.78600398254102966	0.82700310161903179	0.86279800358225134	0.90014220445867676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
