"clade"	"species"	"ts"	"te"
0	1	13.9288044022011	13.2729546705175
0	2	11.1492428794039	10.9409487912939
0	3	10.7191172210572	0
0	4	13.3132867295665	0
0	5	14.2659829914957	0
0	6	14.668184092046	0
0	7	12.3669031133826	0
0	8	12.7442810748352	0
0	9	13.9636618309155	0
0	10	13.1205060875058	0
0	11	6.25497219988684	0
0	12	13.7176488244122	0
0	13	13.7230115057529	0
0	14	13.8289244622311	0
0	15	8.49792604012179	0
0	16	7.16426729785892	0
0	17	5.67764167459307	0
0	18	8.03598712315495	0
0	19	13.8684742371186	0
0	20	7.39006177192326	0
0	21	10.8093460422221	7.23255333402894
0	22	13.5812102145214	13.4503862691046
0	23	11.6084535257944	0
0	24	13.0888914684145	0
0	25	14.3698849424712	0
0	26	12.1895120150357	0
0	27	13.1516976959985	0
0	28	13.3103877060826	0
0	29	14.5448424212106	0
0	30	13.6212623183843	0
0	31	10.7314846461401	0
0	32	10.8320741982356	0
0	33	13.6019357894787	0
0	34	14.4328964482241	0
0	35	6.5952696917608	0
0	36	14.1821910955478	1.4984415375349
0	37	13.6807803901951	4.3681831157254
0	38	7.27997060865448	0
0	39	14.5173586793397	1.95785218805407
0	40	13.8416608304152	4.97484291806174
0	41	14.2679939969985	4.4133644085659
0	42	14.5166883441721	0
0	43	7.16996563587237	0.0610772976582467
0	44	13.8168584292146	10.420162575661
0	45	13.6268851481851	0
0	46	11.2538501519228	0
0	47	13.7270335167584	0
0	48	13.5860332693048	0
0	49	13.6008783627844	0
0	50	14.0380690345173	0
0	51	14.7499649824912	0
0	52	13.5759729519223	0
0	53	14.676228114057	0
0	54	12.3474919278553	12.0445939619708
0	55	13.5999378974028	13.5664219005646
0	56	14.1211905952976	0
0	57	10.8534182569911	0.839089165098747
0	58	6.36704380771546	0
0	59	11.1115361513153	0
0	60	13.9200900450225	0
0	61	12.1081794966989	0
0	62	13.1512887388348	0
0	63	13.191371375725	0
0	64	13.3489459280688	12.9120852244907
0	65	10.5216602795571	0
0	66	12.8244037842296	0
0	67	14.4395997999	0
0	68	14.9778789394697	0
0	69	13.4801620887821	0
0	70	12.8081511075878	0
0	71	13.4711509696115	0
0	72	11.4979391194206	0
0	73	12.4059368349173	3.71414310745076
0	74	8.25809103738903	0
0	75	2.56556956722885	0
0	76	8.09449845903706	0
0	77	14.1728064032016	0
0	78	13.7370885442721	0
0	79	14.9021310655328	0
0	80	13.4765184748678	13.340602066357
0	81	13.5094930893846	0
0	82	13.8430015007504	0
0	83	13.523052492097	0
0	84	14.5703151575788	0
0	85	12.5490627206228	0
0	86	14.7714157078539	0
0	87	14.1245422711356	0
0	88	11.9660899553276	0
0	89	14.164092046023	0
0	90	12.8033790782685	0.679929153894081
0	91	12.5995300017243	0
0	92	2.73869278839043	0
0	93	1.34572160697953	0
0	94	14.2143671835918	13.0099371774129
0	95	13.609859356307	0
0	96	9.02677758686986	0
0	97	11.7795046726272	0
0	98	12.5354631389775	0
0	99	14.4007203601801	0
0	100	13.3608477805983	0
0	101	14.3256428214107	0
0	102	14.0333766883442	0
0	103	13.611434106348	13.4180797771418
0	104	13.5699186701118	11.7556570227843
0	105	13.4508671065002	0
0	106	13.1421818322718	0
0	107	13.5965824675224	0
0	108	12.213812571184	0
0	109	9.93299019700644	0
0	110	14.2666533266633	0.0723026566198949
0	111	14.7928664332166	12.6090513629651
0	112	14.2110155077539	9.30943857860658
0	113	12.9572198369179	0
0	114	14.4308854427214	0
0	115	12.1374936037648	0
0	116	4.53960030551708	0
0	117	13.0506367914723	0
0	118	13.1437353344586	0
0	119	14.2056528264132	0
0	120	12.6431491806292	0
0	121	14.8143171585793	0
0	122	14.8813506753377	0
0	123	10.4292402677934	0
0	124	14.123871935968	0
0	125	13.8329464732366	0
0	126	12.1289099043547	0
0	127	13.6114488188947	0
0	128	14.296148074037	0
0	129	14.4228414207104	0
0	130	14.3243021510755	0
0	131	7.98505678157054	0
0	132	14.6809204602301	0
0	133	14.8612406203102	0
0	134	14.4456328164082	0
0	135	14.0608604302151	0
0	136	13.8309354677339	4.78636162729804
0	137	9.98371147417036	6.19485479864627
0	138	14.7318659329665	1.94844485772623
0	139	12.5099552043332	11.788643995321
0	140	13.5762478428775	0
0	141	11.9562929230793	0
0	142	12.4880909693182	0
0	143	13.2889139913396	12.2225232120301
0	144	13.2954996412551	0
0	145	14.0581790895448	0
0	146	13.553375606764	10.062376646015
