it	posterior	prior	BD_lik	k_birth	k_death	RJ_hp	root_age	death_age	tot_length
50000	-470.30672310658809	-27.130884931401223	-443.17583817518687	4	3	3.126610825560766	14.9819009504752	0.0	1576.6475931362847
52500	-479.56654368184974	-30.792003192158482	-448.77454048969128	4	3	1.0730245038473751	14.9819009504752	0.0	1576.6475931362847
55000	-469.16642355317606	-27.550057754914409	-441.61636579826165	4	3	3.231939558328858	14.9819009504752	0.0	1576.6475931362847
57500	-485.26551122964253	-33.709258962224489	-451.55625226741802	6	3	4.418801797860777	14.9819009504752	0.0	1576.6475931362847
60000	-471.4350315679755	-24.440737868627721	-446.99429369934779	4	2	3.3403961079656392	14.9819009504752	0.0	1576.6475931362847
62500	-471.06336700143112	-24.363457904480772	-446.69990909695036	4	2	2.78108431945079	14.9819009504752	0.0	1576.6475931362847
65000	-471.79462520611008	-24.557565821581921	-447.23705938452815	4	2	2.9364665466694384	14.9819009504752	0.0	1576.6475931362847
67500	-472.55883090954728	-24.770099387913643	-447.78873152163362	4	2	2.258120142730491	14.9819009504752	0.0	1576.6475931362847
70000	-473.08857718663654	-28.082405898094041	-445.00617128854248	4	3	2.0714396972450926	14.9819009504752	0.0	1576.6475931362847
72500	-469.05023871733789	-27.771041742849036	-441.27919697448885	4	3	2.237508331569668	14.9819009504752	0.0	1576.6475931362847
75000	-474.56232364605614	-27.361655419194104	-447.20066822686204	4	3	4.450705458525524	14.9819009504752	0.0	1576.6475931362847
77500	-472.76537128946467	-24.624952378672557	-448.14041891079211	4	2	3.155251908434402	14.9819009504752	0.0	1576.6475931362847
80000	-470.15298715616564	-26.995332951100206	-443.15765420506546	4	3	3.6147668039800918	14.9819009504752	0.0	1576.6475931362847
82500	-472.5511444123045	-24.633497962120195	-447.91764645018429	4	2	2.1172483940112365	14.9819009504752	0.0	1576.6475931362847
85000	-469.38067909126511	-27.106026321227965	-442.27465277003716	4	3	3.205490437386489	14.9819009504752	0.0	1576.6475931362847
87500	-474.91813806962989	-25.030678436463187	-449.88745963316671	4	2	2.117028335036757	14.9819009504752	0.0	1576.6475931362847
90000	-475.29138243713226	-24.501452470017252	-450.78992996711503	4	2	2.066470454076949	14.9819009504752	0.0	1576.6475931362847
92500	-470.45769982316352	-27.51793008633442	-442.93976973682908	4	3	2.5729279033988486	14.9819009504752	0.0	1576.6475931362847
95000	-472.72054315354018	-27.448209329335132	-445.27233382420502	4	3	2.666709296102547	14.9819009504752	0.0	1576.6475931362847
97500	-471.91288952202797	-27.611016037353199	-444.30187348467479	4	3	3.376399817804711	14.9819009504752	0.0	1576.6475931362847
100000	-472.88537503539754	-27.04401112208124	-445.84136391331629	4	3	2.9923666638067896	14.9819009504752	0.0	1576.6475931362847
102500	-472.59918387444071	-27.218981503076357	-445.38020237136436	4	3	2.931297705361705	14.9819009504752	0.0	1576.6475931362847
105000	-473.64328843022099	-23.91015006503126	-449.73313836518975	4	2	2.6707557627918828	14.9819009504752	0.0	1576.6475931362847
107500	-469.89282932982178	-24.442543288786542	-445.45028604103521	4	2	2.6376845622941234	14.9819009504752	0.0	1576.6475931362847
110000	-470.50443465566252	-27.238882609006499	-443.26555204665601	4	3	3.947980176461107	14.9819009504752	0.0	1576.6475931362847
112500	-469.14266592233486	-28.517515251106122	-440.62515067122871	4	3	1.7622854825930088	14.9819009504752	0.0	1576.6475931362847
115000	-476.40736090214972	-24.942416255345261	-451.46494464680444	4	2	1.7149078945175644	14.9819009504752	0.0	1576.6475931362847
117500	-468.49361595504621	-27.422951339728304	-441.07066461531792	4	3	3.7199734723182454	14.9819009504752	0.0	1576.6475931362847
120000	-473.57011136536869	-24.504069725507726	-449.06604163986094	4	2	2.9734989965919727	14.9819009504752	0.0	1576.6475931362847
122500	-474.90708346751074	-24.258375847035854	-450.64870762047491	4	2	3.240281440603518	14.9819009504752	0.0	1576.6475931362847
125000	-473.83249233470946	-24.396029662860695	-449.43646267184874	4	2	3.928228790712636	14.9819009504752	0.0	1576.6475931362847
127500	-481.96498162215056	-24.407584430952497	-457.55739719119805	4	2	2.764259642198614	14.9819009504752	0.0	1576.6475931362847
130000	-479.47882827173697	-24.971891946927681	-454.50693632480932	4	2	4.68872488325013	14.9819009504752	0.0	1576.6475931362847
132500	-472.15987737154018	-24.901725047389405	-447.25815232415079	4	2	4.371913053346258	14.9819009504752	0.0	1576.6475931362847
135000	-469.46306377941795	-30.530688906163803	-438.93237487325416	4	4	3.3590465640641094	14.9819009504752	0.0	1576.6475931362847
137500	-471.38843474413807	-30.790541549241286	-440.59789319489676	5	3	3.091097723997901	14.9819009504752	0.0	1576.6475931362847
140000	-469.46485032876359	-26.971837879633611	-442.49301244912999	4	3	3.7675494803403176	14.9819009504752	0.0	1576.6475931362847
142500	-471.61983971501593	-25.368368747284233	-446.25147096773168	4	2	1.5699855915657868	14.9819009504752	0.0	1576.6475931362847
