"clade"	"species"	"ts"	"te"
0	1	14.4965782891446	13.0352147968614
0	2	11.2590575112514	11.0953134459407
0	3	10.9511231834181	0
0	4	13.4654975980255	0
0	5	14.1828614307154	0
0	6	14.3859729864932	0
0	7	12.4942490922051	0
0	8	12.8155665708757	0
0	9	14.2599499749875	0
0	10	13.1971965397953	0
0	11	7.05611605241566	0
0	12	14.6983491745873	0
0	13	14.0085742871436	0
0	14	13.7578689344672	0
0	15	6.21554770572916	0
0	16	10.375061489656	0
0	17	4.30171603485096	0
0	18	8.9712367552254	0
0	19	14.9557578789395	0
0	20	5.3255239339779	0
0	21	10.8395119037777	7.38715716005134
0	22	13.621964547421	13.5094482362653
0	23	12.0373561076923	0
0	24	13.2880136653608	0
0	25	14.0367283641821	0
0	26	12.5111230824016	0
0	27	13.2589238797546	0
0	28	13.6574354514672	0
0	29	14.8525262631316	0
0	30	13.6549501624443	0
0	31	13.0238354297665	0
0	32	11.4967226445136	0
0	33	13.6242307595523	0
0	34	14.6366783391696	0
0	35	8.13366696023663	0
0	36	12.8946130699025	4.47187152829249
0	37	14.7204702351176	4.21086684954214
0	38	6.75236497595359	0
0	39	13.8711555777889	2.01853850982895
0	40	14.9584392196098	5.78842875412448
0	41	14.6641620810405	4.62428863582414
0	42	13.9938269134567	0
0	43	7.06425219208844	0.0488645551519364
0	44	13.9569584792396	10.3399697200196
0	45	13.6155362638837	0
0	46	7.05218703799276	0
0	47	13.7404402201101	0
0	48	13.6333139582334	0
0	49	13.623377371524	0
0	50	14.7727563781891	0
0	51	14.3370385192596	0
0	52	13.199423407702	0
0	53	13.6304226524054	0
0	54	13.0621256957219	11.9755485499556
0	55	13.5756092956531	13.5297286884617
0	56	13.9529364682341	0
0	57	9.91595120316568	1.06737797739032
0	58	6.38962796092358	0
0	59	11.5016831674566	0
0	60	13.9194197098549	0
0	61	11.8154741367706	0
0	62	13.2041296981755	0
0	63	13.0379165461505	0
0	64	13.4627555209102	12.7861176314789
0	65	10.1034184253813	0
0	66	12.3915942660344	0
0	67	13.7746273136568	0
0	68	14.4623911955978	0
0	69	13.5357847856686	0
0	70	12.2394693387712	0
0	71	13.4018234637881	0
0	72	11.5120967028426	0
0	73	12.6291300073653	0.776002409135937
0	74	7.68002845858976	0
0	75	3.24938381493734	0
0	76	8.57541447884901	0
0	77	14.1929164582291	0
0	78	14.5548974487244	0
0	79	13.7102751375688	0
0	80	13.4896623112721	13.4026037001816
0	81	13.2413832616076	0
0	82	13.9026613306653	0
0	83	13.5622510437181	0
0	84	13.9153976988494	0
0	85	13.0794085635126	0
0	86	14.6447223611806	0
0	87	14.4536768384192	0
0	88	12.0312729011023	0
0	89	14.0414207103552	0
0	90	11.7565481793971	2.0155113539786
0	91	12.5576633104474	0
0	92	2.6113082595717	0
0	93	1.97826579082265	0
0	94	14.9651425712856	13.1261941070743
0	95	13.3914387748119	0
0	96	6.47235470287797	0
0	97	11.8575663723668	0
0	98	12.5046956252315	0
0	99	13.7900450225113	0
0	100	13.389797085342	0
0	101	14.0950475237619	0
0	102	14.6011505752876	0
0	103	13.6129344618486	13.5444214618915
0	104	13.5889467311431	12.1255980040122
0	105	13.2385443301312	0
0	106	13.2519650153746	0
0	107	13.6593424060503	0
0	108	12.4308967874553	0
0	109	10.4649973402204	0
0	110	14.6065132566283	0.0143839603881908
0	111	14.3953576788394	12.5111101373961
0	112	14.9906153076538	9.35850445419752
0	113	12.8655580429273	0
0	114	14.4134567283642	0
0	115	12.1760226392468	0
0	116	4.80014068678122	0
0	117	13.1976248433271	0
0	118	13.1933407365024	0
0	119	14.0273436718359	0
0	120	13.2156500475208	0
0	121	14.6024912456228	0
0	122	14.2713456728364	0
0	123	5.01809070906009	0
0	124	14.1359379689845	0
0	125	13.6315623575342	0
0	126	12.3570643108738	0
0	127	13.6391796585039	0
0	128	14.9772086043022	0
0	129	13.6868134067034	0
0	130	13.8905952976488	0
0	131	8.59732387994189	0
0	132	14.9410105052526	0
0	133	14.3383791895948	0
0	134	13.7860230115058	0
0	135	14.6112056028014	0
0	136	14.4784792396198	4.58730448197357
0	137	10.2817954269733	5.68609757469888
0	138	14.4114457228614	2.65849509161954
0	139	12.5353547043159	11.4297603683635
0	140	13.6286246147162	0
0	141	11.7980088006468	0
0	142	13.3754166285259	0
0	143	13.4826152356916	12.337470266245
0	144	13.4836589731946	0
0	145	13.6538964032924	0
0	146	13.5470446597286	12.3204768540556
