"clade"	"species"	"ts"	"te"
0	1	13.7451325662831	13.0764804605018
0	2	11.2256942813488	11.0434868512818
0	3	10.6944420310825	0
0	4	13.3010626530307	0
0	5	14.7580090045023	0
0	6	14.9939669834917	0
0	7	12.439126168628	0
0	8	12.3626897086477	0
0	9	14.0226513256628	0
0	10	13.4900340439227	0
0	11	6.48260372990588	0
0	12	14.2344772386193	0
0	13	14.1138169084542	0
0	14	14.3584892446223	0
0	15	10.29178677598	0
0	16	8.15695255772255	0
0	17	4.04093913416189	0
0	18	8.22924235342692	0
0	19	14.9577688844422	0
0	20	5.63586912153324	0
0	21	10.8320990054399	7.2794543249476
0	22	13.5862367068345	13.5752029866448
0	23	11.9506992423877	0
0	24	13.0320188721191	0
0	25	14.9309554777389	0
0	26	11.9283250930772	0
0	27	12.9907585752297	0
0	28	13.096762797194	0
0	29	13.8805402701351	0
0	30	14.0776188094047	0
0	31	10.8956863174421	0
0	32	10.8762883512679	0
0	33	13.579008400199	0
0	34	14.4791495747874	0
0	35	6.98619595444026	0
0	36	12.926583216655	5.69844584696001
0	37	14.083651825913	4.01161799988486
0	38	6.69245346837487	0
0	39	14.0293546773387	2.02929506905076
0	40	14.9209004502251	5.33579076314735
0	41	14.7124262131066	3.57595206308039
0	42	14.6467333666833	0
0	43	7.06245662895052	0.019392914883556
0	44	14.6172386193097	10.3187171352256
0	45	13.5715200586914	0
0	46	8.73824356095024	0
0	47	14.4831715857929	0
0	48	13.5987071384674	0
0	49	13.4779618644241	0
0	50	14.4496548274137	0
0	51	14.3665332666333	0
0	52	13.2009427911174	0
0	53	13.6029423925985	0
0	54	12.3696239188343	11.9975009606255
0	55	13.6255574467474	13.4694845852246
0	56	14.7057228614307	0
0	57	11.4048694858456	0.745282047874036
0	58	6.24097806465316	0
0	59	11.1710726956669	0
0	60	13.6423256761402	0
0	61	11.7378807250041	0
0	62	12.7853017424652	0
0	63	13.2556439383098	0
0	64	13.3248957840579	12.748713558925
0	65	10.3060502031071	0
0	66	12.4508277197222	0
0	67	14.587743871936	0
0	68	14.4503251625813	0
0	69	13.5462608921842	0
0	70	12.1960297924656	0
0	71	13.2071587054219	0
0	72	11.7060920234689	0
0	73	12.4495562045542	1.63936358760866
0	74	8.02683657233816	0
0	75	2.52777112494196	0
0	76	8.88091587356013	0
0	77	14.088344172086	0
0	78	14.8089544772386	0
0	79	13.8832216108054	0
0	80	13.5845324486508	13.0361459556315
0	81	13.4680286861479	0
0	82	14.1044322161081	0
0	83	13.6220584085363	0
0	84	13.7820010005002	0
0	85	13.073797330143	0
0	86	14.9034717358679	0
0	87	14.1600700350175	0
0	88	11.6790102276586	0
0	89	14.7727563781891	0
0	90	11.6593486515582	2.5363410083637
0	91	13.5509448666309	0
0	92	2.45810686687891	0
0	93	10.01740288751	0
0	94	14.8029214607304	12.8987515536501
0	95	13.5513026447025	0
0	96	7.03615497604105	0
0	97	12.0903396292488	0
0	98	12.537745613188	0
0	99	14.9497248624312	0
0	100	13.5469262095518	0
0	101	14.0025412706353	0
0	102	14.1446523261631	0
0	103	13.6182037048736	13.045226089552
0	104	13.6156311215925	12.0935280616343
0	105	13.2493388394286	0
0	106	13.2822686226315	0
0	107	13.5278175761283	0
0	108	11.7790537505263	0
0	109	10.9226693841644	0
0	110	14.6447223611806	0.0316500563555292
0	111	14.5408204102051	12.5825815799031
0	112	13.8061330665333	9.54107097604514
0	113	12.7867246399798	0
0	114	14.7935367683842	0
0	115	12.1296796707424	0
0	116	3.93658320756997	0
0	117	13.2567980464849	0
0	118	13.4528664071518	0
0	119	13.8523861930965	0
0	120	12.757371268372	0
0	121	14.5709854927464	0
0	122	14.3839619809905	0
0	123	13.2538473608388	0
0	124	14.0313656828414	0
0	125	13.6555375997161	0
0	126	11.7007210753238	0
0	127	13.9750575287644	0
0	128	14.2941370685343	0
0	129	14.6065132566283	0
0	130	14.0735967983992	0
0	131	8.19815090922562	0
0	132	14.2331365682841	0
0	133	14.9544172086043	0
0	134	14.5461830915458	0
0	135	13.8738369184592	0
0	136	14.0823111555778	4.70498823611051
0	137	9.01237272756647	6.81097033402834
0	138	13.6443071424723	4.12286131773633
0	139	12.5494271768624	11.5540365957059
0	140	13.6307657350811	0
0	141	12.1121026048484	0
0	142	13.6159792654296	0
0	143	13.5875642165517	11.7777903412382
0	144	13.0152585864842	0
0	145	13.6107059373849	0
0	146	13.6293885664787	12.799058044918
