SampleNo	Depth	Age	VERY_COARSE_SAND	COARSE_SAND	MEDIUM_SAND	FINE_SAND	VERY_FINE_SAND	VERY_COARSE_SILT	COARSE_SILT	MEDIUM_SILT	FINE_SILT	VERY_FINE_SILT	CLAY
201	33.07	81.8998	0	0	8.22036346234e-05	0.0058139490484816	0.0154512789614917	0.0546990989944658	0.12634900384796	0.216295276389699	0.233465460391353	0.158893054917465	0.18895067381446
205	33.71	83.2674	0	0	2.69264213e-07	0.0054144799249755	0.0215017737382765	0.0613264229198917	0.126948027086456	0.214711169299054	0.23169847936942	0.156768461714042	0.181630916683671
209	34.35	84.76815	0	0	7.2345173456e-05	0.0056711391824912	0.0199127591913273	0.066735065837617	0.130920826419542	0.211498821990784	0.225439890437725	0.154178649434916	0.185570502332142
213	34.99	86.38485	0	0	0.0001703236023226	0.0033713012414999	0.0097087245794336	0.0545190164852163	0.131617895608344	0.219371954336063	0.231110078267159	0.158006622808182	0.192124083071779
217	35.63	88.00535	0	0	0.0002891474992216	0.0044305301726206	0.0105417335865824	0.0549361508773461	0.132577855420733	0.217710132688102	0.227140518291787	0.156968176108763	0.195405755354844
221	36.27	89.6662	0	0	7.94268519151e-05	0.0043415894193637	0.0148403230105749	0.0635093435228721	0.134237704637186	0.218713704834155	0.22529536390801	0.153370480705037	0.185612063110885
225	36.91	91.56205	0	0	2.97062950049e-05	0.0053728074138246	0.0208265167822262	0.0499913076535399	0.107048055419151	0.208634780064713	0.242672028243333	0.167854675264457	0.19757012286375
229	37.55	93.65285	0	0	8.5856558621e-06	0.0054574119564772	0.0186087086767492	0.0564548788912941	0.11286961057558	0.207827800579211	0.23781475164896	0.164903511781289	0.196054740234578
233	38.19	95.5252	0	0	3.44182011937e-05	0.0074022903340287	0.02677382162283	0.073168192370089	0.126852070089894	0.200597212944452	0.218555133483968	0.154346556203699	0.192270304749847
237	38.83	97.21385	0	0	3.66400634527e-05	0.0060517245918574	0.0213526599172164	0.0503267474675912	0.106636839288666	0.202330208700795	0.240483306329539	0.170960009340646	0.201821864300237
241	39.47	98.91525	0	0	4.37519953097e-05	0.0061055486503976	0.0295227984807001	0.0796500420985201	0.140404910170093	0.215055414789003	0.213670134921758	0.144647911616807	0.170899487277412
245	40.11	100.67275	0	0	0.0007559596020451	0.0105105188350459	0.0423498067075439	0.0743936997567153	0.123950804688381	0.197414966676539	0.216219437747561	0.152697230203132	0.181707575783037
249	40.75	102.2676	0	0	2.31965550488e-05	0.0078202863005872	0.0233049934231202	0.0541998158172331	0.107844119320623	0.208779904328976	0.24258174277471	0.166213269749504	0.189232671730198
253	41.39	103.6874	0	0	0.0001279909651265	0.0036918852515568	0.0118589742560234	0.0585899883048393	0.13581361432197	0.220745537752313	0.226781010727245	0.154253093554396	0.188137904866529
257	42.03	105.10195	0	0	4.76696869184e-05	0.005740783842924	0.0126485262058757	0.0465720309021626	0.104929909166144	0.207473440070754	0.246423967225102	0.17308177034364	0.203081902556479
261	42.67	106.5515	0	0	5.57004894633e-05	0.0058273181395781	0.0209392116342026	0.0642819000021466	0.121873761749378	0.209910295735805	0.231663068222221	0.159089381996812	0.186359362030393
265	43.31	108.26875	0	0	4.1642448482e-05	0.0062671301520775	0.0237099492113106	0.0743779509797928	0.138365090795094	0.210635366507532	0.217885437503047	0.149491990929535	0.179225441473128
269	43.95	110.374	0	0	0.0001420998813833	0.0068071131115957	0.0114922946940687	0.0436571792763184	0.113897568242327	0.215052768362792	0.238790415411436	0.167228272476695	0.202932288543385
273	44.59	112.60695	0	0	2.8782340223e-05	0.004939493921775	0.0151255916376201	0.0459393628184195	0.103610599675887	0.207143408283576	0.245769541509404	0.172927166217385	0.20451605359571
277	45.23	115.0729	0	0	9.7127794637e-06	0.0065573694332362	0.0281731117374977	0.0675881543489968	0.114303864312625	0.201977263068379	0.230581311955417	0.160808813404078	0.190000398960307
281	45.87	117.5965	0	0	4.3960221619e-05	0.005064169654777	0.018937641177491	0.0512019637208182	0.097847563992821	0.202060461809978	0.246268334218786	0.173848441638365	0.204727463565345
285	46.51	120.3088	0	0	3.98973395267e-05	0.0087582988533017	0.0381371142781906	0.0768365440495342	0.119672893381831	0.196180568112193	0.217100480158778	0.152969550601252	0.190304653225392
289	47.15	122.93015	0	0	3.367636987e-07	0.013933704396367	0.0759411218765944	0.10856935329636	0.125793698699978	0.179866636104395	0.192479794631949	0.135036182858576	0.168379171372082
293	47.79	125.5389	0	0	1.8436849117e-06	0.0086164510740857	0.0538203586153719	0.101575660102955	0.131060673964754	0.206989317014957	0.216563219526398	0.139490125022215	0.141882350994352
297	48.43	128.06325	0	0	4.75370420841e-05	0.0035214928292732	0.0108121094179166	0.0469576935050991	0.108627326420613	0.212554863155389	0.247229694225332	0.171826711126994	0.198422572277299
301	49.07	130.31445	0	0	0.000305899265433	0.0025971576637411	0.0114070781551017	0.0568258299797179	0.136859218801122	0.219513740378598	0.226509042453931	0.155694036910479	0.190287996391875
305	49.71	132.48695	0	0	0.0004265822086995	0.0053596137414943	0.0139139210461137	0.0613461818954892	0.143237580761782	0.226152944706859	0.225092850471586	0.148360110853918	0.176110214314058
309	50.35	134.42155	0	0	0.0007218935157584	0.0062414152272416	0.0145599733763248	0.0594572263748188	0.135193626433148	0.216674515236052	0.227694995296285	0.154722687074187	0.184733667466184
313	50.99	136.29045	0	0	0.0002344865870874	0.0067626282471901	0.0175078756620855	0.0657825290262454	0.144309680139797	0.223603860048702	0.222371861380183	0.146139634321807	0.173287444586903
317	51.63	138.05365	0	0	0.0002635079522645	0.0049216074486467	0.0082797829752617	0.0394305265834399	0.107373902861528	0.216920463004903	0.254154947267323	0.173121936039737	0.195533325866897
321	52.27	139.8283	0	0	5.28374703143e-05	0.0037344329042251	0.0087952890154183	0.0410433634259565	0.105340864042975	0.212543356448322	0.252772851280676	0.174595872646411	0.201121132765703
325	52.91	141.4523	0	0	0.0004447464385503	0.0060905338640732	0.0146375242153129	0.0589499817097533	0.132745879266136	0.22241332886364	0.231702541514031	0.153238531904406	0.179776932224099
329	53.57	143.17425	0	0	1.56482091466e-05	0.0031217981026126	0.0102148274850746	0.0416460551617483	0.10192118579214	0.205324443635991	0.253254400549001	0.17938671298985	0.205114928074436
333	54.17	144.7371	0	0	0.0001205293659302	0.01504433374203	0.0584185826217006	0.101174481987925	0.132372517676992	0.193395448356967	0.206269127105896	0.137439614184836	0.155765364957724
337	54.83	146.4431	0	0	0.0008110286316706	0.0040440526223208	0.009489437900072	0.048565414768395	0.129933457061772	0.232996617478947	0.241434289660061	0.155523163344198	0.177202538532563
341	55.47	148.05	0	0	0.0001140654993694	0.0038510586738617	0.012352989653638	0.0597137413842524	0.140788001227572	0.22781899377566	0.230167797455859	0.150164427980965	0.175028924348822
345	56.11	149.6383	0	1.634603575e-07	0.0026061471748209	0.0048101833687028	0.0153850645511489	0.0652790119865418	0.149415180016065	0.231557577524807	0.223219069458986	0.141695045827417	0.166032556631154
349	56.75	150.95055	0	0	0	2.00511807116e-05	0.0067534826762133	0.0454000792237309	0.133610133293688	0.242124040365104	0.243417192518356	0.1539045753238	0.174770445418397
353	57.39	152.27495	0	0	0.0004927853120044	0.003326841445682	0.0098585205742298	0.055437748999645	0.14463127772886	0.235787581979926	0.231063985275044	0.147751442774731	0.171649815909878
357	58.03	153.68925	0	0	0.0004306360507136	0.0071732588437054	0.0302535998489098	0.0821238530845019	0.155621070370561	0.231017935721734	0.213980577234091	0.131327492879989	0.148071575965794
361	58.67	155.1083	0	1.1379779847e-06	0.0016352951949634	0.0045546090589402	0.0154153013672659	0.0656957268563441	0.15082790442065	0.234245698579588	0.224756446770734	0.141596998220204	0.161270881553326
365	59.31	155.9085	0	0	1.01757776228e-05	0.0042529041222566	0.0156263449022309	0.0769730358718998	0.178471782503882	0.246458101508299	0.209496084697021	0.125425124881721	0.143286445735067
369	59.95	156.70415	0	2.4448547386e-06	0.0017253605636098	0.0046667879358389	0.0234898397908076	0.0760328230913712	0.151346694450218	0.228092539769648	0.218516896679654	0.137791480322717	0.158335132541397
373	60.59	157.4118	0	0	0	3.61986115799e-05	0.0070991816186981	0.039840664597892	0.118032972632431	0.231505958998416	0.252340197615521	0.164435187376505	0.186709638548958
377	61.23	158.1221	0	0	0.0003552618173968	0.0042247122280074	0.0149992326866424	0.0638502811831021	0.144602781309532	0.230370877273881	0.228013425024114	0.146309782895154	0.16727364558217
381	61.87	158.88815	0	0	0.0002135747292473	0.0033926119100099	0.0098045655912508	0.0466904805772964	0.123533671597129	0.22930288488526	0.245402001996747	0.16027996327731	0.18138024543575
385	62.51	159.64295	0	0	0.0006358593325288	0.0048257914366293	0.0110510123664466	0.0439453292561047	0.11210915259486	0.222020167379844	0.250119560748904	0.16831333278448	0.186979794100202
389	63.15	160.51735	0	0	1.04896307006e-05	0.0044425711201772	0.0181808822725602	0.0791027022827471	0.163684869728171	0.213701975957947	0.210428016102153	0.145890944734128	0.164557548171416
393	63.79	161.375	0	0	0	3.4395259385e-05	0.0070772536331813	0.0335301463510027	0.107731791057038	0.238399392930296	0.261088322640058	0.169129880798431	0.183008817330608
397	64.43	162.26125	0	0	9.57643201164e-05	0.0046077767081402	0.0098198251191304	0.0485794076519029	0.142448782982285	0.262128998707839	0.241994201779534	0.140580719430157	0.149744523300894
401	65.07	163.14255	0	0	0.0001832679674475	0.0069318125945523	0.0177470070993824	0.0754546541811278	0.15941108753154	0.226461018579409	0.216818424193161	0.140485395116635	0.156507332736744
405	65.71	164.12255	0	0	0.000155388374972	0.0060226581759803	0.0243157736602289	0.0886693288874651	0.169223295675704	0.222419350082181	0.20604866655951	0.132909486433069	0.15023605215089
409	66.35	165.1314	0	0	3.79846991462e-05	0.0051223551837642	0.0151271628898641	0.0622609415500222	0.14515568043403	0.230283205737438	0.230021917658638	0.149008311219806	0.162982440627292
413	66.99	166.1286	0	0	0.0004403250022793	0.0058562580516044	0.021228256711455	0.0866895748674194	0.162860606626591	0.219140186506346	0.208998117027672	0.137273831004259	0.157512844202373
417	67.63	167.1151	0	0	0.0001505205067375	0.0031702591946044	0.0101806688265877	0.0698666177623631	0.178001030365368	0.245008686879632	0.210733608097228	0.131213607090745	0.151675001276734
421	68.27	168.0568	0	0	0.0001768600984091	0.0031309061241817	0.008711059491491	0.0518777940673972	0.141016650330974	0.236896566575109	0.234934306927868	0.149192174942612	0.174063681441958
425	68.91	169.00535	0	0	6.8932334936e-06	0.0034707583669594	0.0136792110944362	0.0838061610520437	0.192917896091791	0.244600377432586	0.20136878240079	0.122774827365044	0.137375092962856
429	69.55	169.9233	0	0	0.0001476005811811	0.0037784138433491	0.0157835131477393	0.0820324275527585	0.175843337631817	0.23266846385429	0.208042606074886	0.132181421444909	0.14952221586907
433	70.19	170.82795	0	0	5.36332162928e-05	0.0034666154070443	0.00938349529189	0.0564250717124777	0.15341968128703	0.239792845823035	0.226686089389369	0.14481758916046	0.165954978712402
437	70.84	171.721	0	3.832753989e-07	0.0010917081174329	0.0044674153325535	0.0151648762048586	0.0826652724750203	0.195344415386961	0.248075593668115	0.195428968565475	0.118788134312978	0.138973232661207
441	71.47	172.60685	0	0	3.52577870887e-05	0.0022221431433133	0.0066373983871437	0.0367832674809045	0.108616302970874	0.225615150827327	0.255297371839722	0.173192460845351	0.191600646718275
445	72.11	173.55185	0	0	1.7441504019e-06	0.002331291004349	0.0086032973561657	0.0463478171953967	0.124803749996535	0.229420889871361	0.24325561386485	0.162576138648486	0.182659457912454
449	72.75	174.53755	0	0	0.000138376570026	0.003216550564849	0.0109380503438284	0.0475210306357076	0.101721486549114	0.186791562482285	0.248454029671697	0.187989941520258	0.213228971662234
453	73.39	175.45855	0	0	0.0003908978641169	0.0029854739495002	0.0087923001995039	0.0413948023264589	0.109669495546119	0.227302887396867	0.25738483824791	0.169993176418298	0.182086128051227
457	74.03	176.3753	0	0	0	0.0004125845572235	0.0102172081216675	0.0482156488001917	0.117267170714558	0.22796649092783	0.253090186429922	0.167470639615451	0.175360070833156
461	74.67	177.2208	0	0	0.000442500897438	0.0045976161493665	0.0145020155554394	0.0706284426144771	0.150088701544656	0.230816774972156	0.225332061738008	0.145041843136761	0.158550043391697
465	75.31	178.0325	0	0	1.56904149784e-05	0.0040904829176607	0.008805649006031	0.0397210829877477	0.10626433169631	0.198767718882269	0.237463136445241	0.181618855049963	0.223253052599799
469	75.95	178.87145	0	0	0.0004441983744372	0.0028913916541139	0.0074390078309218	0.0428177640125038	0.123332264428823	0.230509314040807	0.247335155836373	0.162426900520561	0.18280400330146
473	76.59	179.724	0	0	5.88432471218e-05	0.0074400487004671	0.0334900381392566	0.0937566605406012	0.158768417772759	0.219168829280589	0.207625536524276	0.133353046688551	0.146338579106378
477	77.23	180.6387	0	0	4.79416555657e-05	0.003947755957544	0.0121849610944763	0.0550291219355609	0.126854367789267	0.22509757655296	0.241294475673446	0.159830156696544	0.175713642644636
481	77.87	181.6072	0	0	8.18365936162e-05	0.0020207490322752	0.0089620129148159	0.0474663887731093	0.126403804825308	0.233241832143377	0.247941666741695	0.162358862353136	0.171522846622667
485	78.51	182.6283	0	0	0	4.21855256149e-05	0.0089686117742391	0.0464774618462599	0.126004612041255	0.228484653751461	0.246895643689942	0.162723080249652	0.180403751121576
489	79.15	183.69415	0	0	0.0008705115895636	0.0024205949576757	0.0084079095528985	0.0417661442326203	0.121070228353178	0.230793249137447	0.250159879091963	0.166614976936178	0.177896506148475
493	79.79	184.65405	0	0	0.0003720104063514	0.0044831169674863	0.0110803022166716	0.0458058126079071	0.118244245378321	0.220463909310853	0.245138630296155	0.167992515099686	0.186419457716567
497	80.43	185.53835	0	0	0.0002135440768342	0.0050555730539674	0.0067840532995954	0.0357523315801526	0.117303038285824	0.239830804870441	0.250078278341758	0.163258891443455	0.181723485047973
501	81.07	186.5075	0	0	1.15312663831e-05	0.0032686102668586	0.0089406380329825	0.0360493103160442	0.0837997993983251	0.187243631723877	0.260514852438365	0.19883055459178	0.221341071965384
505	81.71	187.577	0	0	0.000111667172727	0.0069388443734986	0.01410119271838	0.0488454854028464	0.126274907926937	0.230599380397241	0.238090878455166	0.157081171592275	0.177956471960929
509	82.34	188.5998	0	0	4.43250966204e-05	0.0040499610619076	0.0118828726761453	0.0544196917730078	0.120523455418071	0.209659668472171	0.234728027915624	0.165805364755204	0.198886632831249
513	82.99	189.60765	0	0	0	0	0.009	0.048	0.131	0.227	0.24	0.162	0.183
517	83.63	190.5697	0	0	9.88809730168e-05	0.0033680633382534	0.0163106467415591	0.0822463028713999	0.16229833708331	0.220952500529684	0.211224970813876	0.139777906890001	0.1637223907589
521	84.27	191.51695	0	0	0	0	2.6282769629e-05	0.0435217622361225	0.116453068028751	0.21970386758128	0.255662799891034	0.172739017437107	0.191893202056076
525	84.91	192.4736	0	0	0.0001729648568871	0.0024081541276117	0.0102245074921813	0.0576574264199715	0.138454636364821	0.22436021732757	0.230350345211141	0.153901365482061	0.182470382717756
529	85.55	193.4274	0	0	0.0003978501927633	0.0026193687029085	0.0077512865003667	0.0636351430695432	0.152964044463193	0.225796276826834	0.22460245214885	0.150252731389282	0.171980846706259
533	86.19	194.4242	0	0	0.0008486205482682	0.006228324169784	0.0133890194816213	0.0532339835775938	0.119707816613216	0.22531598310943	0.240272062537914	0.159204358889276	0.181799831072897
537	86.83	195.50855	0	0	0.0002697737393902	0.0042840882615809	0.0136831721679226	0.0641834026046456	0.138098425953136	0.21793301281153	0.229990835633375	0.15523561846322	0.1763216703652
541	87.47	196.65175	0	0	0.0002228742363468	0.0030945640531167	0.0115338601986739	0.0627978563750121	0.143786068481053	0.223795059842693	0.227683268774093	0.152651444883036	0.174435003155976
545	88.11	197.91425	0	0	0.0002995745790732	0.0056634837826841	0.0160238109850264	0.0614773891886208	0.144106239215458	0.22902921853084	0.231916699598342	0.149192544701211	0.162291039418745
549	88.75	199.13565	0	0	0.0003069444802848	0.0034921105076515	0.0088380373029476	0.0594521858287457	0.153494624803203	0.214691688979763	0.216180409903778	0.154129180814273	0.189414817379353
553	89.39	200.24835	0	0	0.0001861280627158	0.0071884922791583	0.0130753309860263	0.0365098921760457	0.0973945123539386	0.194067895118055	0.252253763637653	0.187717094611184	0.211606890775223
557	90.03	201.3574	0	0	7.43183112133e-05	0.0057545010877318	0.0189954558986861	0.0504998441049054	0.112493067847538	0.215395452641918	0.244766787187996	0.168441105823882	0.183579467096129
561	90.67	202.4313	0	0	6.9876790426e-06	0.0038649560135223	0.0138466041955887	0.0532309997826303	0.127244966706848	0.227719984992021	0.241662486148107	0.159251111541855	0.173171902940385
565	91.31	203.52945	0	0	0.0001278663950936	0.0035675078131217	0.0108396250394692	0.0593029465436611	0.1482347031162	0.229090993941277	0.221828170837693	0.151012936926367	0.175995249387118
569	91.95	204.69755	0	0	0.0001954541194635	0.0047199520163404	0.0135869550534102	0.0632594139495674	0.137245830596625	0.20007698069528	0.219081714659369	0.164117748601225	0.197715950308719
573	92.59	206.1052	0	0	0.0001268485583748	0.0057648968309807	0.0175742634212557	0.0799463644589083	0.187756251870209	0.224618045646496	0.206109633675698	0.132364408446788	0.145739287091289
577	93.23	208.3335	0	0	1.4620511877e-05	0.0048527163209953	0.0095215093881326	0.0360462247954856	0.0972118911451731	0.180991387565305	0.246212968307452	0.194455892070101	0.230692789895479
581	93.87	210.4645	0	0	7.39975605001e-05	0.0098839697315095	0.0385933737474774	0.0582676973213618	0.114210379749065	0.19700947974061	0.227782328682045	0.165166500194813	0.189012273272618
585	94.51	212.25745	0	0	0.0009752366473473	0.0178740957315827	0.0637310860469746	0.0761400577276481	0.133466423528633	0.202828674740671	0.210171012672981	0.140321296095914	0.154492116808248
589	95.15	214.11995	0	0	0	0.0116636485445095	0.0584659452545883	0.0866665387006996	0.163479551315011	0.194237428536035	0.202712591647086	0.136073850964984	0.146700445037087
593	95.79	216.40255	0	0	0.000146295892264	0.0072731757216427	0.0214343879668167	0.0786621722407373	0.161320468950607	0.213231780902041	0.218306261032606	0.144985626744628	0.154639830548658
597	96.43	218.6878	0	0	1.3109158e-07	0.0022270509485205	0.0087870877999017	0.0506573095241218	0.151218222678549	0.244946594349988	0.232021893398811	0.148276512708284	0.161865197500244
601	97.07	221.25125	0	0	1.16636845142e-05	0.0016340706738734	0.0038717340070537	0.0332769762222934	0.112154063069876	0.239247628315951	0.259308775422978	0.171712702685205	0.178782385918256
605	97.71	223.793	0	0	3.8575701381e-05	0.0032235425478936	0.0091325610949369	0.0519975292651574	0.144056031645844	0.243483773251046	0.235532974706627	0.150689912157387	0.161845099629728
