SampleNo	Depth	Age	VERY_COARSE_SAND	COARSE_SAND	MEDIUM_SAND	FINE_SAND	VERY_FINE_SAND	VERY_COARSE_SILT	COARSE_SILT	MEDIUM_SILT	FINE_SILT	VERY_FINE_SILT	CLAY
609	98.35	225.4518	0	0	0.0010860657734454	0.0036305523981162	0.0088469749425697	0.046628650951145	0.128088160533205	0.227389540924296	0.240537493565273	0.162654510611144	0.181138050300806
613	98.99	227.05845	0	0	0.0002865158805266	0.004082342581049	0.00795184568864	0.043673928002584	0.121963195496465	0.216893819914485	0.240566155324395	0.169660355047257	0.194921842064599
617	99.63	228.3832	0	0	5.0750694192e-06	0.0068507968025314	0.0212045639149718	0.0638271248340911	0.12730686316765	0.20443860353586	0.228138943572739	0.16221518763254	0.186012841470198
621	100.27	229.711	0	0	8.4895364966e-06	0.0037083288793511	0.0153592042889567	0.0727861628964222	0.159287829889312	0.218365166201572	0.21588939673821	0.146155548087314	0.168439873482366
625	100.91	231.08715	0	0	0.0002061415232865	0.0026678247381341	0.0091335984215909	0.0546511442109417	0.139045043421558	0.225205598063262	0.231925379948418	0.156798771356599	0.18036649831621
629	101.55	232.4559	0	0	0	0	1.26103415578e-05	0.0314402093745212	0.108487866677712	0.218245000716503	0.257779938616087	0.181524683297081	0.202509690976538
633	102.19	233.8522	0	0	1.73688651438e-05	0.0036240373560646	0.0090569097665957	0.0559258291313484	0.130286002119684	0.221984018188485	0.232808511947742	0.16053246443539	0.185764858189545
637	102.83	235.2372	0	0	3.37596724319e-05	0.0052077651028192	0.0133700555078041	0.0469643544856124	0.11794254390352	0.206768604755576	0.247338401668268	0.171138542139757	0.191235972764211
641	103.47	236.51855	0	0	3.37901545512e-05	0.0070367926056257	0.0181832332939548	0.0623709820934214	0.134745322429859	0.218931968805725	0.230775128482517	0.155122994572721	0.172799787561625
645	104.11	237.7998	0	8.005882152e-07	0.0014739794841564	0.0064723460518766	0.0243219292063806	0.100752122624599	0.185605528363108	0.215472997410094	0.199535660191609	0.128262310045356	0.138102326034606
649	104.75	239.26705	0	0	0.0003469591223165	0.0104009407584039	0.0332236955243453	0.072313793559439	0.143286576758902	0.21641374303783	0.22136226803891	0.145746574601939	0.156905448597913
653	105.39	240.7127	0	0	8.88993698904e-05	0.0111461957704079	0.0299083018873875	0.054361608029273	0.101369051160592	0.216107413537537	0.251185945929784	0.166119607644037	0.16971297667109
657	106.03	241.91665	0	0	6.2531697608e-05	0.0021966546839264	0.0091223871872543	0.0556428637763839	0.142329520246828	0.228428353927276	0.23002170160954	0.15634472165767	0.175851265213513
661	106.67	243.1036	0	0	0	0	1.45605769084e-05	0.0261545806744766	0.0811675195023459	0.185896697679821	0.258273560911209	0.200840642540368	0.247652438114871
665	107.31	244.37275	0	0	0	0	1.7880382707e-05	0.0296641461223486	0.109101459625266	0.229113913976285	0.259840607462022	0.17553541382722	0.196726578604152
669	107.95	245.693	0	0	3.89469361832e-05	0.0040639600266142	0.0086225288365561	0.0389653691805646	0.106621133082567	0.218813881944534	0.254929043732606	0.175796453325227	0.192148682935147
673	108.59	246.9352	0	0	3.989454597e-07	0.0024886819361386	0.0114570871117085	0.0686023236785175	0.168616913705856	0.233960945686724	0.215612087987535	0.138989950095495	0.160271610852566
677	109.23	248.18005	0	0	0.0010789640749923	0.0053468762128434	0.0142047326980304	0.049079362492589	0.121480925804289	0.21990063034006	0.240970422608677	0.161775634528918	0.186162451239602
681	109.87	249.68525	0	0	0	0	1.8325499803e-05	0.0423427769185349	0.136793340920782	0.236931080675132	0.244680601763302	0.161975842359157	0.177258031863289
685	110.51	251.1956	0	0	7.44841599388e-05	0.0075067030887977	0.0138307871215657	0.0583214471549325	0.13586159791751	0.223468044333375	0.233362346256229	0.155384409177082	0.172190180790569
689	111.15	252.8258	0	0	9.23018516142e-05	0.0048757539692542	0.0172494494992332	0.0700176324139471	0.137377329991556	0.217658115777925	0.228922576743484	0.155518929191531	0.168287910561455
693	111.79	254.4933	0	0	5.46788732067e-05	0.003078261788094	0.0075285571917438	0.052542812822724	0.138696027172408	0.227570213383857	0.233347935870455	0.156915485419248	0.180266027478263
697	112.43	256.29085	0	0	8.2443949294e-06	0.0025671382228552	0.0141221199257894	0.0868145440709583	0.178998418271002	0.224771827026406	0.202327574865574	0.132089684859762	0.158300448362723
701	113.07	258.1437	0	0	0	0.002	0.013	0.075	0.166	0.22	0.215	0.144	0.166
705	113.71	260.07335	0	0	4.04369771227e-05	0.003486336245069	0.0094322482319637	0.0487046509933132	0.161848440576687	0.246351895597144	0.223945936390587	0.144515268643908	0.161674786344206
709	114.35	262.0322	0	0	0.0005562659390128	0.004481952902323	0.0111805222282403	0.053644163467911	0.138817642836618	0.221991535888882	0.230858594482161	0.156913963101447	0.181555359153405
713	114.99	263.7639	0	0	0.0001752163295541	0.0044324197982694	0.0077396963174218	0.0424623650093536	0.122597526597756	0.222517989987212	0.242642494876892	0.166892471169494	0.190539819914048
717	115.63	265.41485	0	0	0.0002421849028066	0.0045060000221213	0.0125897790961203	0.0672348672045955	0.14610339779205	0.219028425251688	0.225388952053198	0.151724512524122	0.173181881153299
721	116.27	267.02265	0	0	0	0	0.0001890105940782	0.0292705554784254	0.104166910773407	0.217258088793193	0.250498247182229	0.171433002311448	0.227184184867219
725	116.91	268.6173	0	0	2.8193831921e-06	0.005068002164302	0.0104193201889846	0.0275072907009481	0.0619741516830562	0.143114975511765	0.25240860889413	0.224039650709548	0.275465180764074
729	117.57	270.3201	0	0	0.0002740301840424	0.0087808506167355	0.0378825301445546	0.105132452271038	0.164878436228522	0.206226067625437	0.196528662415273	0.130471027918523	0.149825942595874
733	118.19	271.95225	0	0	0.0001479708090839	0.0043656278507406	0.0113661697414151	0.0377284306302822	0.114741967586728	0.217700479229052	0.238173474870294	0.167452035726592	0.208323843555813
737	118.83	273.55205	0	0	0.0006018328224346	0.0065455402961913	0.0198542452876493	0.0741571783289058	0.14976232126033	0.215544636063313	0.216111594628987	0.146973082600889	0.1704495687113
741	119.46	275.12945	0	0	6.31644145968e-05	0.0048788103739191	0.0101002523531365	0.0512242242972124	0.138868632322959	0.230483629803106	0.232654567279447	0.156537244220636	0.175189474934987
745	120.11	276.5199	0	0	1.464714269e-07	0.002896736781122	0.0095308299431617	0.0328114195649587	0.0688156151183382	0.157600043094335	0.266423103909054	0.215860069128421	0.246062035989183
749	120.75	277.89115	0	0	0.0001506424882825	0.002263783752685	0.0060757087400691	0.0327503493036253	0.102730664670655	0.219375397887984	0.256718936349011	0.178384935392857	0.201549581414831
753	121.39	279.29375	0	0	1.75865194107e-05	0.0054724169097703	0.0091917253457272	0.0354080941362001	0.0945776461471454	0.205031986674203	0.255509524207089	0.185704600272894	0.209086419787559
757	122.03	280.7247	0	0	0	0.0002209752101394	0.0118476205691713	0.0551882331236094	0.127283588022687	0.2138535545339	0.234628964943648	0.165092345276008	0.191884718320836
761	122.67	282.10625	0	0	1.8040545668e-06	0.0030729689405124	0.013891718111065	0.0732829368082801	0.182971221453369	0.237153501754731	0.206783730464423	0.131320850640639	0.151521267772413
765	123.31	283.4576	0	0	0.0003250429172298	0.003689823826741	0.0128856022086475	0.051388770711264	0.117649764851002	0.217568078979589	0.23965984541852	0.165719194696102	0.191113876390904
769	123.95	284.9992	0	2.975069228e-07	0.0011899021023506	0.005797635351313	0.0275748654658228	0.0655360374409946	0.165458483532793	0.252667796786129	0.213387424433629	0.126905104130835	0.14148245324921
773	124.59	286.71635	0	0	1.61948614454e-05	0.0130483922863331	0.0240834790964798	0.0659034130452925	0.146982875402781	0.232033576834458	0.220445423133769	0.140061171115307	0.157425474224135
777	125.23	288.4365	0	0	0.0001848178537558	0.0069887228437247	0.0241975393694651	0.0756185805568855	0.156191951133665	0.221717583248283	0.219068581650754	0.143721009552218	0.152311213791249
781	125.87	290.13465	0	0	1.65653888756e-05	0.0026756692505882	0.0137055805413906	0.0636511687182618	0.133578347053375	0.236591203780504	0.243794067096706	0.151011433811057	0.154975964359242
785	126.51	291.7247	0	0	0	2.38308921149e-05	0.0052232802412001	0.0400907670808222	0.114738231202676	0.235981193177004	0.260955984210448	0.170483011249228	0.172503701946508
789	127.15	293.2335	0	0	2.9257660347e-05	0.0038259462474226	0.0119976586706512	0.0551099468194484	0.137402221004001	0.245558336619363	0.235256927246263	0.14740570845997	0.163413997272533
793	127.79	294.7364	0	0	0.0001779215189563	0.0049658661693515	0.01267235374922	0.0663513049931023	0.155148217702408	0.231167310375276	0.221573221402824	0.145846488696607	0.162097315392255
797	128.43	296.25155	0	0	7.84896502283e-05	0.0020813384745481	0.0045347641150115	0.037183235542487	0.135111219373828	0.252842123217338	0.241933085607936	0.154020186254402	0.172215557764221
801	129.06	297.6403	0	0	3.19894080884e-05	0.0025518072813335	0.0054288399040647	0.0351371182620785	0.113147946016117	0.232798354780352	0.254281614881399	0.171104616828013	0.185517712638554
805	129.71	298.88055	0	0	0.0001132139891424	0.0046534011621398	0.0081059286913769	0.0373789400104157	0.10599702743893	0.225473943631898	0.256317735796592	0.173274521055967	0.188685288223539
809	130.35	300.04145	0	0	0	0	1.04416018627e-05	0.0267330229975387	0.0943866717587111	0.208835609495825	0.259731402173248	0.191387290643587	0.218915561329228
813	130.99	301.1976	0	0	0.0001320082246915	0.0041401559968783	0.0059934080225329	0.0353278253756806	0.111172447017747	0.232577876960486	0.25081811989503	0.167116411494323	0.192721747012631
817	131.63	302.36375	0	0	0.0007982012905976	0.0022178917930382	0.0066951597365481	0.0398295598957921	0.11074116629176	0.227208785763475	0.252085196523924	0.169413756604996	0.191010282099869
821	132.28	303.58165	0	0	0.0004591515004284	0.0046947104970305	0.0117983436252016	0.0483220934258989	0.113026316061915	0.223522612218389	0.248874404329138	0.167422621282828	0.181879747059171
825	132.91	304.78535	0	0	1.10170636587e-05	0.0024133833411603	0.0070241009519114	0.0437778792613172	0.108569210460145	0.226795421630724	0.255218998381002	0.171467086211425	0.184722902698656
829	133.55	306.112	0	0	4.20369934098e-05	0.0046180700245629	0.0150115526922379	0.0541284092682714	0.129603181897191	0.224794677918798	0.236026551273432	0.158454729691447	0.17732079024065
833	134.19	307.43015	0	0	1.19219588468e-05	0.0099151987968353	0.0306994943375405	0.0506365923502324	0.107221412444476	0.206384304559414	0.243325277341514	0.167949535843664	0.183856262367478
837	134.83	308.75555	0	0	1.43736549513e-05	0.0057841754274775	0.0281853329680755	0.0664284597734178	0.121637212950117	0.216730803002216	0.23401472085604	0.15436072446621	0.172844196901495
841	135.47	310.04175	0	0	2.301761714e-07	0.0032269482785775	0.0151993749813599	0.0652470295233274	0.144274476751369	0.215006921176819	0.221440326466589	0.153694655470226	0.181910037175561
845	136.12	311.21735	0	0	0.0002627151539385	0.0080274407235038	0.0258646211131724	0.0638997367917029	0.119353710363573	0.216737177864922	0.235494958147375	0.158141991346643	0.172217648495169
849	136.75	312.35545	0	0	7.94447326071e-05	0.0043434308305393	0.0137836191845444	0.0496466928370944	0.125333675975784	0.231904611124165	0.241221173683031	0.159289545740133	0.174397805892102
853	137.39	313.56065	0	0	5.16076887806e-05	0.0045804555109456	0.0159407813748746	0.0486896580635563	0.11680487506469	0.21298188952339	0.243915651690014	0.172340847659482	0.184694233424266
857	138.03	314.76275	0	0	6.56290914871e-05	0.0061088671693107	0.0193363284979902	0.0610707652506055	0.129706970750099	0.227240188384488	0.23626613680349	0.155307245617957	0.164897868434573
861	138.67	315.9959	0	0	2.59167117864e-05	0.0031255554324818	0.0105742145314349	0.0459364368224896	0.1162721590392	0.215821619192844	0.248572989913127	0.171631112505564	0.188039995851072
865	139.31	317.2494	0	0	0.0002207993890254	0.0038197159817833	0.0094199379619592	0.0502300200574444	0.129892584572311	0.22947339083744	0.240968444604271	0.160214646493092	0.175760460102673
869	139.95	318.73285	0	0	0.0003710709651607	0.0037051630567909	0.0080128165951309	0.049419470749572	0.135073862981868	0.238089095334472	0.237681659306147	0.154419199578691	0.173227661432167
873	140.59	320.2302	0	0	0.0006545383147098	0.0035130475710054	0.0066404619101849	0.0361019826419142	0.102858417585588	0.217624730220697	0.254376096643775	0.176660479852062	0.201570245260063
877	141.23	321.79765	0	0	6.15301684894e-05	0.0049216081616831	0.0163772671890601	0.0485245501306416	0.102307463352987	0.217327616129725	0.252675455716383	0.17163680519017	0.186167703960861
881	141.87	323.3653	0	0	0.0003475668182583	0.0053276553382575	0.0272851638307465	0.0689193788880015	0.132037596166684	0.228602717393294	0.227759424670206	0.146704810992198	0.163015685902354
885	142.51	325.2132	0	0	0.0001657168393326	0.0064393223415648	0.0253762913370736	0.0613523944205608	0.116091240759185	0.214903545489873	0.240454699227137	0.161719544020172	0.173497245565101
889	143.15	327.01535	0	0	3.24722216e-08	0.0083522393528359	0.0536487924501852	0.110861836956338	0.144821234611654	0.211372132813415	0.20251443445215	0.128677563194863	0.139751733696338
893	143.79	328.9673	0	0	7.83559981e-08	0.0102243382489107	0.0497561802579305	0.0781437952764377	0.110151182481006	0.20098517308133	0.232504384612436	0.155919486098606	0.162315381587345
897	144.43	330.91875	0	0	5.470549869e-07	0.0058397816307945	0.0319480546923961	0.0836079324491568	0.149918981324736	0.225416598080773	0.218946863204265	0.138367878831207	0.145953362731684
901	145.07	332.8423	0	0	8.332981026e-05	0.004444532862361	0.0093923913668998	0.0427550624927746	0.105451191555469	0.2239680816737	0.258822026305054	0.174990955767696	0.180092428165786
905	145.71	334.77375	0	0	8.6280375532e-06	0.0026867231076473	0.0096105283904887	0.0632777701403664	0.162866487839581	0.240895562187067	0.221638509531326	0.142304458960915	0.156711331805055
909	146.35	336.7928	0	0.000855182104921	0.0037187385299065	0.0044862864362791	0.008170003660029	0.0501871310473332	0.148649792380334	0.240943548102659	0.229358506569572	0.147098508535973	0.166532302632993
913	146.99	338.8096	0	0	0.000162466144553	0.0051357850531657	0.0102034236285083	0.0517003782339854	0.13050719480487	0.230733032040092	0.241025075584926	0.158894935480294	0.171637709029606
917	147.63	340.9967	0	0	0.0005232998866591	0.0045554964626671	0.007506877630066	0.0426301828261066	0.118673967244224	0.227698219859156	0.247815361147486	0.167380533970115	0.183216060973521
921	148.27	343.1826	0	0	0.0003743771725633	0.0037327878864774	0.0070356316921685	0.0324699118199362	0.0931267942111273	0.214982552674215	0.263411697167858	0.183000987823739	0.201865259551916
925	148.91	345.28855	0	0	3.33067950216e-05	0.0037957797983034	0.0073524439838861	0.0333400078086281	0.0985077434351507	0.217372032811918	0.25869048171928	0.180918880160597	0.199989323487215
929	149.55	347.39635	0	0	0.0008613534606292	0.0056679088363249	0.0094760482641586	0.0450477656632729	0.124550610499594	0.227029275083249	0.241031709254969	0.161735481280038	0.184599847657765
933	150.19	349.3897	0	0	3.52854916884e-05	0.0057393819339325	0.0110681670232256	0.0531119502366644	0.132179420687232	0.226716644041407	0.235363028467223	0.157625232922502	0.178160889196125
937	150.83	351.3808	0	0	0.0007482358414618	0.0102283118429867	0.0088745261861534	0.0415358808578976	0.111465367432396	0.22025775635272	0.246910194840955	0.167868884663289	0.192110841982142
941	151.47	353.43845	0	0	2.591403552e-07	0.0012997967766648	0.0037030110148171	0.0297782380741049	0.0974673767035131	0.225652574704984	0.263149676278685	0.179902455180872	0.199046612126004
945	152.11	355.5178	0	0	8.33196192205e-05	0.0028363467085492	0.0075823252797325	0.0417704917057739	0.116442811074754	0.228030762463533	0.2492577607187	0.167939713664362	0.186056468765375
949	152.75	357.66595	0	0	0	0	1.1838401332e-06	0.0191008722579039	0.0768804802772876	0.25403675159914	0.276632468680692	0.150169634875923	0.22317860846892
953	153.39	359.8555	0	0	0.0006392511361766	0.0067962944015122	0.011458253144469	0.0462572996128723	0.117369733964922	0.219793145174032	0.244011303047921	0.167286407941484	0.186388311576612
957	154.03	362.00405	0	0	0	0	1.71615741667e-05	0.0264292681441526	0.0891723397635332	0.212197280411981	0.266340410748759	0.191283504681185	0.214560034676222
961	154.67	364.12535	0	0	0.0002213292932797	0.0045563330715938	0.0113282224823354	0.0568099187548188	0.149593703778	0.232013318425531	0.225991609608842	0.149586576387555	0.169898988198045
965	155.31	365.85845	0	0	1.11983603799e-05	0.0032280551144916	0.0069626227080808	0.0319261875880653	0.0952505602897513	0.207072745319686	0.257970632317203	0.187584468615322	0.209993529687019
969	155.95	367.45815	0	0	0.0001030415519616	0.0050717630427082	0.0068957893787252	0.0333223317759545	0.100300478805422	0.211666445365719	0.254383124554842	0.181839476985473	0.206417548539194
973	156.59	369.3984	0	0	9.45841651491e-05	0.0022114565441909	0.0066619910446003	0.0448767076750329	0.127566539891397	0.232238901570329	0.243137952519344	0.161233605583015	0.181978261006942
977	157.23	371.4994	0	0	0.0003142700726554	0.0040720803860443	0.0088134742568025	0.0510763979513736	0.126361261168444	0.222638422535962	0.242009514648618	0.164468494104988	0.180246084875111
981	157.87	373.96795	0	0	2.22447649999e-05	0.002421904960699	0.0140630892963145	0.0715213164610521	0.150901188330738	0.227425756058553	0.225060445117574	0.145169735373808	0.163414319636262
985	158.51	376.64275	0	0	8.86313421601e-05	0.0048160126881894	0.0090354719095037	0.0406633023921176	0.107519927160157	0.214292436585512	0.251557596546697	0.177825433435657	0.194201187940006
989	159.15	379.78525	0	0	8.8933029208e-06	0.0047374384768825	0.0157993922790767	0.0753068498634129	0.161736599073308	0.233305955499717	0.218842273779614	0.138889345849407	0.151373251875661
993	159.79	383.21115	0	0	0.0003592430432871	0.0050969427729851	0.0097286232898798	0.0474688638953801	0.141328085950595	0.256933213849753	0.229834101722966	0.143774690920744	0.165476234554411
997	160.43	386.3481	0	0	8.96673385556e-05	0.0056825198712661	0.0159960146882531	0.0531013273235683	0.1321417489526	0.229865046346672	0.240351370686191	0.156482486672526	0.166289818120368
1001	161.07	389.3464	0	0	3.56277449338e-05	0.0032658773921699	0.0131651074649556	0.0828291405648046	0.184819798246014	0.237342831184386	0.204415596541591	0.128952942588846	0.145173078272299
1005	161.71	391.9041	0	0	1.170387702e-07	0.0013723368849886	0.005737076567065	0.0311700384749186	0.0891932090995233	0.21892335446949	0.264980907772559	0.185189854046799	0.203433105645886
1009	162.35	394.0871	0	0	0.0005194730307395	0.0069532700733718	0.0100228434274689	0.0444315015907115	0.113412241265867	0.218678304410918	0.246208627123143	0.170351351455821	0.18942238762196
1013	162.99	395.78325	0	0	1.74397504924e-05	0.0030266477884434	0.0092957931767752	0.0330441980565346	0.0810903586157513	0.21096198336454	0.267529182861236	0.188294866626897	0.20673952975933
1017	163.63	397.0735	0	0	0.0002481133821911	0.0065226468361711	0.0084586705497625	0.0606669612289456	0.131362169354293	0.225630364369076	0.233961997638544	0.156100709563752	0.177048367077264
1021	164.27	398.4591	0	0	0.0001269538361449	0.0079862982945156	0.0358416852255445	0.0756876983942632	0.132050623380701	0.221977150910736	0.224242570888249	0.14474977342422	0.157337245645627
1025	164.91	399.9663	0	0	3.7861753859e-06	0.0030912584802299	0.009487628370641	0.0327689304125128	0.0791392187304696	0.213404259373255	0.275871720646989	0.189619343734241	0.196613854076275
1029	165.55	401.5419	0	0	0.0001185388918218	0.0036138638386114	0.0083582515575159	0.0372492372943005	0.096773500175497	0.216030720794496	0.259390504643556	0.179595851032468	0.198869531771734
1033	166.19	403.17765	0	0	2.43148064115e-05	0.0046575147416761	0.0176740638735665	0.0523207518729715	0.122261248479664	0.23501567902114	0.245283861168871	0.156617378654346	0.166145187381353
1037	166.83	405.0244	0	0	0.0028338300993079	0.0118043643382536	0.0151138626256258	0.0672216063896765	0.123330917488812	0.207607183454628	0.231530091407404	0.160629749185027	0.179928395011266
1041	167.47	407.1875	0	0	0.0009622806255684	0.0043681149778576	0.0097074129384765	0.0487035196949938	0.12481973469478	0.23332177834257	0.241752365713555	0.157622758161999	0.178742034850199
1045	168.11	409.05175	0	0	0.000111098130962	0.0069417190169506	0.0269228783855688	0.0772781419741976	0.130733663392626	0.211838592852868	0.228156939994888	0.151940045341835	0.166076920910104
1049	168.75	410.5428	0	0	8.0125898155e-05	0.0044576523987656	0.0241744311340488	0.081381896472275	0.142170863196098	0.225316063913932	0.223160765643942	0.143053567172517	0.156204634170266
1053	169.39	412.21305	0	0	8.80904604e-07	0.0201232936507766	0.0806202670797631	0.0926402934355462	0.139469398350693	0.2033099128391	0.196511248566767	0.12736883242521	0.139955872747541
1057	170.03	414.16015	0	0	0.0010151524598961	0.0151953591228402	0.0347195214650049	0.078314396206173	0.122090743222601	0.213644190889026	0.230361009505808	0.148905610707117	0.155754016421534
1061	170.67	415.96885	0	0	0.0005737549666862	0.0064911661450636	0.0273149627509117	0.0725133771836719	0.129797895344164	0.229106872216421	0.23381554961142	0.145674645719246	0.154711776062416
1065	171.31	417.52195	0	0	3.21732656814e-05	0.0045405628626038	0.0195231484653811	0.0729880105028184	0.141341812568058	0.238186394926017	0.232660340673033	0.14252757629208	0.148199980444327
1069	171.95	419.20655	0	0	0.0004196362180894	0.0055609731672586	0.0443532234795081	0.0933936964936073	0.130146618201081	0.204758147810188	0.218040534494101	0.144967414379036	0.15835975575713
1073	172.59	421.20705	0	0	7.26402942136e-05	0.00900488692148	0.029906187813542	0.0833630292698133	0.144312738677895	0.236012155208087	0.223283783568788	0.133544562961724	0.140500015284457
1077	173.23	423.1112	0	0	0	0.014	0.062	0.078	0.139	0.223	0.215	0.132	0.138
1081	173.87	424.79225	0	0	5.06680850586e-05	0.0035435026133127	0.0136466611081941	0.0634566681958147	0.14048408815019	0.227243558644209	0.229746835150334	0.150601093299867	0.171226924753019
1085	174.51	426.56155	0	0	2.0067386751e-06	0.0039092472191374	0.0066212664398143	0.0364139927330739	0.106878085227721	0.229811126761311	0.259311594705332	0.169808329053157	0.187244351121778
1089	175.15	428.5015	0	0	3.33322057551e-05	0.0043218264497091	0.0144684311340319	0.0606114728046378	0.135101156333024	0.227165394908149	0.233367724444545	0.154582434780662	0.170348226939486
1093	175.79	430.43495	0	0	0.0003045206917021	0.0098821862388745	0.03133095558789	0.0722116483924409	0.131893400045446	0.209307996904254	0.223008272194363	0.152080081498061	0.169980938446968
1097	176.43	432.2262	0	0	0.0006830810143075	0.0089299073595482	0.0207918998132272	0.0621358703574155	0.124543096127752	0.212193159709438	0.232037057255405	0.15998789016734	0.178698038195566
1101	177.07	434.3699	0	0	0.0003653131603454	0.0066020305438838	0.0199067551901222	0.0700623647489552	0.137033531312836	0.212428842327096	0.224356031032184	0.154354214095497	0.174890917589081
1105	177.71	437.89185	0	0	0.0006276049239471	0.005099620551669	0.0133826996797027	0.0484558982965786	0.112171987399598	0.210514418058922	0.244371154400356	0.172143270455342	0.193233346233884
1109	178.35	441.30195	0	0	0.0002561271632511	0.0034537639330797	0.0089339913831393	0.0495985475893778	0.119994302682678	0.222226602689849	0.244752736741048	0.164434113961153	0.186349813856424
1113	178.99	444.149	0	0	2.86177740727e-05	0.0038644727151533	0.0094535848402971	0.0461132960046218	0.117591703643263	0.219292234450769	0.245597917659866	0.166635797407676	0.191422375504281
1117	179.63	446.9891	0	0	1.94866935729e-05	0.0029636749572451	0.0062578185392099	0.0454139318166705	0.129256792484011	0.234337066845831	0.244195834164328	0.159983417547993	0.177571976951139
1121	180.27	449.43795	0	0	0	0.0029767463399312	0.0092259531472056	0.0389081377677298	0.093896944689364	0.208950009952588	0.265250933303284	0.184097770202609	0.196693504597288
1125	180.91	451.9229	0	0	0.0002163160498534	0.0050591661880346	0.0122343471269168	0.0591945975838438	0.138248433811979	0.224217263876022	0.229145785545628	0.15243717961027	0.179246910207453
1129	181.55	454.6388	0	0	0.0003217023139942	0.00714805499659	0.0152778058820655	0.0496880159778284	0.108755531827538	0.20595600862559	0.242598777474234	0.173005723050683	0.197248379851477
1133	182.19	457.28935	0	0	0.0003666090639988	0.0033895546356457	0.0077733463613152	0.0449014450180669	0.13017114899229	0.229269135451238	0.239327774327879	0.160953809805985	0.183847176343581
1137	182.83	459.05375	0	0	0	0	1.485951887e-05	0.0272883570793827	0.0957395210780178	0.222179184226024	0.267071655775931	0.183165628852599	0.204540793469176
1141	183.47	460.78305	0	0	0.0001074258893399	0.0054709731711827	0.0094451735480232	0.0345278822361159	0.0880305986351392	0.187352936007207	0.257646987561372	0.195218305486045	0.222199717465574
1145	184.11	462.4634	0	0	6.67744396719e-05	0.0011730108397052	0.0064701152582478	0.0420196170828176	0.121476873689582	0.223965982101817	0.245125932938919	0.166626860346043	0.193074833303197
1149	184.75	464.14855	0	0	0	0	1.14241081106e-05	0.0260082406848785	0.0990289041516891	0.230697034839999	0.265855028842351	0.182153686598214	0.196245680774757
1153	185.39	466.1512	0	0	0	0	2.6612065033e-06	0.023472755804004	0.0896489645674092	0.218693222231553	0.270006694470807	0.188761190615827	0.209414511103897
1157	186.03	468.175	0	0	0.0008266925885718	0.0084775023429413	0.0150371816569085	0.0642935170594134	0.132578831351036	0.210849188003069	0.229040861046904	0.159095024279064	0.179801201672091
1161	186.67	469.78485	0	0	0.0001756653353359	0.0037686715153446	0.0086898640338251	0.0502472492522642	0.142908525495816	0.229482600266458	0.231673867722044	0.155155364254798	0.177898192124115
1165	187.31	471.366	0	0	0	0	4.4956943878e-06	0.0228651500654339	0.0866853166795367	0.218537628185649	0.269839628888138	0.187381828723122	0.214685951763732
1169	187.95	472.73835	0	0	4.26291307004e-05	0.006039102646267	0.0066039171826609	0.0316598915352292	0.105217954105436	0.220398381926731	0.254262092713831	0.17471692446789	0.201059106291255
1173	188.59	474.1085	0	0	5.90613788598e-05	0.0047766158862566	0.0053742780428497	0.0271438930162318	0.0822619765544828	0.204556687791057	0.268804150042678	0.193687799152492	0.213335538135093
1177	189.23	475.58765	0	0	0.0003850175271568	0.0036319955614917	0.0082449185765824	0.0544529663248618	0.120202607454372	0.217125526959252	0.239696413939317	0.164073525045075	0.192187028611891
1181	189.87	477.062	0	0	0.0001655169534385	0.0073644294099361	0.0093096240436648	0.051077320742264	0.120511711348142	0.209705052040535	0.237981899030442	0.168033324704694	0.195851121726883
1185	190.51	478.6172	0	0	7.0963147613e-05	0.0039867162002073	0.0073327812771662	0.0461758210657735	0.106562703534442	0.203835884465346	0.245410650068769	0.176841436678355	0.209783043562328
1189	191.15	480.1774	0	0	0.0006293528850957	0.0230034276182535	0.0421413855748081	0.0790223556706355	0.134938149584137	0.198657205447492	0.20885528122658	0.143608337661671	0.169144504331327
1193	191.79	481.4401	0	0	0.0002819456272737	0.0021944414351849	0.0096053483104597	0.0556050714568969	0.134567353281564	0.210905157466666	0.234376806183453	0.164403625753006	0.188060250485495
1197	192.43	482.6582	0	0	1.22330080651e-05	0.0035774883231532	0.0048402572017078	0.0307202502859398	0.0981948558914295	0.225091888869058	0.264882080874737	0.178492253759119	0.19418869178679
1201	193.07	484.1295	0	0	8.753879337e-07	0.0060885620768265	0.0190591379896551	0.0515294006951589	0.11885094296306	0.226144191053103	0.246657767996321	0.161534729516914	0.170134392321028
1205	193.71	485.66515	0	0	5.5285422553e-06	0.0061222721229166	0.016564410875943	0.0512595145620201	0.124205149075297	0.226722363455622	0.236391146770822	0.158263411130862	0.180466203464262
1209	194.35	487.2209	0	0	0.0003782328329081	0.0081825881333236	0.0247522869248864	0.0711764987415622	0.135502263070913	0.20555967946014	0.217236596326016	0.154293978076443	0.182917876433808
1213	194.99	488.75735	0	0	0.0002759484358882	0.0127013300446384	0.0291711279750604	0.0655246592271071	0.125972286790923	0.225182548589069	0.2331796205525	0.147582620361252	0.16040985802356
1217	195.63	490.4421	0	0	0.0005026178399948	0.00754503852864	0.0203743570899083	0.0606165751279891	0.130228741631066	0.216020800590366	0.228474227305567	0.156508115031055	0.179729526855414
1221	196.27	492.19595	0	0	6.73821934993e-05	0.0113794278355819	0.0386417520846989	0.0853612597728457	0.133981192994511	0.200894370346255	0.213077378143279	0.147223541166632	0.169373695462696
