Age	TIC
73.73215	0.185047289
74.15855	0.047825172
74.5871	0.077661539
75.0044	0.513304703
75.4045	0.652907623
75.80565	0.478656306
76.20125	0.815449805
76.60565	0.083856171
76.996	0.078098167
77.3943	0.117997253
77.79	0.516112698
78.18015	0.238374209
78.5292	0.082821984
78.8641	0.120115492
79.196	0.516025573
79.5348	1.006483994
79.873	1.145723734
80.19	0.223850187
80.54485	0.628118715
80.87775	2.777497347
81.2155	3.353764071
81.56275	4.4324448
81.8998	3.37
82.2367	3.64
82.58285	4.31
82.9296	5.32
83.2674	5.38
83.6042	5.81
83.97765	5.46
84.36715	5.26
84.76815	2.94
85.17155	2.05
85.57615	1.34
85.9804	1.16
86.38485	1.68
86.7925	3.11
87.1898	2.2
87.6003	1.28
88.00535	1.15
88.42235	0.32
88.842	0.2
89.25885	1.3
89.6662	3.62
90.084	3.18
90.5196	1.91
91.04005	1.6
91.56205	0.75
92.0829	1.12
92.6063	0.9
93.1293	0.64
93.65285	0.66
94.1788	0.65
94.6863	0.95
95.1053	2.99
95.5252	2.12
95.9476	2.48
96.3614	1.17
96.78375	1.87
97.21385	2.31
97.6264	3.03
98.0382	2.55
98.4785	2.68
98.91525	2.973941545
99.3242	4.120418543
99.79165	4.247064238
100.23025	3.985873108
100.67275	4.320078222
101.1139	3.519950822
101.5547	1.825693329
101.9166	4.398644059
102.2676	4.318601716
102.6243	4.445790416
102.9788	4.091963
103.3274	3.249262591
103.6874	2.67729
104.03795	1.09280247
104.3903	1.395372259
104.745	4.077185355
105.10195	3.81946206
105.4634	3.809641266
105.8263	3.834203823
106.19065	3.358173758
106.5515	2.684872824
106.9183	2.484544608
107.28075	1.658768812
107.74685	1.413823256
108.26875	3.206346577
108.7978	1.860564489
109.3262	1.987192075
109.8521	4.031762866
110.374	3.742496628
110.89445	3.627291023
111.41755	2.780683495
111.9847	3.82630736
112.60695	3.553854097
113.2272	2.58356813
113.84205	2.48122701
114.45335	2.14645949
115.0729	2.158828249
115.68635	2.004741715
116.2999	2.346302555
116.93145	2.654083857
117.5965	1.48300543
118.2741	1.459214029
118.95695	2.704040603
119.6356	3.059828735
120.3088	3.41146577
120.97835	3.504500742
121.6387	4.059011349
122.29075	4.509361059
122.93015	5.889284116
123.58165	5.814261903
124.2302	6.97688402
124.8438	6.546796076
125.5389	7.876936421
126.19555	7.892077456
126.85895	8.312107108
127.49935	3.316116721
128.06325	0.03
128.5892	2.498776912
129.18805	2.667769364
129.7491	2.216508772
130.31445	1.852806184
130.87765	1.39878996
131.44265	1.285757462
132.00725	0.838015211
132.48695	0.490588268
132.97415	0.189473584
133.4648	0.162645375
133.9441	0.237200987
134.42155	0.139050919
134.8703	0.221449883
135.37915	0.693269824
135.84825	0.221516177
136.29045	0.500909868
136.7294	0.673153339
137.20285	0.17767241
137.6156	0.500703787
138.05365	0.232288529
138.48785	0.343395407
138.91755	0.535804495
139.34885	0.116678468
139.8283	0.087275201
140.18325	0.544841053
140.6	0.295644199
141.0299	0.095497411
141.4523	0.213499585
141.81955	0.562996841
142.2965	0.089427818
142.70895	0.052823644
143.17425	0.058085901
143.53125	0.077310709
143.947	0.068538465
144.3748	0.555803443
144.7371	0.680478933
145.2081	0.265263244
145.62215	0.119408078
146.0422	0.097565942
146.4431	0.048320228
146.84635	0.106970942
147.2443	0.148780537
147.6271	0.072766376
148.05	0.063787744
148.4562	0.150072228
148.85995	0.126869936
149.21675	0.07300795
149.6383	0.064024413
149.96005	0.079561531
150.29055	0.054846517
150.62295	0.062889958
150.95055	0.092143405
151.27805	0.332116627
151.6126	0.518493865
151.93595	0.154942763
152.27495	0.073398629
152.62205	0.316106942
152.979	0.19597901
153.3319	0.079549534
153.68925	0.266669401
154.05215	0.114086167
154.4122	0.119934944
154.77425	0.533012925
155.1083	0.67072875
155.31105	0.278023869
155.5102	0.140866639
155.70525	0.163477649
155.9085	0.529672267
156.1057	0.1059
156.3082	0.101421158
156.507	0.13515899
156.70415	0.174115611
156.88215	0.675523312
157.05425	0.30198999
157.23255	0.116678468
157.4118	0.087275201
157.5916	0.544841053
157.7673	0.295644199
157.94645	0.095497411
158.1221	0.213499585
158.31055	0.562996841
158.50695	0.089427818
158.66765	0.052823644
158.88815	0.058085901
159.07765	0.077310709
159.267	0.05
159.4586	0.31
159.64295	0.06
159.85735	0.07
160.0753	0.119408078
160.3015	0.097565942
160.51735	0.048320228
160.7351	0.106970942
160.9512	0.148780537
161.165	0.85
161.375	0.063787744
161.59345	0.150072228
161.8146	0.126869936
162.04245	0.07300795
162.26125	0.51
162.48345	0.079561531
162.7037	0.054846517
162.97395	0.062889958
163.14255	0.092143405
163.3721	0.332116627
163.62625	0.518493865
163.87355	0.154942763
164.12255	0.073398629
164.3747	0.316106942
164.62605	0.19597901
164.87885	0.079549534
165.1314	0.266669401
165.3819	0.114086167
165.6326	0.119934944
165.88085	0.533012925
166.1286	0.67072875
166.38655	0.278023869
166.6318	0.140866639
166.87785	0.163477649
167.1151	0.529672267
167.35315	0.1059
167.58645	1.29
167.81605	0.5
168.0568	0.174115611
168.28955	0.675523312
168.52645	0.30198999
168.76855	0.481744743
169.00535	0.213585214
169.2405	0.331526
169.4674	0.245254514
169.69375	0.10849038
169.9233	0.036952623
170.1474	0.024484633
170.37495	0.038621659
170.60225	0.067044817
170.82795	0.127821639
171.06235	0.569138558
171.27055	0.640966225
171.48925	0.170025279
171.721	0.171796361
171.9305	0.172443755
172.15965	0.42047868
172.37985	0.551067429
172.60685	0.519580351
172.8293	0.389784615
173.06695	0.04118069
173.3122	0.098733423
173.55185	0.086551259
173.80005	0.136061704
174.04545	0.234627327
174.2874	0.548609156
174.53755	0.281752869
174.7837	0.553094492
175.0121	0.181770762
175.2361	0.217509149
175.45855	0.545664
175.68815	0.285492168
175.91625	0.225227326
176.14535	0.267946478
176.3753	0.317200059
176.6028	0.206617691
176.81905	0.309551605
177.01975	0.076414182
177.2208	0.197883158
177.42355	0.079833651
177.62975	0.057292692
177.83145	0.065636383
178.0325	1.347059225
178.23755	0.559003279
178.44555	0.173009147
178.65765	0.184510573
178.87145	0.595119179
179.08555	0.191345669
179.29735	0.205768113
179.513	0.750484918
179.724	0.170048576
179.93555	0.715210997
180.161	0.093610076
180.4006	0.057740971
180.6387	0.062208904
180.8834	0.056603391
181.12455	0.05481829
181.36795	0.199837888
181.6072	0.205322211
181.84395	0.38094204
182.08615	0.109029704
182.35795	0.065728356
182.6283	0.077129351
182.89735	0.657098629
183.16725	0.557942921
183.4325	0.068983458
183.69415	0.04429507
183.956	0.032156811
184.21135	0.036629197
184.42955	0.293167112
184.65405	1.17544435
184.87935	0.572447273
185.09695	0.162538233
185.31855	0.229708738
185.53835	0.085823685
185.76295	0.077099194
185.9784	0.125667805
186.242	0.13129259
186.5075	0.039436304
186.776	0.145244822
187.0456	1.101292546
187.31515	0.082910211
187.577	0.102714154
187.84465	0.342910199
188.11895	0.257064625
188.3675	0.121561053
188.5998	0.881286676
188.862	0.187963573
189.1071	0.086014267
189.3572	0.498859277
189.60765	0.128342033
189.8421	0.31941892
190.0853	0.172530033
190.3264	0.220546552
190.5697	0.322556343
190.79795	0.472107755
191.03475	0.134491948
191.27445	0.24864075
191.51695	0.09247041
191.75385	0.194759855
191.99575	1.263983077
192.23485	0.348081289
192.4736	0.136653329
192.7117	0.183301562
192.9428	0.227634444
193.18855	0.13505672
193.4274	0.873124757
193.6751	0.183065013
193.9038	0.2023812
194.15385	0.090062041
194.4242	0.069282949
194.6879	0.633738408
194.9647	1.8986719
195.2341	0.155892482
195.50855	0.196684536
195.77885	0.070106144
196.0469	0.239292
196.3344	0.551279091
196.65175	3.844302585
196.96905	1.28547
197.28775	1.918865918
197.6049	0.743341692
197.91425	0.866569978
198.2315	1.442269089
198.55195	1.210631642
198.8571	1.03526
199.13565	2.681587102
199.4142	2.979156424
199.69495	1.688814471
199.97505	3.681948453
200.24835	5.874560881
200.53475	6.52
200.80775	6.85
201.08675	7.283146764
201.3574	7.245033055
201.6211	6.926709058
201.8892	6.12
202.15925	4.41
202.4313	4.93958215
202.70185	3.195413262
202.97095	3.04
203.2414	3.05
203.52945	2.51
203.82685	2.090666667
204.1151	2.056026644
204.4038	1.322070286
204.69755	2.454164825
204.992	1.421071429
205.29295	1.145487898
205.5799	2.626049687
206.1052	2.944305183
206.6666	2.23241215
207.2228	2.387183551
207.7762	2.443141858
208.3335	1.616885797
208.88755	2.285149154
209.4367	2.302506849
209.98665	3.62405801
210.4645	3.64
210.91215	4.203458032
211.36655	5.190246711
211.80895	5.647490678
212.25745	6.053817279
212.707	6.169464626
213.15215	6
213.60565	6.362295063
214.11995	7.098538616
214.69655	7.5
215.262	6.346221478
215.83	6.304982649
216.40255	5.5
217.0072	5.09
217.5321	4.66
218.0837	1.410115119
218.6878	0.113122
219.3229	0.088575593
219.96755	0.071972605
220.60025	1.147991399
221.25125	0.196861374
221.9039	0.103170606
222.56495	0.0967875
223.22525	0.486240611
223.793	0.155168098
224.2072	0.224577919
224.6245	0.203466098
225.0413	0.090626965
225.4518	0.750347732
225.8651	0.221834
226.2721	1.028895848
226.67465	0.210116201
227.05845	0.046006417
227.38715	0.042810626
228.0273	0.370114991
228.04815	0.55570769
228.3832	0.269325896
228.71405	0.389203738
229.04555	0.190379262
229.3789	0.13454174
229.711	0.111878125
230.04945	0.07480875
230.39835	0.270510895
230.7385	0.051329897
231.08715	0.244781971
231.43975	0.047535688
231.78505	0.638708749
232.11785	0.521379861
232.4559	0.344338839
232.80485	0.087028515
233.15105	0.063263768
233.50355	0.042496162
233.8522	0.02531269
234.19755	1.36222274
234.5446	0.076196744
234.8896	0.076193333
235.2372	0.045827135
235.56605	0.078253106
235.8805	0.692446299
236.20655	1.400560882
236.51855	1.78546149
236.8427	1.467400727
237.1628	2.934339342
237.48195	3.868325548
237.7998	3.830464697
238.15725	4.230880052
238.5312	4.526213759
238.89825	5.11483876
239.26705	5.416140508
239.6046	4.984356533
239.9861	5.555177159
240.35005	5.180865109
240.7127	5.380923567
241.02585	5.38229331
241.32175	3.205065939
241.61035	1.558800267
241.91665	0.512782161
242.2081	0.138586096
242.5091	0.143534013
242.80545	1.461560533
243.1036	0.484240482
243.408	0.097218541
243.72885	0.083038241
244.04245	0.171228418
244.37275	0.175143742
244.70255	0.233397715
245.0279	0.431836023
245.3591	0.145549865
245.693	0.104412755
246.01505	0.108684229
246.31985	0.084817455
246.6271	0.770131253
246.9352	0.421602384
247.24815	0.171386572
247.55365	0.11415375
247.86345	0.149521368
248.18005	0.811923071
248.5157	0.516949558
248.9041	0.196176275
249.2954	0.058371326
249.68525	0.049087613
250.0693	0.069321469
250.43815	0.626983091
250.82265	0.946470766
251.1956	0.075331225
251.58405	0.144619009
251.9927	0.18464198
252.41125	0.114804175
252.8258	0.090247975
253.24045	0.138468183
253.6584	0.302452658
254.07265	0.0653749
254.4933	0.202318711
254.9009	1.002654629
255.36515	0.189551308
255.83075	0.187240822
256.29085	0.199586016
256.7648	0.106822595
257.2241	0.099679881
257.68135	0.071416818
258.1437	0.050592826
258.59705	0.043111268
259.09145	0.043616272
259.585	0.302616497
260.07335	1.588751464
260.56465	0.114608868
261.06125	0.05508405
261.5409	0.08138873
262.0322	0.094648171
262.5441	0.027012278
262.942	0.023929958
263.3548	0.231705305
263.7639	0.257016154
264.1779	0.104961985
264.5836	0.099663134
264.99575	0.054309234
265.41485	0.079085544
265.83265	0.040329511
266.22145	0.105289303
266.6249	0.341407415
267.02265	0.943382475
267.4253	0.183113687
267.8192	0.171404369
268.2159	0.294987063
268.6173	0.165919338
269.01135	0.065858312
269.42335	0.164258114
269.8385	0.468440936
270.3201	0.181759599
270.6835	0.283315961
271.10325	0.297064585
271.5242	0.429193924
271.95225	0.091070773
272.37625	0.193248
272.78525	0.157281537
273.1653	0.084963103
273.55205	1.67797577
273.9399	0.21371049
274.3203	0.128909268
274.6959	0.423096163
275.12945	0.593666036
275.45795	0
275.828	0
276.17295	0.07502012
276.5199	0.244879492
276.86995	0.134583509
277.2131	0.097866634
277.556	0.7938288
277.89115	0.064039398
278.2357	0.079513104
278.57965	1.367373532
278.93515	0.235422918
279.29375	0
279.65125	0.067034507
280.0096	0.068934759
280.3717	0.335256967
280.7247	0.3321984
281.08065	0.141531559
281.43105	0.189267477
281.76635	0.076473787
282.10625	0.100616898
282.43835	0.798894164
282.77925	1.216987342
283.1134	1.425340846
283.4576	1.397641986
283.80325	0.080908061
284.1448	0.280246661
284.5643	0.127112908
284.9992	0.74647717
285.43095	1.269074209
285.8525	1.073122167
286.28235	1.391829268
286.71635	2.102777117
287.14585	3.002956667
287.5801	3.646739505
288.0089	3.703571497
288.4365	4.024711637
288.8618	4.269688722
289.28545	4.900533613
289.71075	4.827500773
290.13465	4.965500381
290.5524	4.286246148
290.96615	3.873995978
291.3565	3.410397314
291.7247	3.192887037
292.10125	2.831689034
292.4742	2.400983507
292.8552	2.079965426
293.2335	1.371037793
293.612	0.870265882
293.9926	0.780201019
294.3704	0.549153628
294.7364	1.074026177
295.10575	0.687899823
295.48955	0.938225152
295.8722	0.483006196
296.25155	0.18367795
296.63245	1.169817737
297.00465	0.410568013
297.3512	0.356662433
297.6403	0.35623192
297.9625	0.407375704
298.26905	0.172378909
298.5718	0.894834265
298.88055	0.99341211
299.17115	1.079627559
299.46765	0.827211435
299.75655	0.634996843
300.04145	0.781727029
300.3285	0.3562482
300.6178	0.883736755
300.90685	0.329481199
301.1976	0.368744723
301.49	0.400064752
301.77605	0.233109787
302.06125	0.310301013
302.36375	0.208093742
302.661	0.288582675
302.966	0.289409412
303.2657	1.169336062
303.58165	0.620849586
303.8612	1.077171386
304.15405	1.320071958
304.455	1.427745531
304.78535	0.281127203
305.1204	0.569264182
305.44965	0.526953577
305.78205	0.128126536
306.112	0.648588898
306.4449	1.154387426
306.7705	1.006484888
307.1086	0.995656241
307.43015	1.479773333
307.76175	1.875206586
308.0942	2.104006505
308.4025	3.076930779
308.75555	3.047107698
309.08065	2.027157154
309.4116	2.744794766
309.74265	1.255204883
310.04175	0.147172721
310.331	0.830508148
310.62165	2.683449171
310.9071	3.135960262
311.21735	3.57172615
311.4806	3.142310343
311.77455	3.250987641
312.0641	2.94586205
312.35545	4.198046617
312.6569	4.177181107
312.95835	4.378890525
313.25785	4.480059314
313.56065	4.386584603
313.8567	4.907198981
314.16345	4.631395046
314.46365	5.059860139
314.76275	4.184484552
315.0649	5.503232
315.3717	4.818878213
315.68395	3.433692228
315.9959	4.293357675
316.3031	3.542630515
316.6112	5.327576338
316.91885	2.626949601
317.2494	3.980025
317.59765	5.712955849
317.9889	4.984024171
318.3591	1.747206429
318.73285	1.675123659
319.1068	1.057451182
319.48555	1.630610095
319.85585	1.484060971
320.2302	0.171568875
320.62165	1.531643584
321.0116	1.623024074
321.4072	2.848737377
321.79765	2.645756252
322.18325	2.498895534
322.57545	2.548180358
322.9683	3.051527009
323.3653	3.72670497
323.82775	4.147518487
324.28965	4.148726154
324.75385	4.593892692
325.2132	5.115281997
325.66485	5.986953792
326.1176	6.379055016
326.56855	6.714490271
327.01535	5.649525677
327.5073	6.375875075
327.9855	6.146894568
328.4736	6.407927433
328.9673	6.470308464
329.454	6.192511003
329.93925	5.886383818
330.42695	4.675718203
330.91875	6.666764706
331.39635	6.577068048
331.88715	5.75284691
332.3643	4.196405355
332.8423	3.894197908
333.33115	1.10873545
333.8121	1.435701207
334.2876	1.719184946
334.77375	1.504061203
335.2702	1.279754297
335.77745	0.907267134
336.2892	0.821782316
336.7928	0.184623536
337.30115	1.356115186
337.80575	0.805923462
338.31065	0.212623059
338.8096	0.333001773
339.3434	1.143082785
339.89595	0.373976643
340.48215	0.193204646
340.9967	0.304237081
341.5446	1.041869026
342.09015	0.340546727
342.6358	0.195981892
343.1826	0.18082936
343.7141	0.07354829
344.24125	0.263815381
344.75995	0.156066604
345.28855	0.541122625
345.8169	0.172259336
346.34905	0.389598049
346.8788	0.28
347.39635	0.172100417
347.90875	0.328005916
348.40225	0.308365212
348.89815	0.10102502
349.3897	0.090698123
349.89375	0.127465286
350.39075	0.2684704
350.89305	0.244507987
351.3808	0.218617203
351.88565	0.053229893
352.4045	0.122150239
352.92395	0.175524494
353.43845	0.2478485
353.9593	0.098371078
354.48335	0.084225837
355.00015	0.453179739
355.5178	0.1222157
356.0111	0.042645778
356.5779	0.03712468
357.123	0.799628287
357.66595	0.17247873
358.21055	1.080354591
358.75385	0.719770963
359.30555	0.152349704
359.8555	0.235191442
360.4023	0.104790506
360.9415	0.181815695
361.47335	0.189157951
362.00405	0.187694917
362.5343	0.592961263
363.0618	0.217123914
363.59195	0.698015571
364.12535	0.128714642
364.65505	0.100825083
365.06565	0.292750299
365.45995	0.110654086
365.85845	0.39826317
366.25825	1.793974819
366.6583	0.098651701
367.05725	0.147307206
367.45815	0.108701967
367.84965	0.067680637
368.35325	0.301155778
368.8783	0.103193545
369.3984	0.035064688
369.9211	0.915574693
370.44375	0.122883389
370.9706	0.033780185
371.4994	0.085998797
371.9883	0.386156535
372.6361	0.050973795
373.3061	0.381372619
373.96795	0.366542154
374.62725	0.092957073
375.2954	1.848585128
375.9667	0.206856113
376.64275	0.07263137
377.30675	0.14446722
378.0665	0.884366126
378.9262	0.221956337
379.78525	0.249153608
380.6409	0.35754716
381.50295	1.885288766
382.3495	3.622858132
383.21115	0.08904207
384.0588	1.049966834
384.86595	1.284442811
385.6031	2.327962233
386.3481	1.893530843
387.09385	3.391821583
387.841	3.070129579
388.59775	4.317330517
389.3464	2.226831497
390.1082	3.517372845
390.81085	2.97079481
391.35585	2.942707769
391.9041	0.82073015
392.41695	0.259334952
392.99755	0.462245956
393.5424	1.371369269
394.0871	0.243104013
394.62695	0.765528738
395.1329	0.969084063
395.4648	1.727430381
395.78325	2.622384974
396.1117	4.293353445
396.43445	4.275677723
396.75735	4.540013215
397.0735	3.080163287
397.39355	5.072245954
397.70585	0.200824847
398.08495	4.928712697
398.4591	6.233530436
398.8339	6.432040766
399.21495	5.644234871
399.58975	5.404992
399.9663	4.99059243
400.3559	0.93020979
400.73185	0.72719366
401.1312	0.731593156
401.5419	2.363384604
401.95085	4.970403161
402.36755	5.158010211
402.7695	4.976340267
403.17765	5.274542519
403.5865	5.118532201
403.9978	4.568954156
404.496	4.410913481
405.0244	2.905172439
405.5974	0.781068369
406.1073	0.81007
406.6441	0.54749092
407.1875	0.443665569
407.72485	0.512215902
408.25975	3.32299969
408.6852	3.425670146
409.05175	2.208939451
409.41975	2.80917635
409.7908	3.5681539
410.16675	4.839651941
410.5428	5.353950118
410.9239	6.125376177
411.3001	6.492421862
411.7322	6.779478058
412.21305	8.104735806
412.69975	7.869283607
413.18695	6.965759666
413.6736	8.833044185
414.16015	8.379469003
414.6485	8.331553317
415.13255	8.201621551
415.5743	9.047090807
415.96885	9.712024815
416.36185	8.962264393
416.7494	6.788621039
417.13645	8.764226736
417.52195	9.144279381
417.91265	8.763937295
418.2996	8.035207468
418.71425	7.813188603
419.20655	7.841450163
419.70805	7.893333249
420.21275	7.859342614
420.7132	7.511710273
421.20705	7.151546531
421.7098	6.920186595
422.20735	6.212860927
422.6839	5.974182969
423.1112	5.911133748
423.5314	4.005239599
423.95295	5.262606126
424.37395	4.886430061
424.79225	4.726542857
425.2159	3.543824518
425.644	3.292701389
426.0682	1.826148411
426.56155	0.148540582
427.00885	0.30730595
427.53195	0.214147598
428.0157	0.344832468
428.5015	0.08073135
428.9941	0.154590832
429.49525	0.491462794
429.98145	0.283618498
430.43495	0.046192562
430.87545	1.814795926
431.3223	0.145906193
431.77375	0.241854598
432.2262	0.182542643
432.683	0
433.1373	0.04
433.5913	0.130659792
434.3699	0.960680952
435.25475	0.272214
436.12805	0.15824934
437.0129	0.238618092
437.89185	0.130972546
438.7745	0.103272
439.65095	0.07934595
440.5319	0.401414165
441.30195	2.588573734
442.0099	0.046896
442.7299	0.133865505
443.4414	0.132826466
444.149	1.479665943
444.8733	0.129521693
445.59535	0.06114883
446.32245	0.054452536
446.9891	0.070314894
447.59205	0.061696688
448.2016	0.091716902
448.81705	0.086419933
449.43795	1.357581644
450.0556	1.04686727
450.6738	0.116003642
451.2881	0.116133571
451.9229	1.065626379
452.5985	0.92346202
453.1935	0.328319475
453.95845	0.183774706
454.6388	0.633461075
455.3182	0.099818578
455.9965	0.096983601
456.6758	0.12368688
457.28935	0.074529035
457.72525	0.877866
458.16445	0.125020013
458.6094	0.087688411
459.05375	0.043589691
459.48755	0.479245
459.9206	1.278677016
460.3573	0.615234174
460.78305	0.287324342
461.2	0.705184423
461.6229	0.131996238
462.0431	0.140164583
462.4634	0.181397425
462.8835	0.286026158
463.3066	0.232899286
463.7216	0.657548915
464.14855	0.273683165
464.6413	0.226459717
465.14675	0.466581278
465.64905	0.712990868
466.1512	0.108402172
466.65585	0.531767438
467.1645	0.356509446
467.6749	0.506074498
468.175	2.001183884
468.5868	0.637520528
468.98015	0.973872933
469.38115	0.316773345
469.78485	0.296122927
470.18015	0.335382222
470.57495	1.01648793
470.9688	0.541371698
471.366	0.127360258
471.7191	0.829490033
472.05275	0.25643701
472.3962	0.742794851
472.73835	0.467623331
473.07915	0.843607726
473.4213	0.917192753
473.7622	2.215952683
474.1085	0.92924538
474.47235	2.717548181
474.8409	3.755982538
475.21015	4.891190645
475.58765	3.814629757
475.949	0.651315962
476.3302	0.278033153
476.6982	0.843428239
477.062	1.775419554
477.44355	0.550793892
477.83445	0.506967385
478.22205	1.049566541
478.6172	2.727990461
479.0058	2.527901384
479.39735	4.147056247
479.7858	4.358142546
480.1774	4.053383894
480.5247	5.152624695
480.8448	4.069595625
481.1385	5.120514715
481.4401	1.702105834
481.74835	2.564797845
482.0485	2.685939126
482.35415	2.380231712
482.6582	2.850566404
482.9697	3.175287604
483.36555	5.254519124
483.74375	3.133382136
484.1295	6.339621299
484.51065	5.016071924
484.89575	6.242326016
485.28425	7.671051889
485.66515	7.262350118
486.04705	7.568485307
486.4407	8.326972907
486.82665	6.948418308
487.2209	7.599698
487.6098	8.12253272
487.99245	7.451482325
488.37875	7.41
488.75735	7.764701253
489.14075	7.032244455
489.573	5.84621048
490.00255	2.88995454
490.4421	7.376104352
490.88065	7.810936026
491.3261	8.089189443
491.77025	5.8443344
492.19595	7.911624568
492.62375	7.345762738
493.23035	5.0554136
493.86375	6.982219487
494.49415	7.029076545
495.12975	6.894345045
495.7652	6.211556654
496.39585	6.206037375
497.0151	6.176831446
497.639	4.622271
498.285	5.124105353
498.9346	6.159895796
499.5791	6.955631759
500.23075	7.701799874
500.877	8.253143961
501.5299	8.043075619
502.18295	7.650074528
502.8309	7.730659994
503.6783	6.883798241
504.63	8.018434683
505.58365	6.365878161
506.547	4.737315949
507.50365	3.694968312
508.4658	7.646867612
509.4285	6.725869736
510.3913	5.980008139
511.17615	2.438287344
511.8025	4.640269105
512.42375	5.009764103
513.0525	5.89719413
513.68165	3.876081079
514.31115	2.844481682
514.93715	4.129366675
515.5703	3.647365811
516.14935	0.179363415
516.66345	4.785565596
517.1798	3.972018374
517.6994	7.271544148
518.22545	0.806405145
518.7368	0.733996662
519.2524	0.598771247
519.75345	1.9489997
520.28325	5.326465758
520.8651	1.754682324
521.44665	3.054642142
522.02395	4.778968112
522.60045	4.873292186
523.19415	5.17
523.78255	5.762485908
524.3659	6.085325744
524.94795	7.932950486
525.5389	8.000046016
526.12985	7.956303018
526.9872	8.332418585
527.31965	8.200490424
527.91965	7.129442521
528.51715	7.319227457
529.1048	5.953258342
529.69885	4.006865891
530.05105	4.840183856
530.4084	6.928267687
530.76485	5.389829567
531.1238	7.086374046
531.488	6.450903654
531.8524	4.707825195
532.209	4.835897132
532.56985	2.527977338
532.85655	3.656009886
533.14995	4.118664972
533.43385	2.424137974
533.72535	0.629350624
534.01105	0.285216503
534.3044	2.459840469
534.59495	0.86406602
