Age	TOC
534.01105	0.88334392
534.3044	0.79211377
534.59495	0.94875735
534.8724	0.97103102
535.1694	1.15182713
535.4705	0.9071279
535.7722	1.16194053
536.074	1.02157127
536.4041	1.38844294
536.6868	1.15281103
536.9947	1.08429048
537.2918	0.93720628
537.7978	0.82851827
538.4114	1.0108714
539.06215	1.48091045
539.63835	1.65010013
540.23915	1.38453534
540.85055	1.71625123
541.4496	1.5089651
542.06175	2.14362563
542.60595	2.54873617
543.10225	2.09772374
543.61025	1.82128718
544.1272	2.04184237
544.6044	1.8926276
545.1025	1.9091836
545.60625	1.99287056
546.1082	1.22205747
546.622	2.01625993
547.15765	1.30193042
547.69605	0.99424522
548.24255	1.48895419
548.7871	1.26751493
549.32675	2.09729823
549.8592	2.11925285
550.39945	1.33175863
550.92305	1.52015566
551.427	0.93779764
551.95075	1.89660013
552.4734	1.65422815
552.9969	1.97013845
553.5221	1.47444519
554.04025	1.29585912
554.5663	1.03972619
555.07305	1.98080771
555.55185	0.66070577
556.02435	1.65766946
556.48975	1.36384533
556.96775	0.98599735
557.4369	0.73744497
557.90385	0.70059918
558.37905	0.86500211
559.03995	1.1162112
559.28565	1.06139165
559.7229	1.07444887
560.1673	1.30495103
560.61935	0.76010225
561.0679	0.95207434
561.5077	0.85728553
561.9498	1.07596508
562.37925	1.13655731
562.73415	1.01492252
563.07465	1.2259958
563.41775	2.16670255
563.7593	2.19867671
564.10265	1.68293835
564.4442	1.01038703
564.7746	1.00836257
565.1024	0.93996588
565.42795	0.86880282
565.7554	0.9865939
566.0885	1.05126199
566.42	0.9403084
566.74525	0.88976109
567.07045	0.90161382
567.39395	0.8111122
567.71365	0.90270944
568.052	1.04507969
568.4009	1.13996561
568.74265	1.18971251
569.09265	1.55880294
569.4432	1.41464823
569.7897	1.1617375
570.1373	1.21398235
570.47795	1.23380939
570.84265	1.14749489
571.1993	1.20015974
571.5694	1.14811955
571.9412	1.13717644
572.3065	1.64
572.67605	1.22179609
573.05405	1.34859791
573.41525	1.49145079
573.78985	1.34189482
574.15015	1.2180526
574.52705	1.25850653
574.8886	1.40598965
575.2536	1.30305845
575.618	1.36247774
575.98895	0.95597772
576.3543	1.02622004
576.71055	0.88736999
577.06965	0.69615358
577.4314	0.91644572
577.79305	0.90048218
578.1673	0.85999687
578.5267	0.89194551
578.8938	1.02655121
579.25365	1.16284678
579.6153	1.16818603
579.9381	0.76786335
580.26465	0.91217518
580.59365	0.85738328
580.9183	1.01602008
581.24335	0.85020949
581.57255	0.74480845
581.89535	0.72980853
582.2212	0.91279198
582.5557	0.91728242
582.8992	0.80037422
583.24005	0.72608522
583.5847	0.87130403
583.9289	0.91071295
584.2766	0.71539087
584.61625	0.80793013
584.9619	1.02855212
585.38045	0.82702231
585.81895	0.90889525
586.2534	0.99589318
586.69265	0.86273047
587.13365	1.03197015
587.5664	1.01683375
588.0022	0.97983486
588.4251	1.36956969
588.8264	1.44882667
589.2035	1.30976281
589.5949	1.25910539
589.97775	1.43189801
590.3667	1.34828226
590.74765	1.31879434
591.13035	1.27785769
591.4877	1.22488646
591.9272	1.12039017
592.35485	0.8805921
592.7845	1.33241038
593.21825	1.3768605
593.65765	1.39425424
594.0975	1.419148
594.52335	1.64795839
594.951	1.70152697
595.4854	1.88364708
595.92235	1.68206135
596.4353	1.67200895
596.94565	1.32348101
597.45335	1.15625578
597.9652	1.24664047
598.4715	1.13551886
598.9856	1.19383948
599.45785	1.26083005
599.8832	1.35809732
600.3029	1.35640626
600.72555	1.4396607
601.14345	1.18102569
601.57185	0.74799388
601.9991	0.93960904
602.4342	1.03214137
602.8536	0.80057123
603.25135	0.83489099
603.652	0.7744517
604.0267	0.95276084
604.4551	0.61686377
604.8601	0.78503055
605.26355	0.95136643
605.67075	1.15635126
606.0729	1.01255
606.5253	0.80229677
606.98215	0.99537765
607.4306	0.83914273
607.87625	1.03473725
608.31655	1.02302723
608.75265	0.93011718
609.19405	1.00884281
609.63105	1.03118617
610.0022	0.89862653
610.3701	1.29212443
610.73605	1.30882721
611.11055	1.161675
611.482	1.30068856
611.85805	1.41368771
612.2341	1.3346201
612.6025	1.45642067
612.97645	1.07697345
613.35245	1.0902257
613.72475	1.29506236
614.09885	1.18389449
614.46765	1.11816039
614.83935	1.14701695
615.21215	0.92789805
615.57945	1.13487071
615.96355	1.18665831
616.34705	1.06942893
616.73505	1.07882927
617.118	0.69438427
617.49935	0.98026393
617.89585	1.25051098
618.28375	1.08822316
618.6618	1.76365584
619.0362	1.16537411
619.3974	1.06858177
619.757	1.13325784
620.12035	0.92616358
620.48455	1.06436043
620.8418	0.96548042
621.20705	0.91835874
621.5599	1.62313346
621.9435	1.2618519
622.33285	1.34657826
622.71895	1.19991668
623.10955	1.12450749
623.51025	0.98184373
623.9081	0.96740299
624.305	0.95774449
624.70105	1.0627036
625.0887	0.96299303
625.4686	1.21295691
625.8435	1.15682232
626.2179	0.83617202
626.59185	0.80443496
626.96455	0.9386954
627.35595	0.61782721
627.74495	0.7064239
628.14435	0.66450133
628.58525	0.75592316
629.019	0.59998286
629.45935	0.56715434
629.89025	0.65064409
630.32625	0.71923581
630.7531	0.75905299
631.1787	0.81272778
631.62805	0.64835468
632.14785	0.62437783
632.68145	0.56217744
633.2025	0.65357466
633.7246	0.598647
634.2382	0.67550448
634.7525	0.74499536
635.2654	0.68803166
635.783	0.65415694
636.18855	0.70579405
636.58895	0.65583876
636.9985	0.60660564
637.3959	0.83277602
637.7973	1.03948897
638.21245	0.99827395
638.61225	0.94758411
639.01225	0.89143568
639.53565	0.87260648
640.0841	1.00311811
640.62335	0.83165689
641.1658	0.90225276
641.7089	0.93146112
642.25215	0.81327983
642.78885	0.71768277
643.31995	0.88419944
643.8297	0.84843233
644.3421	0.83121231
644.842	0.92365368
645.3474	1.15718239
645.84525	0.86902272
646.3597	1.11439977
646.86935	0.81004
647.36485	0.70641016
647.8624	0.65679555
648.36055	0.70495062
648.85295	0.84726347
649.34995	0.85430705
649.85075	0.9171901
650.3394	0.7850399
650.84095	0.72917203
651.3316	0.84171765
651.76025	0.78814416
652.12985	0.6187525
652.50985	0.57608733
652.88775	0.71332042
653.2632	0.64382605
653.6375	0.54902475
654.0198	0.65580981
654.39995	0.62888953
654.8694	0.59298434
655.4694	0.65480931
656.0733	0.70779906
656.66575	0.73475822
657.25845	0.84184458
657.84415	0.78966039
658.4337	0.70720962
659.013	0.86462767
659.61625	0.70659458
660.24895	0.81055724
660.88395	0.77549904
661.51545	0.65803977
662.14785	0.79558749
662.77385	0.95862287
663.4066	0.94268604
664.0372	0.92445504
664.64745	0.93489431
665.21015	0.94904384
665.77155	1.073971
666.3381	1.17448554
666.89715	1.24447568
667.4497	1.06633706
668.0097	1.27067522
668.5773	1.28254057
669.1311	1.45997834
669.6726	1.32520563
670.2195	1.34130248
670.7631	1.36461552
671.30495	1.35608217
671.85885	1.5198615
672.40375	1.29223093
672.9603	1.17339692
673.52335	1.02025575
674.01665	1.15578339
674.541	1.3043045
675.0134	1.21035038
675.51815	1.17447093
676.0177	1.12443629
676.52365	0.84650482
677.0364	0.82968311
677.54605	0.78532674
678.7024	0.84762257
680.6063	0.98959548
681.9729	1.19089427
683.3276	1.38968177
684.6869	1.1383535
686.0408	1.27006773
687.3989	1.05381192
688.75155	1.0556471
689.8321	1.00192425
690.9243	0.92031195
692.0121	0.93735206
693.0979	0.88729099
694.1879	0.6213097
695.2778	0.56487506
696.3701	0.46944201
697.4611	0.35276491
698.13235	0.38590092
698.75985	0.74692249
699.386	0.58758394
700.0043	0.71962889
700.6171	0.70795252
701.23555	0.7737228
701.85865	0.87967826
702.48	0.72806377
703.15275	1.14480957
703.85735	0.99811633
704.571	1.06917738
705.27295	1.13782312
705.98165	1.06006069
706.6933	1.16241361
707.3993	0.83150032
708.09535	0.85118367
708.8312	1.13169367
709.5647	0.8187535
710.3118	1.09849167
711.04805	1.1667318
711.7987	1.17424747
712.54035	1.13436884
713.2875	0.74609551
714.0229	0.50122997
714.83745	0.41098943
715.71855	0.40337194
716.58295	0.42079552
717.4595	0.37577288
718.3409	0.4816323
719.232	0.31845332
720.1116	0.4021575
720.9843	0.38
721.6754	0.41106092
722.1162	0.43241848
722.5639	0.44468372
723.0073	0.45975092
723.45545	0.4773362
723.8963	0.43649945
724.3433	0.52930506
724.78955	0.63270045
725.2616	0.75779994
725.82075	0.85180227
726.3864	0.67628032
726.94915	0.68528986
727.5218	0.92944958
728.0931	0.76991848
728.65935	0.85829579
729.2196	1.09300486
729.77235	0.95961882
730.3176	1.30312462
730.8667	1.18661821
731.42235	1.32225271
731.9902	1.27921247
732.5398	1.19613955
733.0999	0.87305956
733.6988	1.03683856
734.2252	0.98702016
734.78665	1.00077091
735.33655	1.06466735
735.9032	0.98531394
736.4558	0.88984306
737.01645	0.78399404
737.57565	0.80267386
738.1339	0.61756771
738.6909	0.81681853
739.10335	0.87983251
739.5099	1.01540025
739.90575	1.06304814
740.3012	0.93426459
740.70135	0.9423811
741.08735	1.08735772
741.4769	1.00473483
741.87025	1.06918576
742.222	1.11120397
742.57265	1.10305298
742.91755	1.3205193
743.2696	0.96479011
743.621	1.33571844
743.97795	1.13327898
744.3225	0.68045807
744.6687	0.68
745.05495	0.56724012
745.46585	0.53447382
745.8819	0.61675516
746.29225	0.53210906
746.70625	0.70036305
747.11755	0.63381604
747.5187	0.70529525
747.93215	0.68694638
748.35055	0.55
748.7907	0.66507794
749.23255	0.61
749.67625	0.86344234
750.11195	0.68136696
750.5554	0.78329943
750.9902	0.912739
751.4399	0.84831615
751.8476	0.78441599
752.2211	0.82714446
752.6033	0.75634598
752.97645	0.94744074
753.3563	0.96931588
753.73745	1.03
754.12685	1.06601715
754.5088	0.71418849
754.90315	0.81014276
755.316	1.01818377
755.7282	0.99527703
756.1336	0.90897651
756.5448	0.98587712
756.9505	0.90735252
757.35785	0.89287959
757.76805	0.99490539
758.1771	1.12899993
758.6104	0.63714864
759.0406	0.96705935
759.47915	0.97035491
759.91275	1.03916233
760.3494	0.86662786
760.7867	0.91
761.21415	0.91728703
761.6538	0.95498717
762.1078	1.30118097
762.5623	0.95865034
763.02035	0.96226016
763.47185	0.63328949
763.92785	0.68008728
764.3858	0.90859773
764.8346	0.92285313
765.27495	1.00664059
765.7148	1.06132085
766.15785	0.68822264
766.6031	0.97842959
767.05	0.91290344
767.49105	1.22807827
767.9392	1.03074045
768.3851	0.8523174
768.82695	1.03825498
769.28705	0.87009265
769.74775	0.78474
770.2044	0.99677854
770.66685	0.89930728
771.12815	0.93292077
771.59805	0.95110734
772.07035	0.97947946
772.544	0.83405052
773.13715	0.78173248
773.8015	0.70312659
774.4643	0.90184201
775.12775	0.80708315
775.78095	0.88822067
776.44725	0.9084958
777.0981	1.18133603
777.75755	1.14090037
778.48195	1.01943584
779.2696	0.90996243
780.0606	0.92486253
780.8521	0.60569765
781.5826	0.81146047
782.42735	0.68215048
783.2102	0.69862743
783.9975	0.88072754
784.72585	0.89523582
785.4023	0.79435629
786.0715	1.22577366
786.77185	1.40192556
787.4325	1.18767367
788.1194	0.61312155
788.80075	0.77481663
789.47875	0.69701147
790.09015	0.65034151
790.52265	0.763317
790.9665	0.62940295
791.4161	0.69538476
791.86345	0.64158597
792.3081	0.62038282
792.74425	0.59238245
793.17995	0.54920474
793.6512	0.49985458
794.30865	0.485887
794.9765	0.50004231
795.6444	0.55371466
796.30375	0.4529328
796.96195	0.5912046
797.62705	0.60306196
798.2845	0.4944221
798.9446	0.62534481
799.59325	0.60525029
800.24405	0.74661382
800.89325	0.64602225
801.54775	0.72528049
802.1944	0.53
802.84885	0.62728971
803.5035	0.69893073
804.14535	0.74202704
804.83815	0.71793886
805.52925	0.78326808
806.22065	0.8166146
806.9217	0.79126238
807.6249	0.905139
808.32905	1.18198252
809.02975	1.03127083
809.7291	1.12211645
810.3283	1.02933546
810.89175	1.05663981
811.45875	1.10599835
812.02545	1.34908864
812.6246	1.15204235
813.15735	1.22399177
813.72565	1.15368738
814.28925	1.11400116
814.8171	1.05897923
815.33	1.16415089
815.848	1.0288025
816.36055	0.87714724
816.8754	0.78954232
817.3867	0.88031747
817.9014	0.86066097
818.418	0.7824852
818.89765	0.58000279
819.36005	0.69395933
819.8157	0.73069968
820.27945	1.10169185
820.7399	1.08444804
821.19775	0.63118408
821.66	1.00177294
822.1217	0.68899136
822.54805	0.7104074
822.9437	0.97376012
823.33215	0.87204202
823.7287	0.75573583
824.11285	0.97434879
824.50265	1.09772392
824.8899	0.91057253
825.2723	1.01016484
825.6806	1.30467925
826.13785	1.39132783
826.59655	1.26337119
827.05525	1.39424299
827.5154	1.42047123
827.97375	1.17215604
828.43835	1.41337972
828.9098	1
829.41415	0.94
830.15225	0.87
830.88935	1.1
831.6285	1.30691931
832.36435	1.19447211
833.1057	1.01225574
833.84505	0.75846081
834.56925	0.8684335
835.3165	0.43
836.32035	0.85794476
837.32335	0.89155731
838.3221	0.85367869
839.32135	0.85389756
840.32195	0.63297738
841.31495	0.18
842.30295	0.73181333
843.29555	0.67070279
844.27915	0.79833108
845.26155	0.96821592
846.31255	1.23618226
847.2359	0.95722468
848.229	1.04971928
849.2331	0.57611544
850.23595	1.6515685
851.23215	0.6209823
852.24325	0.60425637
853.27365	1.10991366
854.3006	0.95915231
855.32435	1.37289722
856.3425	1.34435848
857.36125	1.23693094
858.3814	1.10127845
859.40415	0.97382165
860.3957	0.93777394
861.44575	1.03921109
862.37565	0.93893114
863.36555	0.97573294
864.3502	0.93480632
865.34725	0.97881664
866.3477	1.09560996
867.41625	1.05308203
868.14435	0.72155735
868.7462	0.66129116
869.3543	0.78129001
869.95585	0.72916454
870.56105	0.54173424
871.16295	0.52952735
871.7611	0.63508891
872.36405	0.52533123
872.9032	0.53671333
873.33725	0.64701325
873.781	0.55984612
874.22565	0.63406547
874.65855	0.51114258
875.1033	0.65988701
875.54125	0.609224
875.9736	0.61206874
876.43965	0.71266861
876.96485	0.64886837
877.5086	0.56895054
878.0397	0.58324991
878.5754	0.55750677
879.10755	0.6195809
879.65195	0.56713596
880.1798	0.49198505
880.7031	0.47338201
881.1796	0.47960516
881.6687	0.5179707
882.1514	0.51689629
882.6304	0.45146595
883.11475	0.45367859
883.60925	0.7789233
884.0896	0.62038754
884.5631	0.50187241
885.0977	0.47960815
885.6116	0.68046879
886.13035	0.6771333
886.66125	0.76855041
887.1948	0.62114569
887.72545	0.73631179
888.25755	0.70052262
888.7826	1.06893972
889.53305	1.26305667
890.31165	1.04962196
891.0909	1.03053673
891.88275	1.02867453
892.66405	1.06633156
893.44085	1.13071047
894.2164	1.28155227
894.99485	1.10048147
895.9078	1.23453944
896.8711	1.76141098
897.8405	1.04268669
898.7944	1.03668888
899.749	1.336416
900.6988	1.22118315
901.59805	0.95526803
902.6048	1.00779177
903.50335	1.16876255
904.38425	0.95745575
905.28475	1.09260865
906.16625	1.06892776
907.05705	1.02325909
907.9542	1.10428476
908.8373	1.31713158
909.7202	1.26021271
910.76055	0.94159021
911.94245	0.94982856
913.1298	0.77455116
914.30825	0.66467339
915.5024	0.62291885
916.69205	0.57026437
917.8931	0.48126453
919.0874	0.52424991
919.93365	0.57033489
920.32115	0.52075068
920.71315	0.55115145
921.10345	0.51206991
921.4829	0.58152874
921.8647	0.56448301
922.2458	0.65049916
922.6238	0.62482242
922.98765	0.63914679
923.34335	0.65199977
923.6952	0.79704326
924.04	0.90436973
924.39515	0.76305721
924.73775	0.64016911
925.08965	0.58305209
925.44295	0.90068137
925.8	1.3219354
926.2007	1.61395954
926.61185	1.21475486
927.01585	1.16719376
927.42585	1.38405394
927.8427	1.02446293
928.2462	0.94936155
928.65645	0.70087011
929.0513	0.97604143
929.4581	1.29900291
929.8592	1.31938358
930.2521	1.35720978
930.64985	0.91471005
931.04095	0.79557954
931.43945	0.82387121
931.83775	1.08012215
932.23705	1.21929479
932.62865	1.31137688
933.02225	1.40162261
933.4222	0.90599895
933.82105	1.3390186
934.2264	0.80718139
934.63065	0.77392498
935.0292	0.66283184
935.43045	0.64182165
935.84805	0.68776235
936.277	0.81374349
936.70695	0.90967192
937.1411	0.66399576
937.56805	0.89575187
937.98745	0.81178371
938.4111	0.89748895
938.8432	1.01709568
939.2421	0.99010137
939.60935	0.94149216
940.0253	0.94444693
940.41405	1.16772822
940.804	1.01631875
941.1913	1.08104032
941.5827	0.84137747
941.98605	0.81704996
942.40105	0.90284335
942.8367	0.92341306
943.26675	1.29110555
943.6998	1.07140973
944.12095	1.60438486
944.55045	1.14023655
944.97595	1.16323124
945.4053	1.31566075
945.83945	1.32432655
946.3022	1.29463082
946.76025	1.48995196
947.2243	1.62463758
947.681	1.66144718
948.14075	1.50573955
948.59765	1.48486264
949.05425	1.06867086
949.48855	0.9942944
949.9133	0.96939324
950.335	0.88893
950.7625	0.89083263
951.1868	0.89308594
951.60885	0.82574013
952.0349	0.84817067
952.45605	0.85925881
952.8795	0.88636723
953.3594	0.8243524
953.83915	0.99008619
954.31715	1.20487659
954.7946	1.114938
955.2696	1.04334767
955.74975	1.03136818
956.22555	0.8633904
956.75485	1.06071698
957.1634	0.97551226
957.62065	1.17955809
958.07685	1.16370707
958.55115	1.4661639
959.0233	1.25500632
959.49625	1.27114918
959.94755	1.0328269
960.4394	0.59529343
960.8492	0.51683329
961.2461	0.57543925
961.65025	0.58546046
962.0654	0.53751129
962.47695	0.4902352
962.8904	0.50675321
963.29595	0.65805489
963.69715	0.61683685
964.05575	0.68304631
964.40455	0.55721822
964.74975	0.70563763
965.09815	0.86
965.44195	0.86242636
965.7817	0.76963467
966.1269	0.85965884
966.45885	1.1507916
966.7925	1.12250904
967.0953	1.02009538
967.40855	0.98957093
967.7183	1.11723645
968.0332	1.06003866
968.3412	1.0583273
968.648	1.14996124
968.95885	1.05687409
969.27655	1.27784433
969.59465	1.38049161
969.9089	1.37001732
970.22665	1.27371631
970.5398	1.32160047
970.862	1.79558887
971.17915	1.68735216
971.4929	1.17653509
971.80325	0.6935787
972.1285	0.79587416
972.4596	0.62279337
972.78135	0.6975589
973.11265	0.83448698
973.44305	0.81803333
973.77025	0.83388115
974.0936	0.7862064
974.42745	0.89646949
974.7663	0.77051615
975.102	0.78990682
975.445	0.68699791
975.77715	0.73519587
976.083	0.88022373
976.4495	0.77217966
976.79975	0.83173687
977.1312	0.6638111
977.42655	0.93557119
977.7229	0.83527975
978.0214	0.82625903
978.3378	0.715554
978.6277	0.60414052
978.9658	0.75265576
979.2331	0.64281002
979.5329	0.83288934
979.80455	0.70660319
980.0793	0.85695482
980.3548	0.97140786
980.62905	1.43495422
980.9072	1.24338028
981.18255	1.25607804
981.4593	1.3592284
981.7377	1.53910464
982.0408	1.56367162
982.35915	1.54636579
982.6675	1.40009497
982.9953	1.54196217
983.30705	1.56981379
983.6296	1.84583275
983.9493	1.37770503
984.2675	1.55795498
984.71205	1.59198884
985.1969	1.50654
985.69135	1.43112936
986.1835	1.36200809
986.68085	1.33773149
987.17275	1.56570777
987.65195	1.54850791
988.14035	1.46490121
988.8569	1.46874556
989.7133	1.63239346
990.5617	1.59379739
991.4049	1.69902548
992.2506	1.26589713
993.0892	0.93402502
993.9235	1.34341366
994.7531	1.30101085
995.60965	1.11172141
996.50055	0.91571185
997.4072	0.89428974
998.3183	1.10829586
999.22635	0.90256734
1000.201	0.94453637
1001.0475	0.87419621
1001.952	1.04562437
1002.772	0.85531671
1003.472	1.30449529
1004.182	1.68547562
1004.8945	1.52097257
1005.615	0.80342729
1006.3445	0.74893575
1007.065	1.31451721
1007.761	1.19957754
1008.4055	1.13430332
1008.867	1.0898369
1009.3285	1.18813164
1009.7865	1.37443777
1010.2465	1.16251409
1010.7065	1.14899304
1011.1585	0.96284851
1011.613	1.07061713
1012.057	1.46865928
1012.499	1.48920796
1012.938	1.26699319
1013.372	1.00146148
1013.814	1.11953779
1014.311	1.17
1014.6905	1.32111332
1015.127	1.49467798
1015.564	1.42107626
1016.0015	1.33393427
1016.4435	1.27739846
1016.8785	1.4546519
1017.316	1.79873988
1017.749	1.43659169
1018.19	1.46308692
1018.6205	1.47323871
1019.058	1.37095765
1019.501	1.36626895
1019.964	1.21856214
1020.406	1.21393041
1020.8565	1.23898409
1021.3	1.07552829
1021.743	1.23526559
1022.1945	1.23285251
1022.635	1.13908579
1023.0605	0.93921667
1023.4835	1.38894542
1023.9135	1.53257538
1024.343	1.47173708
1024.77	1.39235317
1025.1995	1.52563405
1025.621	1.690361
1026.052	1.70671057
1026.478	1.80570852
1026.8985	1.63688748
1027.33	1.16337589
1027.75	1.10448548
1028.1865	0.66343754
1028.609	1.57
1029.0455	1.47
1029.4685	0.88014422
1029.8915	1.97875555
1030.239	1.97594962
1030.6095	1.47471333
1030.9785	1.58009233
1031.349	1.70853506
1031.7225	1.94083813
1032.1065	1.42238053
1032.488	1.59541115
1032.8915	1.98574913
1033.337	1.82643869
1033.7745	1.51791129
1034.2175	1.60083519
1034.6595	1.39655919
1035.1115	1.49999965
1035.5565	1.49537423
1036.0065	1.74351653
1036.5015	1.93242334
1037.1185	1.8178305
1037.7365	1.38064468
1038.349	1.19461045
1038.949	0.87410128
1039.5525	0.94158484
1040.1515	0.72038284
1040.7535	0.66750471
1041.353	0.67122983
1041.987	0.51014066
1042.6145	0.60168529
1043.2405	0.59854732
1043.872	0.43983853
1044.502	0.48955331
1045.14	0.55356742
1045.7765	0.55032917
1046.4145	0.53219819
1047.0685	0.65330198
1047.732	0.5957388
1048.3885	0.6819682
1049.0495	0.8859376
1049.7105	0.95918257
1050.3705	0.77936187
1051.034	0.68716055
1051.683	0.90862435
1052.3025	1.03980368
1052.9115	1.08550363
1053.521	1.08678893
1054.1315	0.9166195
1054.748	1.02761123
1055.371	0.90978706
1055.9955	0.80785218
1056.6265	0.94771489
1057.146	1.12284438
1057.639	1.19629652
1058.1325	1.0909661
1058.6235	1.16690049
1059.119	1.21211632
1059.6065	1.2474288
1060.093	1.25791816
1060.591	1.46980869
1061.0295	1.56917491
1061.4515	1.46995419
1061.8805	1.51489925
1062.3015	1.57100895
1062.718	1.63619641
1063.135	1.50341064
1063.556	1.50088267
1063.974	1.50742411
1064.377	1.152534
1064.787	1.20786913
1065.202	1.1650448
1065.6175	1.23648327
1066.0175	1.13385461
1066.4365	1.00909226
1066.8485	0.92327283
1067.257	1.04023
1067.6795	1.10507698
1068.0965	1.16502535
1068.527	1.1923392
1068.9605	0.95879111
1069.3965	1.08131226
1069.8225	1.10319076
1070.2575	1.37811669
1070.686	0.84894099
1071.13	0.91026322
1071.636	0.8540586
1072.1445	0.84049478
1072.648	0.95832898
1073.1585	0.90585475
1073.6685	0.97651012
1074.1875	0.91307738
1074.7285	0.83749974
1075.208	0.89690237
1075.765	0.90371954
1076.3195	0.98381167
1076.8775	0.96357673
1077.4405	0.7951555
1078.0085	0.54407755
1078.5625	0.80544937
1079.1205	0.79794025
1079.67	0.74711825
1080.2405	0.58795832
1080.8045	1.01496472
1081.368	1.0309961
1081.9215	1.14513201
1082.476	1.06973057
1083.034	1.07461615
1083.587	1.33495819
1084.145	1.51648675
1084.709	1.47174303
1085.295	1.53293667
1085.858	1.31920852
1086.435	1.60293772
1086.9965	2.10270202
1087.572	1.75824692
1088.1375	1.63231003
1088.6945	1.86882917
1089.2915	1.50769279
1089.8965	1.90244115
1090.501	1.39786074
1091.103	1.32251953
1091.7135	1.2280274
1092.315	1.34685005
1092.922	1.06035631
1093.53	1.24770183
1094.0895	1.01
1094.6145	0.95
1095.14	0.83
1095.6745	0.71
1096.2045	0.69
1096.74	0.6
1097.2835	0.608232
1097.8205	0.62742086
1098.339	0.64338723
1098.842	0.47290378
1099.3505	0.70269357
1099.85	0.76153978
1100.341	0.84679048
1100.847	1.43675767
1101.332	1.3309015
1101.8215	0.93042684
1102.305	0.84506619
1102.768	1.83781859
1103.231	1.81987624
1103.711	1.19818035
1104.18	1.38279186
1104.646	1.4898102
1105.1175	1.41
1105.5875	1.21029171
1106.0525	0.91624583
1106.542	1.0245392
1107.014	1.30937998
1107.5425	1.1977407
1108.037	1.27313376
1108.5295	1.15721247
1109.0875	1.12011781
1109.583	1.14763928
1110.013	1.11799006
1110.486	1.23480834
1110.9745	1.18879623
1111.4665	1.11312883
1111.945	1.10306593
1112.423	1.3175643
1112.8735	1.42862599
1113.3895	1.46478382
1113.866	1.46168023
1114.3355	1.63528514
1114.8035	1.29616873
1115.272	1.23519152
1115.7365	1.24116193
1116.208	1.19
1116.6765	1.01325469
1117.14	0.81426372
1117.607	0.70634523
1118.117	0.69471461
1118.6345	0.71070229
1119.151	0.65457797
1119.6655	0.77887438
1120.185	0.752019
1120.7075	0.6836679
1121.228	0.78901104
1121.7475	0.78548982
1122.3205	0.97764253
1122.917	1.06082578
1123.509	0.9520623
1124.101	0.81085936
1124.699	0.76083971
1125.295	0.79158749
1125.884	0.78598379
1126.4745	0.98280532
1127.086	1.39669175
1127.7255	1.25217562
1128.3495	1.06749193
1128.987	1.2345123
1129.615	1.26506245
1130.2445	0.95173933
1130.8735	0.94104891
1131.4945	1.0536055
1132.1875	1.69653338
1132.9405	1.62987294
1133.699	1.58722252
1134.453	1.13944184
1135.2085	1.48112653
1135.956	1.24343221
1136.696	1.23445961
1137.438	0.98476827
1138.18	1.33353487
1138.923	1.4935371
1139.689	1.62767513
1140.438	1.40300774
1141.203	1.13313515
1141.9495	1.29376259
1142.7075	1.04779203
1143.459	0.90800364
1144.2195	1.04890148
1145.0075	1.44830866
1145.7995	1.62593843
1146.597	1.41637636
1147.3835	1.34842471
1148.1745	1.38555919
1148.9665	1.73231291
1149.773	1.71314568
1150.51	1.33075809
1150.907	1.25949477
1151.304	1.57355706
1151.6965	1.390013
1152.0855	1.35551055
1152.475	1.41674803
1152.8605	1.3690991
1153.2465	1.48980603
1153.625	1.23617432
1154.0945	1.59814572
1154.5735	2.23486567
1155.0455	1.82907366
1155.5145	1.82459152
1155.987	1.81782865
1156.443	2.12592434
1156.901	2.00535323
1157.3615	1.7814382
1157.855	1.79897067
1158.3485	1.85168108
1158.842	1.95793541
1159.344	1.81459526
1159.844	2.11528363
1160.3445	1.56720523
1160.8415	1.41539707
1161.325	1.24789139
1161.7635	1.34062408
1162.184	1.28582235
1162.6	1.30562167
1163.021	1.44114968
1163.4465	1.17477818
1163.867	1.47850202
1164.281	1.45943706
1164.708	1.34603145
1165.135	1.40429353
1165.5765	1.28801086
1166.019	1.48825735
1166.4545	1.56338726
1166.897	1.367855
1167.3465	1.49360295
1167.7985	1.48501681
1168.2445	1.5817324
1168.6845	1.70739718
1169.121	1.15607423
1169.5645	1.46691985
1170.016	1.77042947
1170.4595	1.57397665
1170.91	1.74726253
1171.352	1.98166219
1171.7995	1.42825195
1172.379	1.65372623
1173.171	1.47358029
1173.9765	1.70974534
1174.7885	1.55061337
1175.583	1.84538016
1176.3765	1.44407872
1177.173	2.21235879
1177.962	1.85648959
1178.751	2.00508257
1179.5535	1.8649965
1180.348	1.78583447
1181.1445	1.85288079
1181.937	1.94357666
1182.74	2.49737739
1183.532	2.57969706
1184.3185	2.49619675
1185.147	2.28671028
1186.2185	2.43864291
1187.291	2.07386106
1188.3765	2.20688395
1189.4575	1.45398573
1190.5405	1.74005928
1191.628	1.15703292
1192.7185	1.03714232
1193.7815	1.60905694
1194.745	2.16585795
1195.704	1.55057547
1196.6695	1.68995741
1197.629	1.42926876
1198.5635	1.50214453
1199.5105	1.84107111
1200.454	1.63506489
1201.4	1.60329462
1202.474	1.54465845
1203.568	1.45739558
1204.659	1.12773287
1205.75	1.29607033
1206.855	1.13180294
1207.954	1.07105103
1209.053	1.13655756
1210.1335	0.98280425
1210.863	1.03927552
1211.477	0.88902341
1212.0915	1.13418014
1212.712	1.70658906
