Age	TOC
44.4464	1.35350372
44.84365	1.53779136
45.24115	1.47239834
45.64015	1.02698644
46.0366	0.88824947
46.44085	1.02314178
46.83995	1.17772317
47.24805	1.3344408
47.649	0.96443061
48.0482	1.10567706
48.43885	1.28005223
48.8416	1.42108101
49.24135	1.13531912
49.73765	1.34456809
50.2533	1.51889944
50.77675	1.37824659
51.29545	1.38129987
51.8217	1.49000352
52.35185	1.60180771
52.87105	1.53290913
53.38915	1.55688411
53.8685	1.51308593
54.3248	1.54310869
54.7786	1.36102895
55.24255	1.36106374
55.7086	1.06603591
56.16105	0.90601366
56.62365	1.46267467
57.08635	1.26482353
57.56985	1.09238162
58.0956	0.87328623
58.60885	0.95023865
59.1252	1.29796463
59.6509	1.33866075
60.1614	1.37709423
60.68425	1.32926477
61.20335	1.10818277
61.66485	1.18850405
62.03465	0.85367914
62.40595	1.17612092
62.7759	1.15344136
63.15475	0.75075415
63.53795	0.95213123
63.9171	0.98926348
64.2965	1.03109184
64.68625	0.95880308
65.12165	0.91840845
65.56355	0.68705955
66.0044	0.84920482
66.44165	0.9089544
66.8845	0.91677365
67.3222	0.99158107
67.76515	0.95216811
68.1964	1.01535577
68.61695	0.79645924
69.047	0.78145562
69.46685	0.97630742
69.89355	1.0570948
70.33185	0.91643338
70.7599	0.97495333
71.18815	1.08407472
71.6122	0.95720609
72.0408	1.17568139
72.4648	1.43908715
72.88285	1.78893385
73.31325	1.91793919
73.73215	2.04293394
74.15855	2.04236534
74.5871	2.0033441
75.0044	1.42645966
75.4045	1.3464725
75.80565	1.52691058
76.20125	1.42711275
76.60565	2.17464802
76.996	2.46009225
77.3943	2.52433929
77.79	2.71655103
78.18015	2.6227027
78.5292	2.02969446
78.8641	1.61183257
79.196	1.48915786
79.5348	1.61291041
79.873	2.36475133
80.19	2.31468477
80.54485	2.29225532
80.87775	2.49151775
81.2155	2.47201114
81.56275	2.63815552
81.8998	2.55
82.2367	2.26
82.58285	2.04
82.9296	2
83.2674	1.81
83.6042	1.86
83.97765	1.8
84.36715	2
84.76815	2.19
85.17155	1.84
85.57615	1.48
85.9804	1.44
86.38485	1.33
86.7925	1.16
87.1898	1.29
87.6003	1.24
88.00535	1.38
88.42235	1.34
88.842	1.37
89.25885	1.21
89.6662	1.77
90.084	2.25
90.5196	2.63
91.04005	2.55
91.56205	2.55
92.0829	2.59
92.6063	2.53
93.1293	2.55
93.65285	2.48
94.1788	3.05
94.6863	2.82
95.1053	2.67
95.5252	2.68
95.9476	2.54
96.3614	2.83
96.78375	2.67
97.21385	2.66
97.6264	2.61
98.0382	2.63
98.4785	2.73
98.91525	2.47135765
99.3242	2.45382649
99.79165	2.57714106
100.23025	2.6574917
100.67275	2.53369051
101.1139	2.20214186
101.5547	1.78176133
101.9166	2.33042558
102.2676	2.39052462
102.6243	2.24248165
102.9788	1.58989882
103.3274	1.62446055
103.6874	1.5112125
104.03795	1.43507772
104.3903	1.34237932
104.745	2.03180689
105.10195	2.06627193
105.4634	2.25611455
105.8263	1.91842337
106.19065	2.10577209
106.5515	2.12848625
106.9183	1.73059013
107.28075	1.08479805
107.74685	1.10348837
108.26875	1.13413001
108.7978	0.88520548
109.3262	1.34061023
109.8521	1.33918436
110.374	1.2579171
110.89445	1.5678879
111.41755	2.0188479
111.9847	2.08284685
112.60695	2.01412408
113.2272	1.95592558
113.84205	2.14678477
114.45335	2.50668988
115.0729	2.93919268
115.68635	3.00357188
116.2999	2.65237136
116.93145	2.85047554
117.5965	2.32991426
118.2741	2.11715272
118.95695	2.57238947
119.6356	2.48081447
120.3088	2.66752002
120.97835	2.4707764
121.6387	2.74430122
122.29075	2.57481284
122.93015	2.31778876
123.58165	2.05940378
124.2302	2.30506638
124.8438	1.99324498
125.5389	1.5461985
126.19555	1.63275534
126.85895	1.82090931
127.49935	3.18421046
128.06325	3.05
128.5892	1.48054697
129.18805	1.39602591
129.7491	1.20752826
130.31445	1.23682634
130.87765	1.24711394
131.44265	1.11453409
132.00725	1.11922837
132.48695	1.15073312
132.97415	1.3249901
133.4648	1.2599955
133.9441	1.19718727
134.42155	1.25384395
134.8703	1.0378201
135.37915	0.96605489
135.84825	1.10724009
136.29045	0.90727601
136.7294	0.95979737
137.20285	1.05871462
137.6156	0.82929065
138.05365	0.98156274
138.48785	1.04442023
138.91755	1.00155945
139.34885	1.04910325
139.8283	0.96070377
140.18325	0.73580921
140.6	0.95349478
141.0299	0.97958306
141.4523	0.9065407
141.81955	0.70901012
142.2965	0.92352713
142.70895	0.91638993
143.17425	0.94617914
143.53125	0.86307486
143.947	0.84373214
144.3748	0.65435486
144.7371	0.69094784
145.2081	0.71214817
145.62215	0.77337557
146.0422	0.76081724
146.4431	0.8554081
146.84635	0.82515295
147.2443	0.83166263
147.6271	0.81896497
148.05	0.84036644
148.4562	0.75768174
148.85995	0.83459845
149.21675	0.79458167
149.6383	0.81153457
149.96005	0.81200567
150.29055	0.8678082
150.62295	0.89296792
150.95055	0.78057115
151.27805	0.73547594
151.6126	0.60629216
151.93595	0.81731448
152.27495	0.8192961
152.62205	0.71563099
152.979	0.74478656
153.3319	0.86314643
153.68925	0.74646972
154.05215	0.79728043
154.4122	0.78720306
154.77425	0.49976389
155.1083	0.57195825
155.31105	0.80427124
155.5102	0.81798278
155.70525	0.87188079
155.9085	0.66602709
156.1057	0.861673
156.3082	0.87261711
156.507	0.85087136
156.70415	0.74721529
156.88215	0.59613809
157.05425	0.79539194
157.23255	0.95237233
157.4118	0.9164768
157.5916	0.70897841
157.7673	0.87539225
157.94645	0.79122954
158.1221	0.77601695
158.31055	0.65284844
158.50695	0.81062372
158.66765	0.90847342
158.88815	0.85668906
159.07765	0.80417898
159.267	0.69
159.4586	0.55
159.64295	0.68
159.85735	0.71
160.0753	0.7871799
160.3015	0.7176434
160.51735	0.78508305
160.7351	0.78583992
160.9512	0.919834
161.165	0.66
161.375	0.83490022
161.59345	0.78882838
161.8146	0.7547487
162.04245	0.69981035
162.26125	0.7
162.48345	0.80831367
162.7037	0.89943505
162.97395	0.80278328
163.14255	0.62429491
163.3721	0.69985216
163.62625	0.52631817
163.87355	0.86615717
164.12255	0.86449442
164.3747	0.5750806
164.62605	0.76990378
164.87885	0.86714745
165.1314	0.68725665
165.3819	0.87181951
165.6326	0.74894982
165.88085	0.48156968
166.1286	0.64930174
166.38655	0.78230981
166.6318	0.65835372
166.87785	0.84096882
167.1151	0.61381472
167.35315	0.79338528
167.58645	0.82
167.81605	0.85
168.0568	0.56589604
168.28955	0.47248589
168.52645	0.71753477
168.76855	0.79607037
169.00535	0.82896113
169.2405	0.89344938
169.4674	0.98499846
169.69375	1.11403272
169.9233	1.44346183
170.1474	1.29603118
170.37495	1.06475919
170.60225	0.98669154
170.82795	0.87810803
171.06235	0.77118275
171.27055	0.74268127
171.48925	0.83165923
171.721	0.81777726
171.9305	0.91935787
172.15965	0.7835736
172.37985	0.81003569
172.60685	0.87097087
172.8293	0.90834252
173.06695	1.16473743
173.3122	1.23269171
173.55185	1.02877974
173.80005	1.06576013
174.04545	0.97865944
174.2874	0.9407196
174.53755	0.99103794
174.7837	0.91664537
175.0121	1.01525621
175.2361	1.03374606
175.45855	0.896112
175.68815	1.10976781
175.91625	1.05433483
176.14535	1.16471925
176.3753	1.22152696
176.6028	1.23399847
176.81905	1.19320208
177.01975	1.1384418
177.2208	1.13800421
177.42355	1.13480436
177.62975	0.96056683
177.83145	0.82366526
178.0325	0.79828173
178.23755	0.68783607
178.44555	0.77990882
178.65765	0.90968938
178.87145	0.94410236
179.08555	0.98868758
179.29735	0.88588587
179.513	0.86154153
179.724	1.00656556
179.93555	0.99927195
180.161	1.14638992
180.4006	1.03970292
180.6387	1.13629682
180.8834	1.0043378
181.12455	1.20313605
181.36795	0.82687842
181.6072	0.7227193
181.84395	0.73112007
182.08615	0.81498792
182.35795	0.80762774
182.6283	0.83862866
182.89735	0.75854815
183.16725	0.78165364
183.4325	0.78554461
183.69415	0.83598156
183.956	0.8963711
184.21135	0.89529468
184.42955	1.11675703
184.65405	0.82114866
184.87935	0.85543782
185.09695	0.78345767
185.31855	0.96853155
185.53835	1.35548724
185.76295	1.42825385
185.9784	1.70915762
186.242	1.9580831
186.5075	1.58139578
186.776	1.49673018
187.0456	1.36354038
187.31515	1.51607242
187.577	1.31858842
187.84465	1.21174028
188.11895	1.32738825
188.3675	1.15027146
188.5998	1.15715476
188.862	1.33084249
189.1071	1.21519404
189.3572	1.45889422
189.60765	1.42860725
189.8421	1.39462141
190.0853	1.41714509
190.3264	1.28748569
190.5697	1.53075931
190.79795	1.62241463
191.03475	1.72504831
191.27445	1.58369447
191.51695	1.38895883
191.75385	1.76793079
191.99575	1.42505635
192.23485	1.71982849
192.4736	1.65486832
192.7117	1.8631321
192.9428	1.67963962
193.18855	1.51494328
193.4274	1.81837721
193.6751	1.89112403
193.9038	2.22690707
194.15385	3.08052355
194.4242	2.96474751
194.6879	3.44202858
194.9647	3.3406446
195.2341	1.4058521
195.50855	1.21318762
195.77885	1.1230087
196.0469	1.23406303
196.3344	1.16594054
196.65175	0.91131453
196.96905	1.21176506
197.28775	1.18019704
197.6049	1.81303606
197.91425	2.29052192
198.2315	2.02500407
198.55195	2.39120941
198.8571	1.30306857
199.13565	1.22865318
199.4142	1.13439498
199.69495	1.25969788
199.97505	1.31981673
200.24835	0.73418677
200.53475	0.83
200.80775	1.41
201.08675	1.77277076
201.3574	2.32301699
201.6211	1.66881448
201.8892	2.21
202.15925	2.47
202.4313	2.26283362
202.70185	2.27200806
202.97095	1.53
203.2414	2.04
203.52945	2.16
203.82685	1.72430222
204.1151	1.46667469
204.4038	1.42814209
204.69755	1.42689084
204.992	1.1247
205.29295	1.27471325
205.5799	1.6199728
206.1052	1.73097617
206.6666	1.88847757
207.2228	1.91186299
207.7762	1.9746504
208.3335	1.93301204
208.88755	2.08935004
209.4367	2.02778026
209.98665	1.65365416
210.4645	1.73
210.91215	1.88812655
211.36655	2.00447328
211.80895	2.23476517
212.25745	1.57289864
212.707	1.66276477
213.15215	1.66
213.60565	2.22385175
214.11995	1.78378873
214.69655	2.07
215.262	2.48235035
215.83	2.72056758
216.40255	3.65
217.0072	3.42
217.5321	3.46
218.0837	1.72492814
218.6878	1.282859
219.3229	1.16230861
219.96755	0.99853255
220.60025	0.88107229
221.25125	0.8447497
221.9039	0.84989727
222.56495	0.775025
223.22525	0.77298861
223.793	0.82111397
224.2072	0.78673793
224.6245	0.61794678
225.0413	0.61905712
225.4518	0.76516782
225.8651	0.74951997
226.2721	0.80376869
226.67465	0.84394932
227.05845	0.86311185
227.38715	0.83208907
228.0273	0.91451693
228.04815	0.92805371
228.3832	1.09930485
228.71405	1.23583816
229.04555	1.24617975
229.3789	1.48304025
229.711	1.78626336
230.04945	1.74324074
230.39835	1.64161893
230.7385	1.8662261
231.08715	1.16002349
231.43975	1.37208367
231.78505	1.058487
232.11785	1.13427035
232.4559	1.3730911
232.80485	1.47552891
233.15105	1.64229816
233.50355	1.72945444
233.8522	1.58298764
234.19755	1.28513963
234.5446	1.77919398
234.8896	1.75394065
235.2372	1.71447399
235.56605	1.85144218
235.8805	1.59964523
236.20655	1.92049911
236.51855	1.93755773
236.8427	2.75304218
237.1628	2.09948842
237.48195	2.35792166
237.7998	2.42194262
238.15725	2.26152758
238.5312	2.55772928
238.89825	2.67458928
239.26705	2.48633371
239.6046	1.77204363
239.9861	1.85506133
240.35005	2.15449918
240.7127	2.28204352
241.02585	2.09004713
241.32175	2.88042494
241.61035	1.3054912
241.91665	1.10078153
242.2081	0.93732653
242.5091	0.7197757
242.80545	0.70724071
243.1036	0.74911638
243.408	0.77375695
243.72885	0.84088929
244.04245	0.92818536
244.37275	0.93273359
244.70255	0.87351965
245.0279	0.92972654
245.3591	0.8796103
245.693	1.01414049
246.01505	1.12127022
246.31985	1.10262691
246.6271	1.09744576
246.9352	1.24808844
247.24815	1.182533
247.55365	1.07195062
247.86345	1.25929435
248.18005	0.95242166
248.5157	0.96128994
248.9041	1.14533847
249.2954	1.49916417
249.68525	1.67844574
250.0693	1.20988639
250.43815	1.17937962
250.82265	1.29557883
251.1956	1.0877973
251.58405	1.29003896
251.9927	1.17599356
252.41125	1.11857874
252.8258	1.17981871
253.24045	1.19476288
253.6584	1.16440781
254.07265	1.2247861
254.4933	1.16742359
254.9009	1.23506789
255.36515	1.40352369
255.83075	1.38725503
256.29085	1.40980608
256.7648	1.42067457
257.2241	1.37226938
257.68135	1.25839561
258.1437	1.30335162
258.59705	1.17521316
259.09145	1.20992227
259.585	0.86441172
260.07335	0.99174181
260.56465	1.04966711
261.06125	1.07905719
261.5409	0.86581272
262.0322	1.10801459
262.5441	0.95339489
262.942	0.8857455
263.3548	0.79989563
263.7639	0.99602561
264.1779	1.0478763
264.5836	0.95077406
264.99575	0.96374205
265.41485	1.02617528
265.83265	0.93774052
266.22145	0.83307273
266.6249	0.7720424
267.02265	0.72774348
267.4253	0.71815444
267.8192	0.69156214
268.2159	0.90884553
268.6173	0.66614849
269.01135	0.59737041
269.42335	0.69896399
269.8385	0.73456804
270.3201	0.71338367
270.6835	0.70432876
271.10325	0.66456716
271.5242	0.6275438
271.95225	0.58751754
272.37625	0.6912576
272.78525	0.62912615
273.1653	0.58106615
273.55205	0.70447114
273.9399	0.69751762
274.3203	0.66891161
274.6959	0.70739701
275.12945	0.75952998
275.45795	0.80251991
275.828	0.86114451
276.17295	0.75917796
276.5199	0.8397233
276.86995	0.77620257
277.2131	0.80985431
277.556	0.85557104
277.89115	0.84117633
278.2357	0.76971292
278.57965	0.94388252
278.93515	0.9003604
279.29375	1.088591
279.65125	1.04465126
280.0096	0.79364267
280.3717	1.01363156
280.7247	1.1691088
281.08065	1.09997334
281.43105	1.29963667
281.76635	1.72214513
282.10625	1.96327388
282.43835	2.37663725
282.77925	1.80467168
283.1134	1.33919751
283.4576	1.56345383
283.80325	2.15255397
284.1448	2.46514844
284.5643	3.19758824
284.9992	3.12450217
285.43095	3.3551951
285.8525	3.41759252
286.28235	2.88590976
286.71635	2.69656162
287.14585	2.89875708
287.5801	2.69423569
288.0089	3.09622647
288.4365	3.09994629
288.8618	3.28339094
289.28545	2.99347386
289.71075	3.23870305
290.13465	2.96709084
290.5524	2.94926191
290.96615	2.67068142
291.3565	2.50068484
291.7247	2.23152379
292.10125	2.05064112
292.4742	2.11265031
292.8552	1.64355363
293.2335	1.57473484
293.612	1.47421294
293.9926	1.30553864
294.3704	1.17257674
294.7364	1.24306677
295.10575	1.07640283
295.48955	1.16756908
295.8722	1.08081686
296.25155	0.97064296
296.63245	1.13543794
297.00465	1.02299563
297.3512	1.2924089
297.6403	1.16729567
297.9625	1.05467219
298.26905	1.41687055
298.5718	1.6679361
298.88055	1.76570991
299.17115	1.58374836
299.46765	1.86914288
299.75655	1.57683993
300.04145	1.30020777
300.3285	1.19026996
300.6178	1.29204138
300.90685	1.34836022
301.1976	1.57201698
301.49	1.52037137
301.77605	1.65685656
302.06125	1.68743339
302.36375	1.80036965
302.661	1.98896377
302.966	2.20179866
303.2657	2.25362453
303.58165	2.19335258
303.8612	2.3268399
304.15405	2.64519264
304.455	2.13341286
304.78535	1.7055803
305.1204	1.45914842
305.44965	1.4834922
305.78205	1.84507316
306.112	2.81826941
306.4449	2.86365352
306.7705	3.01618897
307.1086	2.64860887
307.43015	2.78134693
307.76175	3.18300999
308.0942	3.11179899
308.4025	2.90308209
308.75555	3.25200181
309.08065	2.68709201
309.4116	2.29022662
309.74265	1.45692295
310.04175	1.76106488
310.331	2.4531381
310.62165	3.12436695
310.9071	2.99228145
311.21735	3.13664697
311.4806	3.41063454
311.77455	1.94703838
312.0641	2.41954937
312.35545	2.40646968
312.6569	2.51486311
312.95835	2.26692816
313.25785	2.45379728
313.56065	2.78725345
313.8567	2.14541879
314.16345	2.51644582
314.46365	2.37617088
314.76275	2.39237538
315.0649	2.23877486
315.3717	2.31272515
315.68395	1.81299896
315.9959	1.89212592
316.3031	1.52711564
316.6112	2.42633493
316.91885	1.47937261
317.2494	1.7141724
317.59765	2.77366883
317.9889	2.76163639
318.3591	1.59297986
318.73285	1.50875175
319.1068	1.50189232
319.48555	1.31696774
319.85585	1.86243432
320.2302	1.90486328
320.62165	1.59849173
321.0116	1.87328549
321.4072	2.06438392
321.79765	2.18382429
322.18325	2.3388588
322.57545	2.39125634
322.9683	2.40302149
323.3653	2.35257564
323.82775	2.22818625
324.28965	1.89280615
324.75385	2.03976904
325.2132	1.84823626
325.66485	1.98907069
326.1176	2.22541475
326.56855	2.0362817
327.01535	2.46566632
327.5073	2.04907534
327.9855	2.00807326
328.4736	1.94170948
328.9673	1.61361052
329.454	1.68670614
329.93925	1.82501995
330.42695	2.39001122
330.91875	2.03231059
331.39635	2.00511256
331.88715	2.29875786
332.3643	2.68734974
332.8423	2.04862111
333.33115	1.63591852
333.8121	1.4847532
334.2876	1.43030048
334.77375	1.48574179
335.2702	1.32008554
335.77745	1.18946184
336.2892	1.12816836
336.7928	1.04882552
337.30115	1.06554358
337.80575	0.85061038
338.31065	0.9430537
338.8096	0.89557077
339.3434	0.88746478
339.89595	0.80768999
340.48215	0.93045819
340.9967	0.81424311
341.5446	0.79483123
342.09015	0.81392886
342.6358	0.74203831
343.1826	0.62074001
343.7141	0.65900569
344.24125	0.75730154
344.75995	0.62825109
345.28855	0.74209119
345.8169	0.61743557
346.34905	0.63273067
346.8788	0.6
347.39635	0.66784716
347.90875	0.67893698
348.40225	0.65417225
348.89815	0.66251915
349.3897	0.76761583
349.89375	0.69238186
350.39075	0.76219733
350.89305	0.73318531
351.3808	0.87617409
351.88565	0.80068182
352.4045	0.79528999
352.92395	0.68144804
353.43845	0.7093595
353.9593	0.74762019
354.48335	0.73742792
355.00015	0.75450511
355.5178	0.83899427
356.0111	1.09152044
356.5779	1.2056847
357.123	0.77570498
357.66595	0.55951201
358.21055	0.71100555
358.75385	0.67897956
359.30555	0.58903872
359.8555	0.66175179
360.4023	0.53874049
360.9415	0.59886187
361.47335	0.58776534
362.00405	0.60222639
362.5343	0.74467387
363.0618	0.59440908
363.59195	0.74837469
364.12535	0.62822767
364.65505	0.56511402
365.06565	0.66237157
365.45995	0.59027039
365.85845	0.76295894
366.25825	0.72845046
366.6583	0.80941938
367.05725	0.81647517
367.45815	0.756371
367.84965	1.12644394
368.35325	0.93989222
368.8783	0.81921747
369.3984	1.06842103
369.9211	0.8172441
370.44375	0.98951922
370.9706	1.00425674
371.4994	1.39997183
371.9883	1.21324905
372.6361	1.24228588
373.3061	1.65860114
373.96795	1.71104997
374.62725	1.06046249
375.2954	1.04118044
375.9667	1.0856652
376.64275	1.29798167
377.30675	1.90285056
378.0665	1.89668791
378.9262	1.33315175
379.78525	1.54035342
380.6409	1.70690538
381.50295	2.19791688
382.3495	1.50024708
383.21115	1.41525898
384.0588	1.74792989
384.86595	1.82440826
385.6031	1.86011923
386.3481	1.65558943
387.09385	1.96188345
387.841	1.60948926
388.59775	1.8373217
389.3464	1.54835371
390.1082	1.91910548
390.81085	2.36105577
391.35585	1.82702762
391.9041	1.2055889
392.41695	1.0138875
392.99755	1.16809028
393.5424	1.14744157
394.0871	1.36729031
394.62695	1.58123022
395.1329	1.71137466
395.4648	1.8509894
395.78325	1.75345256
396.1117	1.92058187
396.43445	1.90496022
396.75735	1.69608858
397.0735	1.53001392
397.39355	1.49664247
397.70585	2.01621508
398.08495	1.82725591
398.4591	1.98656372
398.8339	1.99575367
399.21495	2.26273185
399.58975	2.11915832
399.9663	1.63352171
400.3559	1.37779885
400.73185	1.35195672
401.1312	1.33010948
401.5419	1.67774938
401.95085	2.10715506
402.36755	2.3477361
402.7695	2.25409366
403.17765	1.93968984
403.5865	1.88268601
403.9978	1.54995941
404.496	1.58702886
405.0244	1.30833955
405.5974	1.34039803
406.1073	1.27617
406.6441	1.33673943
407.1875	1.25610763
407.72485	1.53031624
408.25975	2.2033441
408.6852	2.33759869
409.05175	1.65306818
409.41975	1.4525482
409.7908	1.59905674
410.16675	1.47167601
410.5428	0.9748362
410.9239	1.32494779
411.3001	1.07281636
411.7322	0.86492787
412.21305	1.11905234
412.69975	1.03191549
413.18695	1.09046958
413.6736	0.84025455
414.16015	0.69343679
414.6485	0.9952898
415.13255	0.70443979
415.5743	0.54009447
415.96885	0.79771632
416.36185	1.40428259
416.7494	1.11758291
417.13645	1.45540325
417.52195	1.72980641
417.91265	1.55261802
418.2996	1.79641753
418.71425	1.80028858
419.20655	1.59746724
419.70805	1.73522069
420.21275	1.81977176
420.7132	1.89914893
421.20705	1.99555481
421.7098	1.96609364
422.20735	1.92957343
422.6839	2.2389922
423.1112	2.30617816
423.5314	1.96082694
423.95295	2.23585485
424.37395	2.15408485
424.79225	2.04339429
425.2159	2.02927106
425.644	1.62978017
426.0682	1.59662872
426.56155	1.60410566
427.00885	1.25518537
427.53195	1.69398831
428.0157	1.20675414
428.5015	1.08820522
428.9941	0.86961628
429.49525	0.74049376
429.98145	0.66942852
430.43495	0.53669775
430.87545	0.63997259
431.3223	0.513514
431.77375	0.57231264
432.2262	0.49930782
432.683	0.62093176
433.1373	0.44808295
433.5913	0.42632198
434.3699	0.46122551
435.25475	0.492456
436.12805	0.48069724
437.0129	0.45878633
437.89185	0.43033836
438.7745	0.4682988
439.65095	0.44722263
440.5319	0.51814017
441.30195	0.73723841
442.0099	0.5154652
442.7299	0.59469454
443.4414	0.56947439
444.149	0.5693116
444.8733	0.76069538
445.59535	0.90588146
446.32245	0.88674167
446.9891	0.80350126
447.59205	1.01391487
448.2016	0.94706792
448.81705	0.5557228
449.43795	0.60973174
450.0556	0.78248197
450.6738	0.71286109
451.2881	1.01191303
451.9229	1.05855885
452.5985	0.62982843
453.1935	0.59507905
453.95845	0.72946588
454.6388	0.63096292
455.3182	0.61175577
455.9965	0.76852157
456.6758	0.8072976
457.28935	1.00965749
457.72525	0.75033933
458.16445	1.13228353
458.6094	1.36416076
459.05375	0.9219048
459.48755	0.7017985
459.9206	0.65550952
460.3573	0.80734007
460.78305	0.67638976
461.2	0.70915424
461.6229	0.87891895
462.0431	0.85595653
462.4634	0.86922409
462.8835	1.03797571
463.3066	0.89109292
463.7216	0.90851916
464.14855	1.04653273
464.6413	1.10339607
465.14675	1.19222465
465.64905	1.15757853
466.1512	1.07420004
466.65585	1.31561725
467.1645	1.17312049
467.6749	1.0147526
468.175	0.80594198
468.5868	0.96563571
468.98015	0.88629067
469.38115	0.9047592
469.78485	0.83415392
470.18015	0.99043085
470.57495	0.8770801
470.9688	0.96982146
471.366	1.13842481
471.7191	1.25361189
472.05275	1.00525951
472.3962	0.76964286
472.73835	1.03451662
473.07915	1.09797541
473.4213	1.48768034
473.7622	1.4746877
474.1085	0.86824604
474.47235	1.22365308
474.8409	2.14515767
475.21015	1.81644371
475.58765	1.72938542
475.949	1.21503558
476.3302	1.22906244
476.6982	1.2599015
477.062	1.1775267
477.44355	1.31855705
477.83445	1.1225956
478.22205	0.94102567
478.6172	1.11539044
479.0058	1.26827736
479.39735	1.85178121
479.7858	2.00126914
480.1774	1.75410011
480.5247	2.09704855
480.8448	1.80470325
481.1385	1.91148628
481.4401	0.91612128
481.74835	0.95358774
482.0485	0.90721511
482.35415	0.88607166
482.6582	0.91503254
482.9697	1.08087661
483.36555	1.31869649
483.74375	1.17949891
484.1295	1.09916198
484.51065	1.08100316
484.89575	0.87771267
485.28425	1.00726502
485.66515	0.9048891
486.04705	0.90951176
486.4407	0.90633719
486.82665	1.06175297
487.2209	1.12860417
487.6098	0.89215426
487.99245	1.28608289
488.37875	1.59
488.75735	1.27562218
489.14075	1.35727236
489.573	1.40087728
490.00255	0.98781136
490.4421	1.28957655
490.88065	1.08827043
491.3261	1.00936706
491.77025	1.15289577
492.19595	1.09254199
492.62375	1.368614
493.23035	1.57454593
493.86375	1.64548444
494.49415	1.7282713
495.12975	1.59514324
495.7652	1.77003569
496.39585	1.92838407
497.0151	2.00267891
497.639	1.79984721
498.285	1.63984763
498.9346	1.82172753
499.5791	1.7572772
500.23075	1.67842387
500.877	1.75721346
501.5299	1.68602416
502.18295	1.40331439
502.8309	1.61255861
503.6783	1.27280795
504.63	1.12716836
505.58365	1.86241236
506.547	2.04733621
507.50365	1.47994648
508.4658	1.51972557
509.4285	1.62556959
510.3913	1.47026123
511.17615	0.83094561
511.8025	1.14907835
512.42375	1.07520453
513.0525	1.37953766
513.68165	1.44133252
514.31115	1.44833878
514.93715	1.49910729
515.5703	1.59862773
516.14935	1.54776122
516.66345	1.99559156
517.1798	1.897687
517.6994	1.89935852
518.22545	1.92622116
518.7368	1.8900031
519.2524	1.97486763
519.75345	1.79505218
520.28325	1.59650384
520.8651	1.76141876
521.44665	1.57934154
522.02395	1.598657
522.60045	1.60597956
523.19415	1.80220741
523.78255	2.00153055
524.3659	1.98187954
524.94795	1.44005686
525.5389	1.21535305
526.12985	1.26786353
526.9872	1.30116176
527.31965	1.33968782
527.91965	1.63185532
528.51715	1.73374834
529.1048	0.93228038
529.69885	0.98157649
530.05105	1.30204629
530.4084	1.31479244
530.76485	1.45830495
531.1238	1.43267702
531.488	1.4141125
531.8524	1.26898169
532.209	1.13371022
532.56985	1.03530893
532.85655	0.87656685
533.14995	1.02299064
533.43385	0.96038665
533.72535	1.03141693
