it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	
100000	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.083571557705389724	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.018915697671036118	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613	0.064655860034353613
101000	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.096268914975774986	0.0	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.016901432779269168	0.0	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.079367482196505815	0.0
102000	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.087276683192269056	0.0	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.027739403945854075	0.0	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.059537279246414984	0.0
103000	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.094584543521078368	0.0	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.012356590253126612	0.0	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.082227953267951751	0.0
104000	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.094212265777144172	0.0	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.018323896504653783	0.0	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.075888369272490389	0.0
105000	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.08994457590303119	0.0	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.021598867020648494	0.0	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0683457088823827	0.0
106000	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.093034772440175786	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.016620562778889431	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356	0.076414209661286356
107000	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.10331191455656703	0.0	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.014330463741317951	0.0	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.08898145081524908	0.0
108000	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.092486027897443007	0.0	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.017157144392625088	0.0	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.075328883504817923	0.0
109000	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.091538804492276554	0.0	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.018997049320834018	0.0	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.07254175517144254	0.0
