it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	
100000	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.087034867879927133	0.0	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.022959309623140967	0.0	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.064075558256786166	0.0
101000	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.11757328789243236	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.022480205305724876	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484	0.095093082586707484
102000	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.097057928998817822	0.0	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.01891228541545285	0.0	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.078145643583364968	0.0
103000	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.08838038480462225	0.0	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.022344647823626863	0.0	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.06603573698099538	0.0
104000	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.086562770249204904	0.0	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.026745667289461976	0.0	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.059817102959742928	0.0
105000	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.071886877751831751	0.0	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.020063204452524894	0.0	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.051823673299306858	0.0
106000	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.09301681296365101	0.0	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.01467213031589612	0.0	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.07834468264775489	0.0
107000	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.08849537657376394	0.0	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.018672643937088916	0.0	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.069822732636675017	0.0
108000	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.097928475673477733	0.0	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.014899509100102825	0.0	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.083028966573374913	0.0
109000	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.098655527817776131	0.0	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.021133283812102208	0.0	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.077522244005673924	0.0
