time	Medstackabschange
0	1.29572049494914
0.006835	1.46928998051978
0.01367	1.4897015298155
0.020505	-0.130708234851997
0.02734	-0.0335488097839691
0.034175	0.15194180130399
0.04101	0.864713252850958
0.047845	0.0250396184905862
0.05468	0.133125490781835
0.061515	1.87039681774672
0.06835	0.850592574577598
0.075185	0.400202243004762
0.08202	0.100188501986317
0.088855	-1.61267754849442
0.09569	-2.51653608409734
0.102525	-3.47101436111295
0.10936	-2.91759412578534
0.116195	-1.96649400146671
0.12303	-0.843922599752566
0.129865	-0.250418705923841
0.1367	-0.562214692848737
0.143535	-0.955829538094392
0.15037	-2.5525584523561
0.157205	-2.03394445031633
0.16404	-1.62194494739313
0.170875	-1.25953672606154
0.17771	-1.21518158115023
0.184545	-1.1907612906541
0.19138	-1.18257114711543
0.198215	-0.0604238912399135
0.20505	0.312160076715576
0.211885	0.248988621282118
0.21872	-0.0721122995714476
0.225555	-0.0761285477778538
0.23239	0.0540091546186523
0.239225	0.235978979895765
0.24606	0.194052351423296
0.252895	0.105319540582723
0.25973	0.356665361746734
0.266565	0.344031070660041
0.2734	0.318353356660028
0.280235	0.248988621282121
0.28707	-0.442842037046591
0.293905	-0.836389319238315
0.30074	0.197678235318054
0.307575	-0.153244266843825
0.31441	-0.00414011380529936
0.321245	1.53174827038387
0.32808	1.73099171645152
0.334915	1.23735352335139
0.34175	-0.423177434847199
0.348585	-0.577791730284795
0.35542	-0.401474680520622
0.362255	0.0386160388294333
0.36909	-1.21569205755778
0.375925	-0.72874260679767
0.38276	0.274643814264155
0.389595	0.931116474364519
0.39643	0.541082470977655
0.403265	0.0865182440725488
0.4101	1.23927907038867
0.416935	1.19116666897774
0.42377	1.0993672461889
0.430605	0.55685093706654
0.43744	0.929123364273303
0.444275	0.797908406516759
0.45111	-1.02863998922322
0.457945	0.345697625990552
0.46478	0.753478191545526
0.471615	0.161760965143202
0.47845	0.665627453909171
0.485285	0.538075915077343
0.49212	-0.0742668102915201
0.498955	-2.50399187708257
0.50579	-0.861575324345753
0.512625	2.47585937212273
0.51946	0.183914139829379
0.526295	-0.0620378975284676
0.53313	-0.120446157659182
0.539965	-0.78406548746515
0.5468	-0.304484163087444
0.553635	0.136237144766047
0.56047	0.346478354613852
0.567305	-0.912221340279434
0.57414	-1.48566276059112
0.580975	-0.00756330853822853
0.58781	0.009871712881163
0.594645	0.221411634765799
0.60148	0.957071947586286
0.608315	-0.62030015172174
0.61515	-1.01420026319515
0.621985	-0.715646634842389
0.62882	-0.465179133379599
0.635655	-0.106359260912795
0.64249	0.428574972156368
0.649325	1.60777547358081
0.65616	0.527378431536928
0.662995	-1.02350895062683
0.66983	1.16298536847897
0.676665	0.987539131410005
0.6835	0.695047410396837
0.690335	-0.705384557649576
0.69717	-0.64825999554371
0.704005	-0.566275983091109
0.71084	-0.269246276954984
0.717675	0.275844935223073
0.72451	0.559880013984835
0.731345	0.572244052855756
0.73818	1.10684047065521
0.745015	1.30224032965433
0.75185	1.30598257214195
0.758685	1.23553682790101
0.76552	1.1321278203436
0.772355	0.967334024779091
0.77919	0.96733402477911
0.786025	1.09615424762378
0.79286	1.27519634056351
0.799695	1.67716648347972
0.80653	0.0564977271054102
0.813365	-1.68124654123702
0.8202	-3.24524866287108
0.827035	-2.46955724059137
0.83387	-1.66673925215503
0.840705	0.146367849353983
0.84754	-0.293730377002071
0.854375	-0.472156895450352
0.86121	-0.151232389237627
0.868045	-1.2429312288044
0.87488	-0.958021583844444
0.881715	1.19823076161743
0.88855	0.979934534338811
0.895385	0.567844947343701
0.90222	-0.166625505026849
0.909055	-0.909458762073901
0.91589	-0.114230356696761
0.922725	1.26493426337072
0.92956	0.564027634796107
0.936395	0.668562693252533
0.94323	0.842668929751704
0.950065	1.21875491600303
0.9569	1.41782945443583
0.963735	1.39307134867002
0.97057	-0.695122480456761
0.977405	-0.367276514718239
0.98424	0.768691139190927
0.991075	5.78024822820881
0.99791	1.9545803829554
1.004745	-0.465873531433984
1.01158	-2.91173115410456
1.018415	-0.692847857640817
1.02525	-0.329737731248839
1.032085	-1.02863998922321
1.03892	-0.203466136938875
1.045755	-0.330537227387122
1.05259	-0.792612213788493
1.059425	-2.87444010183299
1.06626	-1.85980818579318
1.073095	-0.402653280461566
1.07993	-1.01207202699606
1.086765	-0.999460256927334
1.0936	-0.880575556514764
1.100435	0.618423400223429
1.10727	0.615341774263177
1.114105	0.613998020190381
1.12094	0.61842340022343
1.127775	0.0577851786332716
1.13461	0.101776233753883
1.141445	1.27519634056353
1.14828	1.33279384404695
1.155115	1.01840043304839
1.16195	0.182285119528831
1.168785	-0.222732867820622
1.17562	0.255497195478279
1.182455	1.26493426337072
1.18929	1.6373755982123
1.196125	1.56055640588307
1.20296	1.40347230547371
1.209795	1.07995788219327
1.21663	1.34307844225777
1.223465	1.45309361508926
1.2303	-1.93683382078724
1.237135	-0.756642394571707
1.24397	0.127086104460239
1.250805	0.367002508999477
1.25764	-0.0462018683856416
1.264475	-0.178557891053163
1.27131	0.182285119528826
1.278145	-0.606536056233049
1.28498	-2.15388388507098
1.291815	-5.62091953300755
1.29865	-1.85332213261492
1.305485	-0.701349541928205
1.31232	-0.264115238358583
1.319155	-2.37306593905672
1.32599	-1.71412347398465
1.332825	-0.356473933093909
1.33966	-1.97523966344884
1.346495	-2.07497774507563
1.35333	-2.05187118062829
1.360165	-0.479618859407657
1.367	0.303451949763354
1.373835	0.906467220185592
1.38067	0.818533905483276
1.387505	0.821791946084388
1.39434	0.828075310100767
1.401175	0.849320137061712
1.40801	0.412862808612443
1.414845	0.0519860165034605
1.42168	-0.505274052389694
1.428515	0.269861851446424
1.43535	0.40300235624026
1.442185	0.228464466896485
1.44902	0.166929538769577
1.455855	0.136436080424872
1.46269	0.105319540582722
1.469525	0.095770628959273
1.47636	0.27494409450389
1.483195	0.480718635785671
1.49003	0.6697337861875
1.496865	0.672511378405016
1.5037	0.674463199963241
1.510535	0.6697337861875
1.51737	0.600286473743666
1.524205	0.278130818548058
1.53104	-1.27492984185077
1.537875	-1.29968044061062
1.54471	-1.04408565405439
1.551545	-0.130708234851995
1.55838	0.131590308056209
1.565215	0.082261771674359
1.57205	-0.223066929587317
1.578885	-0.613821605549547
1.58572	0.336159974876128
1.592555	2.05511420721732
1.59939	0.162504158736557
1.606225	-0.4869794787841
1.61306	-1.05942622080163
1.619895	-1.06447843583515
1.62673	0.953333458601679
1.633565	2.71296064941445
1.6404	1.24441010898509
1.647235	-0.518527671470874
1.65407	-1.56469651968834
1.660905	-0.571977554143006
1.66774	-0.513591815030268
1.674575	-0.316450330640729
1.68141	0.331085238824635
1.688245	0.327271679780051
1.69508	0.321641425285075
1.701915	0.310561084439007
1.70875	0.268634455966536
1.715585	0.259250698474928
1.72242	0.259250698474938
1.729255	0.259250698474936
1.73609	0.259250698474926
1.742925	0.259250698474936
1.74976	0.259250698474938
1.756595	0.202602831249636
1.76343	0.124087055565927
1.770265	-0.428308473443608
1.7771	0.310193241145323
1.783935	0.651559324677777
1.79077	-0.946543371680721
1.797605	-1.01987180622304
1.80444	-0.999126195160654
1.811275	-0.736170789228032
1.81811	-0.294417268050445
1.824945	0.0227462281596345
1.83178	0.443968087945592
1.838615	0.517611816739649
1.84545	0.467712747902339
1.852285	0.331085238824637
1.85912	0.326614816755622
1.865955	0.325954200228229
1.87279	0.325954200228228
1.879625	0.379298984816464
1.88646	0.686643317187358
1.893295	1.06133300032399
1.90013	3.52772228438608
1.906965	2.92010521929014
1.9138	2.28608226061265
1.920635	0.833927021272493
1.92747	1.5998555822579
1.934305	1.88566982144008
1.94114	1.0648237581108
1.947975	-0.263976358747675
1.95481	-1.65078311091634
1.961645	-4.26119430495968
1.96848	-2.69712462027159
1.975315	-2.35796559650132
1.98215	-2.59360676112739
1.988985	-0.732379751201363
1.99582	-0.411770539240412
2.002655	-0.418046396250794
2.00949	0.0235344637889399
2.016325	0.187239743484396
2.02316	0.336216277421043
2.029995	0.274688856300104
2.03683	0.745119140372019
2.043665	1.22374332148561
2.0505	2.13207978616342
2.057335	0.836085285495608
2.06417	-0.123445206553513
2.071005	-0.8849709085238
2.07784	0.227548612165302
2.084675	0.616876956988808
2.09151	0.177154080932417
2.098345	0.632123686161162
2.10518	0.8153021394032
2.112015	0.905761561622188
2.11885	0.555807463233485
2.125685	0.519068175902367
2.13252	0.57737509145215
2.139355	1.46492090303169
2.14619	0.828454413903414
2.153025	-0.0896599260807382
2.15986	-1.46676762650603
2.166695	-3.23659683846385
2.17353	-4.49483109898545
2.180365	2.09616251598866
2.1872	2.5111460537942
2.194035	2.315813757849
2.20087	-0.997853757644791
2.207705	-1.52271358867098
2.21454	-1.26883039948121
2.221375	0.792878712501271
2.22821	-0.169091556495642
2.235045	-0.973317108555698
2.24188	-2.19338575060764
2.248715	-1.69758553978144
2.25555	-1.46641479722431
2.262385	-1.24927464886874
2.26922	-0.531086892497611
2.276055	-0.343111462425859
2.28289	-0.212804852394512
2.289725	-0.217729448326104
2.29656	-0.161866063227102
2.303395	-0.0693121863359627
2.31023	0.957071947586296
2.317065	0.959999679923636
2.3239	0.961651221242197
2.330735	0.957071947586297
2.33757	1.06619754020757
2.344405	1.1049862401749
2.35124	1.00838233355037
2.358075	1.05261361286273
2.36491	0.958607130311928
2.371745	0.633816516012652
2.37858	-0.101956401897732
2.385415	-0.451985570346408
2.39225	-0.772088059402881
2.399085	-1.01651617454404
2.40592	-1.09772696537939
2.412755	-1.16204699272982
2.41959	-1.28745152784756
2.426425	-0.634687328707842
2.43326	0.0892845757810791
2.440095	0.0437470774258399
2.44693	-0.39999580033994
2.453765	-0.751916734298937
2.4606	-0.648943133089111
2.467435	-0.511106996046471
2.47427	-0.465637060745194
2.481105	-0.659205210281925
2.48794	-0.766743071135636
2.494775	-0.839726183402336
2.50161	-0.926019217295092
2.508445	-0.648560275783425
2.51528	-0.242949234960533
2.522115	0.479885358120442
2.52895	0.51462778185732
2.535785	0.408824039388051
2.54262	0.228464466896495
2.549455	-0.144566167915594
2.55629	-0.0103258867437601
2.563125	0.18741615812523
2.56996	0.258830306139324
2.576795	0.259250698474926
2.58363	0.239702454868433
2.590465	-0.0280874629238582
2.5973	-0.0218791689674146
2.604135	-0.0331171569393522
2.61097	-0.125577196255598
2.617805	-0.456486020439376
2.62464	-0.641815230898461
2.631475	-0.746432866420877
2.63831	-0.68077283850059
2.645145	-0.509080104428297
2.65198	-0.14097031204482
2.658815	-0.136728853658604
2.66565	-0.139570255427061
2.672485	-0.146101350641226
2.67932	-0.210789221285308
2.686155	-0.21569129619892
2.69299	-0.212804852394522
2.699825	-0.0528155406657157
2.70666	-0.158806958284838
2.713495	-0.270060787105274
2.72033	-0.387260164672337
2.727165	-0.366240547891151
2.734	-0.252929799428594
2.740835	0.454230165138385
2.74767	0.741692192136054
2.754505	0.890368445833041
2.76134	0.890368445832968
2.768175	0.800104205769772
2.77501	0.756143178673185
2.781845	0.726175210747947
2.78868	0.647513048447367
2.795515	0.623393038191007
2.80235	0.613292361627
2.809185	0.531946444683816
2.81602	0.636669178290125
2.822855	0.798009751097644
2.82969	0.79311142968703
2.836525	0.727297508144005
2.84336	0.665034400435679
2.850195	0.85445117565812
2.85703	0.613630176896753
2.863865	0.395994566145519
2.8707	0.110450579179127
2.877535	-0.657200839681726
2.88437	-1.09202164082445
2.891205	-1.10047452957289
2.89804	-0.976045905234356
2.904875	-0.929870311369608
2.91171	-0.941412333084274
2.918545	-0.824288025577194
2.92538	-0.689518500482764
2.932215	-0.474487820811253
2.93905	0.197028879299617
2.945885	0.411609138611539
2.95272	0.572244052855743
2.959555	0.749732195554918
2.96639	0.621673933818496
2.973225	0.462375266641104
2.98006	0.223333428300097
2.986895	-0.00627585701038272
2.99373	-0.199956611637003
3.000565	-0.228197968183743
3.0074	-0.0819539844286367
3.014235	0.157234240529211
3.02107	0.962202986182745
3.027905	0.965761307023479
3.03474	0.672928017237661
3.041575	-0.310294585726258
3.04841	-0.983594199760519
3.055245	-0.748932699416628
3.06208	0.25411965987854
3.068915	-0.104152201150769
3.07575	-0.136826444736526
3.082585	-0.079397848887925
3.08942	0.277470202020619
3.096255	-0.100019594351485
3.10309	-0.597632747125015
3.109925	0.0316345232556871
3.11676	0.0548086507569417
3.123595	0.0742442892735403
3.13043	0.146367849353975
3.137265	0.263327002729299
3.1441	0.259926329014314
3.150935	-0.253853161165758
3.15777	-0.755114718852103
3.164605	-0.861646640902671
3.17144	-0.351342894497488
3.178275	0.147347513636108
3.18511	0.375556742328815
3.191945	0.526064705488082
3.19878	0.943367908145597
3.205615	1.03403752653236
3.21245	1.03403752653236
3.219285	1.04322610186822
3.22612	1.03986296318314
3.232955	1.03403752653236
3.23979	1.1533989218256
3.246625	0.806530202900004
3.25346	0.43902472449901
3.260295	-0.125577196255597
3.26713	0.353643791834445
3.273965	0.715534029752472
3.2808	0.828795982676154
3.287635	-0.218161101170744
3.29447	-0.681958945447539
3.301305	-0.300032508533444
3.30814	0.995920703601523
3.314975	0.65566565695612
3.32181	-1.63410254359933
3.328645	-0.885383793853406
3.33548	-0.476068045572848
3.342315	-0.0383495401166737
3.34915	-1.19752885655704
3.355985	-1.96549556966952
3.36282	-2.82450349796582
3.369655	-1.61136382244552
3.37649	-1.10007665825525
3.383325	-0.617488777977281
3.39016	-0.161494466430435
3.396995	-0.161494466430435
3.40383	-0.141525830488317
3.410665	0.0437470774258391
3.4175	0.0795442355047935
3.424335	-0.0438559290127603
3.43117	-0.741301827824408
3.438005	-0.79580269133562
