time	LR04
0	-2.10396182187103
0.006835	-2.10396182187103
0.01367	-2.14893789820532
0.020505	-2.21289706506872
0.02734	-2.02861770271485
0.034175	-1.94666810531774
0.04101	-1.94229304830102
0.047845	-2.00930372552061
0.05468	-1.95013628777076
0.061515	-1.84400745369585
0.06835	-1.77699677647626
0.075185	-1.69727760030335
0.08202	-1.65807365801633
0.088855	-1.72508433523592
0.09569	-1.54106232917715
0.102525	-1.34365779577313
0.10936	-1.20963644133395
0.116195	-0.71119857303199
0.12303	-0.308791367987654
0.129865	-0.0742539977190927
0.1367	0.291657633667613
0.143535	0.651552029773627
0.15037	1.00789245799491
0.157205	1.44346185992224
0.16404	1.75030409405247
0.170875	1.97023343080864
0.17771	2.20477080107721
0.184545	2.21651115015847
0.19138	2.14643670752102
0.198215	2.19669471543571
0.20505	2.11079898818039
0.211885	1.99987842499193
0.21872	1.94962041707723
0.225555	1.91297778267954
0.23239	1.86189868563286
0.239225	1.77813533910837
0.24606	1.78349080105881
0.252895	1.68671257903922
0.25973	1.43542253946576
0.266565	1.55422310730898
0.2734	1.62157692625537
0.280235	1.62042495045825
0.28707	1.58691961184846
0.293905	1.46727344474991
0.30074	1.30294532279719
0.307575	1.30294532279719
0.31441	1.28132739400872
0.321245	1.24782205539892
0.32808	1.21431671678913
0.334915	1.21695155504849
0.34175	1.20796859484331
0.348585	1.12420524831882
0.35542	0.987303954386848
0.362255	0.891800258781094
0.36909	0.90855292808599
0.375925	0.838172108906747
0.38276	0.88293984919262
0.389595	1.11747721946118
0.39643	1.13137445939663
0.403265	1.09936423831075
0.4101	1.03308886479145
0.416935	1.01633619548656
0.42377	0.971862576680796
0.430605	0.913749074234694
0.43744	0.94725441284449
0.444275	0.802632430059489
0.45111	0.600313616925217
0.457945	0.650571624839909
0.46478	0.689113793796677
0.471615	0.742411057005894
0.47845	0.859679742140174
0.485285	0.899226826154003
0.49212	0.848429595525765
0.498955	0.647397563867
0.50579	0.602470507779395
0.512625	0.579283931096977
0.51946	0.545778592487182
0.526295	0.74371009354307
0.53313	0.815733090986289
0.539965	0.715217075156905
0.5468	0.598034175454324
0.553635	0.578769218506775
0.56047	0.650387798914836
0.567305	0.784409153354015
0.57414	0.898136125665243
0.580975	0.969975297183392
0.58781	0.869459281354006
0.594645	1.03079716825889
0.60148	1.22127759181852
0.608315	1.07050356807445
0.61515	1.1469383877194
0.621985	1.2198682597263
0.62882	1.10259957459202
0.635655	0.846726141953433
0.64249	0.738918364429525
0.649325	0.939950396088295
0.65616	1.09568771980931
0.662995	1.08496454084678
0.66983	0.867179839883114
0.676665	0.829091108208189
0.6835	0.85563557178859
0.690335	0.922977135673307
0.69717	0.671687096099849
0.704005	0.469478578520621
0.71084	0.320481538718906
0.717675	0.30372886941401
0.72451	0.320138396992107
0.731345	0.281118280630151
0.73818	-0.0539351054677945
0.745015	-0.241486569287947
0.75185	-0.289354840176704
0.758685	-0.105075477822836
0.76552	-0.0425624082366735
0.772355	-0.0379177398631864
0.77919	-0.0881757477778784
0.786025	-0.094131707750213
0.79286	-0.199280136891413
0.799695	-0.450570176464871
0.80653	-0.589824442237769
0.813365	-0.674359857647557
0.8202	-0.705414183923058
0.827035	-0.655156176008365
0.83387	-0.64283983902854
0.840705	-0.63540101659396
0.84754	-0.417616315630291
0.854375	-0.221277972591698
0.86121	-0.0340328853133344
0.868045	0.166999146345438
0.87488	0.140773314368494
0.881715	0.0403185738474689
0.88855	-0.00993943406722524
0.895385	-0.0469987405617447
0.90222	-0.0859453265536729
0.909055	-0.136203334468363
0.91589	-0.215334267681034
0.922725	-0.319134640038371
0.92956	-0.453155994477552
0.936395	-0.555828901161114
0.94323	-0.664261686830265
0.950065	-0.780733792955902
0.9569	-0.814239131565697
0.963735	-0.756199159489624
0.97057	-0.623574882080991
0.977405	-0.506306196946711
0.98424	-0.58649106546313
0.991075	-0.748000523231411
0.99791	-0.697742515316719
1.004745	-0.554444079192236
1.01158	-0.435998908137496
1.018415	-0.53651492396688
1.02525	-0.534088421755929
1.032085	-0.49036236171213
1.03892	-0.423351684492541
1.045755	-0.511502343095414
1.05259	-0.48911234542164
1.059425	-0.237822305848182
1.06626	-0.155308975614181
1.073095	-0.0655406488706755
1.07993	0.0517280362636051
1.086765	0.0695101307489053
1.0936	0.00685000042268656
1.100435	-0.120774211823985
1.10727	-0.15427955043378
1.114105	-0.157600672146749
1.12094	-0.166191470378445
1.127775	-0.333718163427421
1.13461	-0.523843190198581
1.141445	-0.717791796211239
1.14828	-0.885318489260215
1.155115	-1.09045596657892
1.16195	-1.26522540107573
1.168785	-1.33223607829532
1.17562	-1.4818948914273
1.182455	-1.67349052559903
1.18929	-1.9080278958676
1.196125	-1.97742831011312
1.20296	-2.0131763250088
1.209795	-2.02992899431369
1.21663	-2.16043314605316
1.223465	-2.29445450049234
1.2303	-2.41009326242431
1.237135	-2.12529788424106
1.24397	-2.13241807507219
1.250805	-2.32060680209925
1.25764	-2.28710146348946
1.264475	-2.04519880115634
1.27131	-1.65165200570048
1.278145	-1.08206124933397
1.28498	-0.695561114339202
1.291815	-0.564101067789356
1.29865	-0.949412461802
1.305485	-0.837303157631405
1.31232	-0.460607071973805
1.319155	0.1927470309172
1.32599	0.581832983924637
1.332825	0.989031918082525
1.33966	1.47485932792455
1.346495	1.75373551132048
1.35333	1.85854079873488
1.360165	1.79233895558561
1.367	1.75883361697581
1.373835	1.8287242336882
1.38067	1.96143429652853
1.387505	1.92792895791874
1.39434	2.03270973520979
1.401175	2.1363507917654
1.40801	1.85155541358215
1.414845	1.69738673775507
1.42168	1.63393002842021
1.428515	1.6841880363349
1.43535	1.74755896023806
1.442185	1.75030409405247
1.44902	1.61628273961329
1.455855	1.6401188345643
1.46269	1.70356328883749
1.469525	1.78732663536198
1.47636	1.62167496674874
1.483195	1.55486037051589
1.49003	1.62157692625537
1.496865	1.62157692625537
1.5037	1.53995821552339
1.510535	1.39836323297124
1.51737	1.36485789436145
1.524205	1.33135255575165
1.53104	1.31314153410785
1.537875	1.38015221132744
1.54471	1.22782179475109
1.551545	1.13557794554995
1.55838	1.58790001678217
1.565215	1.64397917899081
1.57205	1.57194392648592
1.578885	1.48818057996143
