time	TOC
0	3.0031958954082
0.00683341670835418	3.01379656448877
0.0136668334167084	3.02439723662979
0.0205002501250625	3.03494392996713
0.0273336668334167	3.04442500247835
0.0341670835417709	3.05042635366193
0.0410005002501251	3.05026443508326
0.0478339169584792	3.04092146433944
0.0546673336668334	3.01923076194621
0.0615007503751876	2.98217209799814
0.0683341670835418	2.92685400822718
0.075167583791896	2.8509159667013
0.0820010005002501	2.75318092877704
0.0888344172086043	2.63336273671863
0.0956678339169585	2.49151130804521
0.102501250625313	2.32866079025428
0.109334667333667	2.14693684486162
0.116168084042021	1.94907777566084
0.123001500750375	1.73798308681028
0.129834917458729	1.51656921472687
0.136668334167084	1.28788179498904
0.143501750875438	1.05520497042647
0.150335167583792	0.821901515921118
0.157168584292146	0.591643986771956
0.1640020010005	0.368715429792551
0.170835417708854	0.157743762017135
0.177668834417209	-0.0372242293278377
0.184502251125563	-0.213717168939668
0.191335667833917	-0.370695573272775
0.198169084542271	-0.507988628630915
0.205002501250625	-0.625753922949564
0.211835917958979	-0.724232317350248
0.218669334667334	-0.803783361282574
0.225502751375688	-0.864958464019183
0.232336168084042	-0.90867236298269
0.239169584792396	-0.936015639253184
0.24600300150075	-0.948148663567377
0.252836418209105	-0.94622384881278
0.259669834917459	-0.931397659267175
0.266503251625813	-0.904907438884397
0.273336668334167	-0.868102383526488
0.280170085042521	-0.822514968928139
0.287003501750875	-0.769760663246571
0.29383691845923	-0.711410232397308
0.300670335167584	-0.648847112945865
0.307503751875938	-0.583396858557093
0.314337168584292	-0.516553025593962
0.321170585292646	-0.450159037906877
0.328004002001	-0.386305559555347
0.334837418709355	-0.327037278389164
0.341670835417709	-0.273984953863472
0.348504252126063	-0.22815270022501
0.355337668834417	-0.189979526429663
0.362171085542771	-0.159526788550205
0.369004502251126	-0.136546398522256
0.37583791895948	-0.120617574359437
0.382671335667834	-0.11113181052945
0.389504752376188	-0.106873783548394
0.396338169084542	-0.106042076861577
0.403171585792896	-0.106481258546343
0.410005002501251	-0.106277481650896
0.416838419209605	-0.104293332551422
0.423671835917959	-0.100296514238699
0.430505252626313	-0.0945151860201093
0.437338669334667	-0.08725269153716
0.444172086043022	-0.0787941589136393
0.451005502751376	-0.0692795394772427
0.45783891945973	-0.058748988966144
0.464672336168084	-0.0473046999333254
0.471505752876438	-0.035236110409959
0.478339169584792	-0.0230057390541465
0.485172586293147	-0.011230889137193
0.492006003001501	-0.000706084507377066
0.498839419709855	0.00766765260579728
0.505672836418209	0.0128929699085807
0.512506253126563	0.0139553638303616
0.519339669834918	0.00997174762577558
0.526173086543272	0.000380760918360772
0.533006503251626	-0.0149575719774575
0.53983991995998	-0.0359063254073806
