time	Quartz
0	0.244300684211786
0.00683341670835418	0.0836742822305474
0.0136668334167084	-0.0769521229841022
0.0205002501250625	-0.236877145427187
0.0273336668334167	-0.387114598978892
0.0341670835417709	-0.510446611093899
0.0410005002501251	-0.589477615087918
0.0478339169584792	-0.614927887072349
0.0546673336668334	-0.582038131830226
0.0615007503751876	-0.495641097941319
0.0683341670835418	-0.368119847934808
0.075167583791896	-0.215336805707298
0.0820010005002501	-0.0572432677642955
0.0888344172086043	0.0877315483681555
0.0956678339169585	0.206859723851957
0.102501250625313	0.295930919026506
0.109334667333667	0.359561218625844
0.116168084042021	0.408508464976122
0.123001500750375	0.455645186715701
0.129834917458729	0.512127620560119
0.136668334167084	0.586511673689669
0.143501750875438	0.681704575769655
0.150335167583792	0.79589927641329
0.157168584292146	0.922121723259858
0.1640020010005	1.05028597317852
0.170835417708854	1.16809538237877
0.177668834417209	1.26537329945343
0.184502251125563	1.33757514858372
0.191335667833917	1.38648817131277
0.198169084542271	1.41891422926292
0.205002501250625	1.4434332614342
0.211835917958979	1.46735999338051
0.218669334667334	1.4948777236407
0.225502751375688	1.52634838928598
0.232336168084042	1.55837464527004
0.239169584792396	1.58570658196205
0.24600300150075	1.60379842600553
0.252836418209105	1.61055101404197
0.259669834917459	1.60685408360554
0.266503251625813	1.59582523769728
0.273336668334167	1.58119531206399
0.280170085042521	1.56557856178057
0.287003501750875	1.54936168330044
0.29383691845923	1.53081394057014
0.300670335167584	1.50700558904317
0.307503751875938	1.47500627255538
0.314337168584292	1.43302908515391
0.321170585292646	1.38114234954319
0.328004002001	1.32113318971679
0.334837418709355	1.2562491716598
0.341670835417709	1.19106857064299
0.348504252126063	1.13106082869905
0.355337668834417	1.08201012937597
0.362171085542771	1.04942098260172
0.369004502251126	1.03759391141045
0.37583791895948	1.04824775614226
0.382671335667834	1.07985462569294
0.389504752376188	1.12699932153728
0.396338169084542	1.18030680559241
0.403171585792896	1.22805327840792
0.410005002501251	1.26061836747299
0.416838419209605	1.27301684896706
0.423671835917959	1.26572766790769
0.430505252626313	1.24372040116012
0.437338669334667	1.21414133035456
0.444172086043022	1.18386748203638
0.451005502751376	1.15796977651302
0.45783891945973	1.1393029681839
0.464672336168084	1.12872284392897
0.471505752876438	1.12568258263478
0.478339169584792	1.12868414931676
0.485172586293147	1.13533496631783
0.492006003001501	1.1421894791336
0.498839419709855	1.14508296528015
0.505672836418209	1.14022591322536
0.512506253126563	1.12553417886221
0.519339669834918	1.10127686294582
0.526173086543272	1.07095266543562
0.533006503251626	1.03994448480829
0.53983991995998	1.0146489627552
0.546673336668334	1.00022979242253
0.553506753376688	0.999271088273574
0.560340170085043	1.011422964162
0.567173586793397	1.03407547781058
0.574007003501751	1.06391227199234
0.580840420210105	1.09826436372318
0.587673836918459	1.13576471446375
0.594507253626813	1.17672169086969
0.601340670335168	1.22233692197043
0.608174087043522	1.27418697875408
0.615007503751876	1.33327928410986
0.62184092046023	1.39947395353399
0.628674337168584	1.47072055633563
0.635507753876939	1.54293679947507
0.642341170585293	1.61078423681771
0.649174587293647	1.66900509178175
0.656008004002001	1.71368213598608
0.662841420710355	1.74286622889583
0.669674837418709	1.75626514899152
0.676508254127064	1.75451962531775
0.683341670835418	1.73820085480749
0.690175087543772	1.70718373936684
0.697008504252126	1.66065201211598
0.70384192096048	1.59768230101916
0.710675337668834	1.51815056926824
0.717508754377189	1.42366011789966
0.724342171085543	1.31853851521286
0.731175587793897	1.21007748956943
0.738009004502251	1.10632659461343
0.744842421210605	1.01345774767292
0.75167583791896	0.933835640600696
0.758509254627314	0.865352550376252
0.765342671335668	0.801846351923441
0.772176088044022	0.734511692488982
0.779009504752376	0.654134622401001
0.78584292146073	0.553005657824441
0.792676338169085	0.4265070862271
0.799509754877439	0.275053941629042
0.806343171585793	0.106122719648874
0.813176588294147	-0.0640522620750942
0.820010005002501	-0.211921776747963
0.826843421710855	-0.312286507287818
0.83367683841921	-0.346628775610939
0.840510255127564	-0.310400458359419
0.847343671835918	-0.215616814255075
0.854177088544272	-0.0861442466805582
0.861010505252626	0.0503990681045585
0.867843921960981	0.17091268296396
0.874677338669335	0.262052598351653
0.881510755377689	0.321080693831334
0.888344172086043	0.353122427811705
0.895177588794397	0.367089795297459
0.902011005502751	0.372093498264928
0.908844422211106	0.374369538769987
0.91567783891946	0.375606639340639
0.922511255627814	0.372890693842863
0.929344672336168	0.359885088781402
0.936178089044522	0.329569418877875
0.943011505752877	0.277337108732534
0.949844922461231	0.202743484072055
0.956678339169585	0.10873741287278
0.963511755877939	-0.000895274474856783
0.970345172586293	-0.123695568619651
0.977178589294647	-0.257652247446436
0.984012006003002	-0.397478847973553
