time	Ins41
0	-0.662462965019744
0.00683341670835418	-0.676587371761513
0.0136668334167084	-0.663141877337055
0.0205002501250625	-0.620592729517068
0.0273336668334167	-0.548394171951303
0.0341670835417709	-0.447156906188904
0.0410005002501251	-0.318808648817315
0.0478339169584792	-0.166718475474585
0.0546673336668334	0.00425000423753501
0.0615007503751876	0.187793745714014
0.0683341670835418	0.376365503456671
0.075167583791896	0.561526176260699
0.0820010005002501	0.73444657805671
0.0888344172086043	0.88651988155296
0.0956678339169585	1.01001576675727
0.102501250625313	1.09868754782901
0.109334667333667	1.14824270973455
0.116168084042021	1.15660853741064
0.123001500750375	1.12396330745071
0.129834917458729	1.05254862436061
0.136668334167084	0.946316531513665
0.143501750875438	0.810485997628652
0.150335167583792	0.651084218591243
0.157168584292146	0.47453275689899
0.1640020010005	0.287314696409733
0.170835417708854	0.095734718627731
0.177668834417209	-0.0942351671306171
0.184502251125563	-0.277043319085659
0.191335667833917	-0.447603461313508
0.198169084542271	-0.601320390538672
0.205002501250625	-0.734116094863633
0.211835917958979	-0.842470717342025
0.218669334667334	-0.923486976886014
0.225502751375688	-0.974980709709872
0.232336168084042	-0.995594128346259
0.239169584792396	-0.984922128854998
0.24600300150075	-0.943635599196356
0.252836418209105	-0.873579782496721
0.259669834917459	-0.777821514799949
0.266503251625813	-0.660618341385867
0.273336668334167	-0.527287002268181
0.280170085042521	-0.383959839168711
0.287003501750875	-0.237235021614111
0.29383691845923	-0.0937475152206344
0.300670335167584	0.0402924844546352
0.307503751875938	0.159534383924896
0.314337168584292	0.259835670487418
0.321170585292646	0.338477790078178
0.328004002001	0.394227227814323
0.334837418709355	0.427247604691959
0.341670835417709	0.438892797755297
0.348504252126063	0.43142566313342
0.355337668834417	0.40770991895721
0.362171085542771	0.370915960002403
0.369004502251126	0.3242689341732
0.37583791895948	0.270853726358561
0.382671335667834	0.213479838796361
0.389504752376188	0.154601122128588
0.396338169084542	0.0962810294181812
0.403171585792896	0.0401927796402489
0.410005002501251	-0.0123555442295376
0.416838419209605	-0.0603793656326411
0.423671835917959	-0.103166077082986
0.430505252626313	-0.140218657575286
0.437338669334667	-0.171198343057955
0.444172086043022	-0.195869489649651
0.451005502751376	-0.214049331630705
0.45783891945973	-0.225565098867459
0.464672336168084	-0.230220802383328
0.471505752876438	-0.227775832577883
0.478339169584792	-0.217937269382719
0.485172586293147	-0.200367455493828
0.492006003001501	-0.174707894812471
0.498839419709855	-0.140619894158784
0.505672836418209	-0.0978415488006932
0.512506253126563	-0.046259580200921
0.519339669834918	0.0140068029803301
0.526173086543272	0.0825145877673525
0.533006503251626	0.158404801180514
0.53983991995998	0.240318440463243
0.546673336668334	0.326331687673794
0.553506753376688	0.413923365597375
0.560340170085043	0.499988136394773
0.567173586793397	0.580907443837664
0.574007003501751	0.652685903066165
0.580840420210105	0.711153413868568
0.587673836918459	0.752223173563498
0.594507253626813	0.772184520741102
0.601340670335168	0.767999688881204
0.608174087043522	0.737568075751214
0.615007503751876	0.679922983842411
0.62184092046023	0.595334743697731
0.628674337168584	0.485309166877434
0.635507753876939	0.352487783333346
0.642341170585293	0.200471801958747
0.649174587293647	0.0336014173781641
0.656008004002001	-0.143275806504561
0.662841420710355	-0.325018632222928
0.669674837418709	-0.50636861293184
0.676508254127064	-0.68208119831121
0.683341670835418	-0.847013600174622
0.690175087543772	-0.996179263095099
0.697008504252126	-1.12478350938178
0.70384192096048	-1.22825697172662
0.710675337668834	-1.30230349033754
0.717508754377189	-1.3429779021874
0.724342171085543	-1.34680692874677
0.731175587793897	-1.31096302588912
0.738009004502251	-1.23349596909686
0.744842421210605	-1.11361914476489
0.75167583791896	-0.952036086440021
0.758509254627314	-0.751277393995383
0.765342671335668	-0.51599979844102
0.772176088044022	-0.253180931745541
0.779009504752376	0.0278687877498954
0.78584292146073	0.315753549087685
0.792676338169085	0.597550167306029
0.799509754877439	0.859675948029146
0.806343171585793	1.08899210565994
0.813176588294147	1.27399230507686
0.820010005002501	1.40587541456967
0.826843421710855	1.4793028284599
0.83367683841921	1.49270266000084
0.840510255127564	1.4480887746999
0.847343671835918	1.35047474756367
0.854177088544272	1.20704196056088
0.861010505252626	1.026245039287
0.867843921960981	0.817009752869139
0.874677338669335	0.58811994727404
0.881510755377689	0.347826845142533
0.888344172086043	0.103664517102102
0.895177588794397	-0.137573423760663
0.902011005502751	-0.369750670550337
0.908844422211106	-0.587250334295048
0.91567783891946	-0.784824613408467
0.922511255627814	-0.957463476831583
0.929344672336168	-1.10030457042912
0.936178089044522	-1.20860024731473
0.943011505752877	-1.27775437557361
0.949844922461231	-1.3034406383987
0.956678339169585	-1.28181391356872
0.963511755877939	-1.20982486745384
0.970345172586293	-1.08564242741614
0.977178589294647	-0.909176353030687
0.984012006003002	-0.682670061535367
0.990845422711356	-0.411300904985176
0.99767883941971	-0.103683253506338
1.00451225612806	0.227872784378621
1.01134567283642	0.56752006217806
1.01817908954477	0.896606950379869
1.02501250625313	1.19505564274367
1.03184592296148	1.4432997986576
1.03867933966984	1.6244970794483
1.04551275637819	1.72657144968075
1.05234617308654	1.74360711020399
1.0591795897949	1.67625864113598
1.06601300650325	1.53112087858469
1.07284642321161	1.31929867406645
1.07967983991996	1.05460187032065
1.08651325662831	0.751803535094729
1.09334667333667	0.425272420370268
1.10018009004502	0.0881103887361076
1.10701350675338	-0.248228288157094
1.11384692346173	-0.573948501527181
1.12068034017009	-0.880696798981095
1.12751375687844	-1.1612412742103
1.13434717358679	-1.4091439372723
1.14118059029515	-1.6184876842084
1.1480140070035	-1.78369384371224
1.15484742371186	-1.89944958009262
1.16168084042021	-1.9607562484414
1.16851425712856	-1.96310711563536
1.17534767383692	-1.90280136644418
1.18218109054527	-1.77739602701961
