time	Quartzabschange
0	1.71175813712652
0.00683341670835418	1.71172220357682
0.0136668334167084	1.71168864317262
0.0205002501250625	1.65576279599517
0.0273336668334167	1.33146847671431
0.0341670835417709	0.670416581203685
0.0410005002501251	-0.255783813175586
0.0478339169584792	-1.17111576880554
0.0546673336668334	-0.100583717463329
0.0615007503751876	0.76817961311287
0.0683341670835418	1.39627124467279
0.075167583791896	1.67830839044176
0.0820010005002501	1.59313566104321
0.0888344172086043	1.21408814385648
0.0956678339169585	0.675704299293938
0.102501250625313	0.142287594009102
0.109334667333667	-0.236049759099072
0.116168084042021	-0.388685182591548
0.123001500750375	-0.309743806065345
0.129834917458729	-0.0505121564741375
0.136668334167084	0.320465110524016
0.143501750875438	0.70536064009694
0.150335167583792	0.996069328056789
0.157168584292146	1.13584638270892
0.1640020010005	1.0599027273914
0.170835417708854	0.763387290667632
0.177668834417209	0.326531098659896
0.184502251125563	-0.134391669520508
0.191335667833917	-0.509888097423771
0.198169084542271	-0.732502913166576
0.205002501250625	-0.805284398044319
0.211835917958979	-0.764178402888444
0.218669334667334	-0.681865301908034
0.225502751375688	-0.633915403367078
0.232336168084042	-0.668543364766063
0.239169584792396	-0.801596388539857
0.24600300150075	-1.00056443165593
0.252836418209105	-1.20809261190136
0.259669834917459	-1.08288554479576
0.266503251625813	-0.982670541497105
0.273336668334167	-0.946579309819657
0.280170085042521	-0.93939037554583
0.287003501750875	-0.918205389399766
0.29383691845923	-0.850766897029274
0.300670335167584	-0.725618353920408
0.307503751875938	-0.554528175432937
0.314337168584292	-0.366337450166087
0.321170585292646	-0.19711428008148
0.328004002001	-0.0737039548538202
0.334837418709355	-0.0225616514495522
0.341670835417709	-0.0652201353423334
0.348504252126063	-0.212812289168726
0.355337668834417	-0.466325174575526
0.362171085542771	-0.8107653742549
0.369004502251126	-1.2174335458581
0.37583791895948	-0.829442841205345
0.382671335667834	-0.486629974060742
0.389504752376188	-0.274394774588308
0.396338169084542	-0.268334323670983
0.403171585792896	-0.471272044456845
0.410005002501251	-0.811026605311783
0.416838419209605	-1.19194742476502
0.423671835917959	-0.939976559387662
0.430505252626313	-0.73393471869779
0.437338669334667	-0.662648357307937
0.444172086043022	-0.702136320238916
0.451005502751376	-0.814779375647992
0.45783891945973	-0.960682321023619
0.464672336168084	-1.10727014317889
0.471505752876438	-1.22310561052544
0.478339169584792	-1.13103000433627
0.485172586293147	-1.09281634308122
0.492006003001501	-1.126917928795
0.498839419709855	-1.22147417425125
0.505672836418209	-1.05129469883513
0.512506253126563	-0.867249400445064
0.519339669834918	-0.715345504528282
0.526173086543272	-0.647672800154635
0.533006503251626	-0.694795672873573
0.53983991995998	-0.851335045059693
0.546673336668334	-1.08584249485266
0.553506753376688	-1.12037641372271
0.560340170085043	-0.900775409786884
0.567173586793397	-0.737693086147124
0.574007003501751	-0.635489422986679
0.580840420210105	-0.569274020475568
0.587673836918459	-0.512901741518694
0.594507253626813	-0.441327826950145
0.601340670335168	-0.340721298287526
0.608174087043522	-0.215628246427788
0.615007503751876	-0.0783413662873373
0.62184092046023	0.0393693578985038
0.628674337168584	0.0996152820889252
0.635507753876939	0.0700826558243793
