time	DecOaks
0	1.6107200371132
0.00683341670835418	1.54354298068415
0.0136668334167084	1.4762281982925
0.0205002501250625	1.40863163372439
0.0273336668334167	1.34066494401188
0.0341670835417709	1.2722663194757
0.0410005002501251	1.20337851054253
0.0478339169584792	1.13397832245384
0.0546673336668334	1.06405889415969
0.0615007503751876	0.993613468589035
0.0683341670835418	0.922635749670283
0.075167583791896	0.851135935362247
0.0820010005002501	0.779144833383052
0.0888344172086043	0.706694556816593
0.0956678339169585	0.633827838020026
0.102501250625313	0.560619643384807
0.109334667333667	0.487164331063107
0.116168084042021	0.413595484156997
0.123001500750375	0.340056555295174
0.129834917458729	0.266730993379756
0.136668334167084	0.193833018953285
0.143501750875438	0.121577721831293
0.150335167583792	0.0501866113070409
0.157168584292146	-0.0201077107728402
0.1640020010005	-0.089076190811519
0.170835417708854	-0.156522951679672
0.177668834417209	-0.222292718588883
0.184502251125563	-0.286259817801421
0.191335667833917	-0.348316398175587
0.198169084542271	-0.408363969856364
0.205002501250625	-0.466310332288099
0.211835917958979	-0.522074232719045
0.218669334667334	-0.575577495123494
0.225502751375688	-0.62675008487757
0.232336168084042	-0.675538692031508
0.239169584792396	-0.72189385840653
0.24600300150075	-0.765790529854495
0.252836418209105	-0.807221265038326
0.259669834917459	-0.846184623457467
0.266503251625813	-0.882692935045664
0.273336668334167	-0.916760964391185
0.280170085042521	-0.948406916501599
0.287003501750875	-0.977651469032003
0.29383691845923	-1.00452203080303
0.300670335167584	-1.02905138527004
0.307503751875938	-1.05128249102887
0.314337168584292	-1.0712721166963
0.321170585292646	-1.08909077159861
0.328004002001	-1.1048216984021
0.334837418709355	-1.11855122821926
0.341670835417709	-1.130359915273
0.348504252126063	-1.14032441142342
0.355337668834417	-1.14850679542024
0.362171085542771	-1.15495147576378
0.369004502251126	-1.15970157975748
0.37583791895948	-1.16279753759542
0.382671335667834	-1.16427793352081
0.389504752376188	-1.1641836263372
0.396338169084542	-1.16256728458102
0.403171585792896	-1.15948781474554
0.410005002501251	-1.15500427873193
