time	Ins41abschange
0	0.135223488366118
0.00683341670835418	0.0028146729356515
0.0136668334167084	-0.139376072328666
0.0205002501250625	-0.286784187087386
0.0273336668334167	-0.434029358012713
0.0341670835417709	-0.574905781302132
0.0410005002501251	-0.702492852267045
0.0478339169584792	-0.80942458126822
0.0546673336668334	-0.888339805992411
0.0615007503751876	-0.932505435651825
0.0683341670835418	-0.936562224965347
0.075167583791896	-0.897293857493782
0.0820010005002501	-0.814279517964718
0.0888344172086043	-0.690276199259078
0.0956678339169585	-0.531205362884962
0.102501250625313	-0.345692267182131
0.109334667333667	-0.144209168922491
0.116168084042021	0.0620269683862187
0.123001500750375	0.262191760786018
0.129834917458729	0.446817040715557
0.136668334167084	0.608432769642233
0.143501750875438	0.741832507198031
0.150335167583792	0.843999013561357
0.157168584292146	0.913788491576365
0.1640020010005	0.951494189049244
0.170835417708854	0.958398363119056
0.177668834417209	0.936390347893804
0.184502251125563	0.887692398394562
0.191335667833917	0.814704164771343
0.198169084542271	0.719955324480263
0.205002501250625	0.606143860683629
0.211835917958979	0.476232160249235
0.218669334667334	0.333571401825124
0.225502751375688	0.182024087894519
0.232336168084042	0.0260537790592623
0.239169584792396	-0.12924969269143
0.24600300150075	-0.278240333754847
0.252836418209105	-0.414906845805797
0.259669834917459	-0.533196899082139
0.266503251625813	-0.627465611685784
0.273336668334167	-0.693009225305341
0.280170085042521	-0.726612705717904
0.287003501750875	-0.727014997980131
0.29383691845923	-0.695189506853777
0.300670335167584	-0.634358649420243
0.307503751875938	-0.54971012509779
0.314337168584292	-0.447847572038007
0.321170585292646	-0.336069501357392
0.328004002001	-0.221607127384231
0.334837418709355	-0.110952070226794
0.341670835417709	-0.00937119218710637
0.348504252126063	0.0793474007830449
0.355337668834417	0.15292674551236
0.362171085542771	0.210460035127217
0.369004502251126	0.252161809100612
0.37583791895948	0.279074898917489
0.382671335667834	0.292782533838089
0.389504752376188	0.295156509076396
0.396338169084542	0.288155385364111
0.403171585792896	0.273674343557444
0.410005002501251	0.253441148558212
0.416838419209605	0.228949814714147
0.423671835917959	0.201423591352216
0.430505252626313	0.171800430520304
0.437338669334667	0.140736112649623
0.444172086043022	0.108622028738087
0.451005502751376	0.0756159254650738
0.45783891945973	0.0416846264263505
0.464672336168084	0.00665792623400048
0.471505752876438	-0.0297073697429059
0.478339169584792	-0.0676547487076098
0.485172586293147	-0.107348737213931
0.492006003001501	-0.148791934215845
0.498839419709855	-0.191741997433631
0.505672836418209	-0.235633374269247
0.512506253126563	-0.279509872761611
0.519339669834918	-0.321975788945665
0.526173086543272	-0.361175095954681
0.533006503251626	-0.394809627199275
0.53983991995998	-0.420207746853446
0.546673336668334	-0.434453624886426
0.553506753376688	-0.434582894653766
0.560340170085043	-0.417842294233245
0.567173586793397	-0.381998745954548
0.574007003501751	-0.325668457136062
0.580840420210105	-0.248622065630508
0.587673836918459	-0.152012277424731
0.594507253626813	-0.038471064956728
0.601340670335168	0.0879620242966384
0.608174087043522	0.222090795240318
0.615007503751876	0.357966711543206
0.62184092046023	0.489386387694908
0.628674337168584	0.610400618396269
0.635507753876939	0.715752170168451
0.642341170585293	0.801179189354428
