time	Grainsize
0	0.846915061015436
0.00683341670835418	0.714558613540748
0.0136668334167084	0.59634418251786
0.0205002501250625	0.491135515738513
0.0273336668334167	0.397867514093492
0.0341670835417709	0.315542658585839
0.0410005002501251	0.243227584983843
0.0478339169584792	0.180049800985347
0.0546673336668334	0.12519454091741
0.0615007503751876	0.0779017531430865
0.0683341670835418	0.0374632154921607
0.075167583791896	0.0032197741730255
0.0820010005002501	-0.0254412982398553
0.0888344172086043	-0.0490888300148638
0.0956678339169585	-0.0682501668105097
0.102501250625313	-0.0834134815764612
0.109334667333667	-0.0950299817002132
0.116168084042021	-0.103516017171427
0.123001500750375	-0.109255093418923
0.129834917458729	-0.11259979236162
0.136668334167084	-0.11387360510394
0.143501750875438	-0.113372679598395
0.150335167583792	-0.111367486493225
0.157168584292146	-0.108104406280865
0.1640020010005	-0.103807240763736
0.170835417708854	-0.0986786517572614
0.177668834417209	-0.0929015298560271
0.184502251125563	-0.0866402959976568
0.191335667833917	-0.0800421384700163
0.198169084542271	-0.073238187921038
0.205002501250625	-0.0663446328463335
0.211835917958979	-0.0594637779481078
0.218669334667334	-0.0526850476795007
0.225502751375688	-0.0460859372112195
0.232336168084042	-0.0397329129824101
0.239169584792396	-0.0336822649247359
0.24600300150075	-0.0279809123778522
0.252836418209105	-0.0226671656456766
0.259669834917459	-0.01777144507597
0.266503251625813	-0.0133169594808682
0.273336668334167	-0.00932034565297329
0.280170085042521	-0.00579227067035896
0.287003501750875	-0.00273799862446992
0.29383691845923	-0.00015792334717359
0.300670335167584	0.00195193134276224
0.307503751875938	0.00359944240781985
0.314337168584292	0.00479594796130596
0.321170585292646	0.00555583587629434
0.328004002001	0.00589615932150678
0.334837418709355	0.00583627795982824
0.341670835417709	0.00539752359184363
0.348504252126063	0.00460288907202362
0.355337668834417	0.00347673936907664
0.362171085542771	0.00204454368451915
0.369004502251126	0.000332627584720259
0.37583791895948	-0.00163205585836127
0.382671335667834	-0.00382213688383546
0.389504752376188	-0.00621002274454547
0.396338169084542	-0.00876807518801719
0.403171585792896	-0.0114687725728344
0.410005002501251	-0.0142848574435281
0.416838419209605	-0.0171894703541084
0.423671835917959	-0.020156270698485
0.430505252626313	-0.0231595452751572
0.437338669334667	-0.0261743052836781
0.444172086043022	-0.0291763724215415
0.451005502751376	-0.032142454722183
0.45783891945973	-0.0350502127477839
0.464672336168084	-0.0378783167244666
0.471505752876438	-0.0406064951822127
0.478339169584792	-0.0432155756374644
0.485172586293147	-0.0456875178328096
0.492006003001501	-0.0480054400253731
0.498839419709855	-0.0501536387935972
0.505672836418209	-0.0521176028108332
0.512506253126563	-0.0538840210137296
0.519339669834918	-0.0554407855736087
0.526173086543272	-0.0567769900599701
0.533006503251626	-0.0578829231668721
0.53983991995998	-0.0587500583552031
0.546673336668334	-0.0593710397467623
0.553506753376688	-0.0597396645895989
0.560340170085043	-0.0598508625981731
0.567173586793397	-0.0597006724566334
0.574007003501751	-0.0592862157587531
0.580840420210105	-0.0586056686439256
0.587673836918459	-0.0576582313749544
0.594507253626813	-0.0564440960902646
0.601340670335168	-0.0549644129505409
0.608174087043522	-0.0532212548876546
0.615007503751876	-0.0512175811520961
0.62184092046023	-0.0489571998439116
0.628674337168584	-0.0464447296013857
0.635507753876939	-0.043685560611388
0.642341170585293	-0.0406858150953806
0.649174587293647	-0.0374523074155656
0.656008004002001	-0.0339925039365557
0.662841420710355	-0.0303144827691772
0.669674837418709	-0.0264268935146633
0.676508254127064	-0.0223389171194692
0.683341670835418	-0.0180602259432473
0.690175087543772	-0.0136009441352003
0.697008504252126	-0.00897160840698858
0.70384192096048	-0.00418312928364639
0.710675337668834	0.000753247092421769
0.717508754377189	0.00582597653545229
0.724342171085543	0.0110232537052542
0.731175587793897	0.0163330482535333
0.738009004502251	0.0217431401754286
0.744842421210605	0.0272411543190968
0.75167583791896	0.03281459401101
0.758509254627314	0.0384508737592308
0.765342671335668	0.0441373510012267
0.772176088044022	0.0498613568669728
0.779009504752376	0.0556102259319705
0.78584292146073	0.0613713249385337
0.792676338169085	0.0671320804672316
0.799509754877439	0.0728800055436704
0.806343171585793	0.0786027251689663
0.813176588294147	0.0842880007652336
0.820010005002501	0.0899237535301875
0.826843421710855	0.0954980866976243
0.83367683841921	0.100999306703017
0.840510255127564	0.106415943255763
0.847343671835918	0.111736768321877
0.854177088544272	0.116950814022876
0.861010505252626	0.122047389458581
0.867843921960981	0.127016096463345
0.874677338669335	0.131846844306812
0.881510755377689	0.136529863351939
0.888344172086043	0.141055717684382
0.895177588794397	0.145415316728682
0.902011005502751	0.149599925867927
0.908844422211106	0.153601176084639
0.91567783891946	0.1574110726417
0.922511255627814	0.161022002823029
0.929344672336168	0.164426742754582
0.936178089044522	0.167618463326997
0.943011505752877	0.170590735241894
0.949844922461231	0.173337533204442
0.956678339169585	0.175853239285329
0.963511755877939	0.178132645475742
0.970345172586293	0.180170955459367
0.977178589294647	0.181963785625734
0.984012006003002	0.183507165349532
0.990845422711356	0.184797536560718
0.99767883941971	0.18583175263042
1.00451225612806	0.186607076597757
1.01134567283642	0.187121178762739
1.01817908954477	0.187372133670468
1.02501250625313	0.18735841651181
1.03184592296148	0.187078898965666
1.03867933966984	0.186532844507855
1.04551275637819	0.185719903211503
1.05234617308654	0.184640106063649
1.0591795897949	0.183293858822587
1.06601300650325	0.181681935440229
1.07284642321161	0.179805471073512
1.07967983991996	0.177665954708598
1.08651325662831	0.175265221421306
1.09334667333667	0.172605444296869
1.10018009004502	0.169689126031783
1.10701350675338	0.166519090240133
1.11384692346173	0.163098472486379
1.12068034017009	0.159430711066215
1.12751375687844	0.155519537556664
1.13434717358679	0.151368967156163
1.14118059029515	0.146983288834923
1.1480140070035	0.142367055315432
1.15484742371186	0.137525072902469
1.16168084042021	0.132462391181537
1.16851425712856	0.127184292604163
1.17534767383692	0.121696281977984
1.18218109054527	0.116004075879094
1.18901450725363	0.110113592003603
1.19584792396198	0.104030938474847
1.20268134067034	0.0977624031222347
1.20951475737869	0.0913144427471607
