time	NonEnd
0	170.76
0.00685342671335754	170.724362181091
0.0137068534267133	170.688724362181
0.0205602801400708	170.653086543272
0.0274137068534266	170.617448724362
0.0342671335667841	170.581810905453
0.0411205602801399	170.546173086543
0.0479739869934974	170.510535267634
0.0548274137068532	170.474897448724
0.0616808404202107	170.439259629815
0.0685342671335682	170.403621810905
0.075387693846924	170.367983991996
0.0822411205602815	170.332346173087
0.0890945472736373	170.296708354177
0.0959479739869948	170.261070535268
0.102801400700351	170.231035517759
0.109654827413708	170.209104552276
0.116508254127064	170.187173586793
0.123361680840421	170.165242621311
0.130215107553777	170.143311655828
0.137068534267135	170.121380690345
0.14392196098049	170.099449724862
0.150775387693848	170.07751875938
0.157628814407204	170.055587793897
0.164482241120561	170.033656828414
0.171335667833917	170.011725862931
0.178189094547275	169.989794897449
0.18504252126063	169.967863931966
0.191895947973988	169.945932966483
0.198749374687344	169.924002001
0.205602801400701	169.905432716358
0.212456228114057	169.887613806903
0.219309654827414	169.869794897449
0.22616308154077	169.851975987994
0.233016508254128	169.834157078539
0.239869934967484	169.816338169085
0.246723361680841	169.79851925963
0.253576788394197	169.780700350175
0.260430215107554	169.76288144072
0.267283641820912	169.745062531266
0.274137068534268	169.727243621811
0.280990495247625	169.709424712356
0.287843921960981	169.691605802901
0.294697348674338	169.673786893447
0.301550775387694	169.653021510755
0.308404202101052	169.622181090545
0.315257628814408	169.591340670335
0.322111055527765	169.560500250125
0.328964482241121	169.529659829915
0.335817908954478	169.498819409705
0.342671335667834	169.467978989495
0.349524762381192	169.437138569285
0.356378189094547	169.406298149075
0.363231615807905	169.375457728864
0.370085042521261	169.344617308654
0.376938469234618	169.313776888444
0.383791895947974	169.282936468234
0.390645322661332	169.252096048024
0.397498749374687	169.221255627814
0.404352176088045	169.190415207604
0.411205602801401	169.159574787394
0.418059029514758	169.128734367184
0.424912456228114	169.097893946973
0.431765882941471	169.067053526763
0.438619309654827	169.036213106553
0.445472736368185	169.005372686343
0.45232616308154	168.974532266133
0.459179589794898	168.943691845923
0.466033016508254	168.912851425713
0.472886443221611	168.882011005503
0.479739869934969	168.851170585293
0.486593296648325	168.820330165083
0.493446723361682	168.789489744872
0.500300150075038	168.75963981991
0.507153576788395	168.751415707854
0.514007003501751	168.743191595798
0.520860430215109	168.734967483742
0.527713856928465	168.726743371686
0.534567283641822	168.71851925963
0.541420710355178	168.710295147574
0.548274137068535	168.702071035518
0.555127563781891	168.693846923462
0.561980990495249	168.685622811406
0.568834417208604	168.67739869935
0.575687843921962	168.669174587294
0.582541270635318	168.660950475238
