time	DecOaksabschange
0	2.50332854733617
0.00683341670835418	2.50713066611971
0.0136668334167084	2.51941233960107
0.0205002501250625	2.53884939842034
0.0273336668334167	2.56200216336935
0.0341670835417709	2.58870392182903
0.0410005002501251	2.6180079142093
0.0478339169584792	2.64777966882614
0.0546673336668334	2.67793951075739
0.0615007503751876	2.70848618525443
0.0683341670835418	2.73923925204718
0.075167583791896	2.76851694363863
0.0820010005002501	2.79594843485273
0.0888344172086043	2.82150823107241
0.0956678339169585	2.84355310217724
0.102501250625313	2.8609009014852
0.109334667333667	2.87151850266972
0.116168084042021	2.87400732409367
0.123001500750375	2.86760231582552
0.129834917458729	2.84913069185655
0.136668334167084	2.81825178500064
0.143501750875438	2.77491234409143
0.150335167583792	2.71835785306435
0.157168584292146	2.64831666752377
0.1640020010005	2.5657526435289
0.170835417708854	2.47305473161232
0.177668834417209	2.37239625086581
0.184502251125563	2.26517952394745
0.191335667833917	2.15198537066899
0.198169084542271	2.03331151664208
0.205002501250625	1.909613329381
0.211835917958979	1.78140391168037
0.218669334667334	1.64871760856598
0.225502751375688	1.51261417866746
0.232336168084042	1.37354724128328
0.239169584792396	1.23202725433175
0.24600300150075	1.08991385763461
0.252836418209105	0.947415816006516
0.259669834917459	0.805312233340081
0.266503251625813	0.664043386144372
0.273336668334167	0.523691817810113
0.280170085042521	0.384486513833881
0.287003501750875	0.246594468891006
0.29383691845923	0.110504389149572
0.300670335167584	-0.0235082414968094
0.307503751875938	-0.154673953752282
0.314337168584292	-0.282094980350242
0.321170585292646	-0.405086288567956
0.328004002001	-0.52306556606646
0.334837418709355	-0.636170525870853
0.341670835417709	-0.744794121454504
0.348504252126063	-0.849156663830419
0.355337668834417	-0.950692621852947
0.362171085542771	-1.04972897460075
0.369004502251126	-1.14632096231378
0.37583791895948	-1.24067196860262
0.382671335667834	-1.33279438924776
0.389504752376188	-1.32244717638947
0.396338169084542	-1.2362660301601
0.403171585792896	-1.1535823619674
0.410005002501251	-1.07412998020403
0.416838419209605	-0.997751995248564
0.423671835917959	-0.924440051440474
0.430505252626313	-0.85420464504452
0.437338669334667	-0.787293600632897
0.444172086043022	-0.723801196092111
0.451005502751376	-0.663257090522894
0.45783891945973	-0.605116286899367
0.464672336168084	-0.549329357361777
0.471505752876438	-0.495735819934058
0.478339169584792	-0.444395387568496
0.485172586293147	-0.396778683649623
0.492006003001501	-0.353448850317065
0.498839419709855	-0.31518095884641
0.505672836418209	-0.282942181172693
0.512506253126563	-0.256732644575302
0.519339669834918	-0.235646794838479
0.526173086543272	-0.218494583256863
0.533006503251626	-0.205267127683444
0.53983991995998	-0.195041554851583
0.546673336668334	-0.186321553648577
0.553506753376688	-0.179070374019617
0.560340170085043	-0.172873329741123
0.567173586793397	-0.167492052072069
0.574007003501751	-0.162534311632045
0.580840420210105	-0.155147198231929
0.587673836918459	-0.144767255038449
0.594507253626813	-0.131518831958555
0.601340670335168	-0.11628430693436
0.608174087043522	-0.0992210768271096
0.615007503751876	-0.0802227998732563
0.62184092046023	-0.0584284371637554
0.628674337168584	-0.0336319107384998
0.635507753876939	-0.00436719184203328
0.642341170585293	0.0302877163411989
0.649174587293647	0.0698199954757217
0.656008004002001	0.113490657796827
0.662841420710355	0.161008966062197
0.669674837418709	0.209977067756793
0.676508254127064	0.25983793413768
0.683341670835418	0.310325515469036
0.690175087543772	0.360935197982865
0.697008504252126	0.411590432736155
0.70384192096048	0.461495364820483
0.710675337668834	0.510416208762085
0.717508754377189	0.556776407475508
0.724342171085543	0.597567316244243
0.731175587793897	0.632673050716405
0.738009004502251	0.661669904715632
0.744842421210605	0.684430635416245
0.75167583791896	0.702270551728393
0.758509254627314	0.717514676516001
0.765342671335668	0.730111727707624
0.772176088044022	0.739475588188265
0.779009504752376	0.745447536076663
0.78584292146073	0.745660365811546
0.792676338169085	0.738789811425748
0.799509754877439	0.723836161046974
0.806343171585793	0.70009433682971
0.813176588294147	0.668084873779226
0.820010005002501	0.628133034671704
0.826843421710855	0.582151548859904
0.83367683841921	0.531287892294672
0.840510255127564	0.47870956987285
0.847343671835918	0.426280476042136
0.854177088544272	0.37591341612351
0.861010505252626	0.32995296517752
0.867843921960981	0.288167624725422
0.874677338669335	0.249566167211303
0.881510755377689	0.213929247869775
0.888344172086043	0.178094807320073
0.895177588794397	0.140554846308008
0.902011005502751	0.101048034643154
0.908844422211106	0.0589817277440747
0.91567783891946	0.0143393408291475
0.922511255627814	-0.0315438719380964
0.929344672336168	-0.0773754298422257
0.936178089044522	-0.123160992388132
0.943011505752877	-0.168957102812313
0.949844922461231	-0.214827577226001
0.956678339169585	-0.26083967977296
0.963511755877939	-0.309113945494007
0.970345172586293	-0.36068451506074
0.977178589294647	-0.415699024317549
0.984012006003002	-0.474565552091042
0.990845422711356	-0.537286604759526
0.99767883941971	-0.603703755729598
1.00451225612806	-0.673731381205934
1.01134567283642	-0.747197088990458
1.01817908954477	-0.823528329877475
1.02501250625313	-0.902604489403534
1.03184592296148	-0.983253487319884
1.03867933966984	-1.06514043986707
1.04551275637819	-1.14838910422809
1.05234617308654	-1.23303397311642
1.0591795897949	-1.31832437492238
1.06601300650325	-1.34082079282869
1.07284642321161	-1.25685899440276
1.07967983991996	-1.17591144766176
1.08651325662831	-1.0976222829524
1.09334667333667	-1.02036635748825
1.10018009004502	-0.94391501259201
1.10701350675338	-0.867740949652378
1.11384692346173	-0.788406359347089
1.12068034017009	-0.705310628451985
1.12751375687844	-0.618465223752059
1.13434717358679	-0.528453095311931
