time	TOCabschange
0	-0.491353673243365
0.00683341670835418	-0.491362244778307
0.0136668334167084	-0.491352779388548
0.0205002501250625	-0.495254425224621
0.0273336668334167	-0.527815038164386
0.0341670835417709	-0.600128999317528
0.0410005002501251	-0.587443761843913
0.0478339169584792	-0.425207260157451
0.0546673336668334	-0.215817443863456
0.0615007503751876	0.0376436029002761
0.0683341670835418	0.333213498694775
0.075167583791896	0.65612408500133
0.0820010005002501	0.987251235951659
0.0888344172086043	1.321479928379
0.0956678339169585	1.64815066789869
0.102501250625313	1.9510477870491
0.109334667333667	2.21562952768563
0.116168084042021	2.43691368737873
0.123001500750375	2.61445280483084
0.129834917458729	2.74753943327653
0.136668334167084	2.83285337422383
0.143501750875438	2.86771085550233
0.150335167583792	2.85097552464069
0.157168584292146	2.77427952466774
0.1640020010005	2.62914728361008
0.170835417708854	2.41523990899968
0.177668834417209	2.15137455931443
0.184502251125563	1.86219297991482
0.191335667833917	1.56551698346198
0.198169084542271	1.26976338993177
0.205002501250625	0.977261781734484
0.211835917958979	0.688931745769531
0.218669334667334	0.407217616688691
0.225502751375688	0.13642729917496
0.232336168084042	-0.118670950790111
0.239169584792396	-0.356619969165782
0.24600300150075	-0.577057380838343
0.252836418209105	-0.521922753407096
0.259669834917459	-0.336572711422308
0.266503251625813	-0.170660704376636
0.273336668334167	-0.0263583715770392
0.280170085042521	0.0938045679073525
0.287003501750875	0.189614931252864
0.29383691845923	0.263070313155383
0.300670335167584	0.316690910917441
0.307503751875938	0.349709169349262
0.314337168584292	0.357692240848538
0.321170585292646	0.335437458247356
0.328004002001	0.281209029907035
0.334837418709355	0.198380090200279
0.341670835417709	0.0955506395811473
0.348504252126063	-0.0176802641101742
0.355337668834417	-0.134356459738946
0.362171085542771	-0.249545132679855
0.369004502251126	-0.359065888006797
0.37583791895948	-0.461833461096295
0.382671335667834	-0.551320223586736
0.389504752376188	-0.61805416228589
0.396338169084542	-0.648632665838633
0.403171585792896	-0.645298479970466
0.410005002501251	-0.636249295060681
0.416838419209605	-0.60564096308501
0.423671835917959	-0.576728184341355
0.430505252626313	-0.552008321256475
0.437338669334667	-0.532084645213481
0.444172086043022	-0.515514484684324
0.451005502751376	-0.499966430367177
0.45783891945973	-0.485082109058408
0.464672336168084	-0.472942557407195
0.471505752876438	-0.466736086768779
0.478339169584792	-0.468430768696715
0.485172586293147	-0.480957559903693
0.492006003001501	-0.506294897107413
0.498839419709855	-0.546071490619967
0.505672836418209	-0.601196781200654
0.512506253126563	-0.630960395285838
0.519339669834918	-0.549685882637626
0.526173086543272	-0.463098484969352
0.533006503251626	-0.377143484933562
0.53983991995998	-0.294969310934816
0.546673336668334	-0.222844229676631
0.553506753376688	-0.163448980819129
0.560340170085043	-0.1187633273452
0.567173586793397	-0.0892435416889335
0.574007003501751	-0.0740269107540033
0.580840420210105	-0.0719495518480631
0.587673836918459	-0.0805222554812512
0.594507253626813	-0.0982133942352705
0.601340670335168	-0.125233444281648
0.608174087043522	-0.163381467860445
0.615007503751876	-0.217638235429433
0.62184092046023	-0.292850162695311
0.628674337168584	-0.391515281841711
0.635507753876939	-0.512777657396161
0.642341170585293	-0.649042817506444
0.649174587293647	-0.494372584593602
