time	Ca
0	-0.196199546297923
0.00683341670835418	0.0140168752302376
0.0136668334167084	0.244420431589558
0.0205002501250625	0.514116833198363
0.0273336668334167	0.808613320787749
0.0341670835417709	1.06190905287512
0.0410005002501251	1.21825195057752
0.0478339169584792	1.24654485712821
0.0546673336668334	1.1174412372456
0.0615007503751876	0.813228156309017
0.0683341670835418	0.388327164645645
0.075167583791896	-0.0626024205687518
0.0820010005002501	-0.424496312258686
0.0888344172086043	-0.610738850286713
0.0956678339169585	-0.648263200004716
0.102501250625313	-0.625518888121247
0.109334667333667	-0.625743743400297
0.116168084042021	-0.674058683958794
0.123001500750375	-0.754568335302066
0.129834917458729	-0.828436103337743
0.136668334167084	-0.866177666844111
0.143501750875438	-0.873645220175217
0.150335167583792	-0.864511823377735
0.157168584292146	-0.852452410700222
0.1640020010005	-0.8502345449115
0.170835417708854	-0.862496936165522
0.177668834417209	-0.877145830435163
0.184502251125563	-0.877769948608992
0.191335667833917	-0.865119921571761
0.198169084542271	-0.852386299155817
0.205002501250625	-0.848491508506188
0.211835917958979	-0.855994673214739
0.218669334667334	-0.869524033923224
0.225502751375688	-0.880888767557344
0.232336168084042	-0.880702801278694
0.239169584792396	-0.866471527896795
0.24600300150075	-0.850030446760475
0.252836418209105	-0.846224252826761
0.259669834917459	-0.855405959256261
0.266503251625813	-0.868242533281133
0.273336668334167	-0.873219164440846
0.280170085042521	-0.867351848648784
0.287003501750875	-0.856360309102284
0.29383691845923	-0.848243971236428
0.300670335167584	-0.849763363540462
0.307503751875938	-0.860129595441182
0.314337168584292	-0.86870404938645
0.321170585292646	-0.866780362208597
0.328004002001	-0.856649053645329
0.334837418709355	-0.847102239552471
0.341670835417709	-0.846332451665269
0.348504252126063	-0.854760511749893
0.355337668834417	-0.866658858473815
0.362171085542771	-0.873819196192418
0.369004502251126	-0.870268384775906
0.37583791895948	-0.855608253572401
0.382671335667834	-0.841637328419531
0.389504752376188	-0.841354142075933
0.396338169084542	-0.855458561545108
0.403171585792896	-0.870871432553854
0.410005002501251	-0.874707269240016
0.416838419209605	-0.863283395725785
0.423671835917959	-0.846815084727032
0.430505252626313	-0.841321017394914
0.437338669334667	-0.851155982075917
0.444172086043022	-0.866990257742493
0.451005502751376	-0.878398216101819
0.45783891945973	-0.876850608430622
0.464672336168084	-0.864044651353526
0.471505752876438	-0.849480361987483
0.478339169584792	-0.842786680333288
0.485172586293147	-0.849327304563835
0.492006003001501	-0.864402891359646
0.498839419709855	-0.878784922740113
0.505672836418209	-0.885240944457413
0.512506253126563	-0.881705670154153
0.519339669834918	-0.87085447906423
0.526173086543272	-0.85837165350154
0.533006503251626	-0.850053106180231
0.53983991995998	-0.850835635602445
0.546673336668334	-0.859224044391657
0.553506753376688	-0.87075375296552
0.560340170085043	-0.880094843226056
0.567173586793397	-0.881235002689387
