time	Isotope
0	1.92705222833103
0.00683341670835418	1.81256503903306
0.0136668334167084	1.68534653547739
0.0205002501250625	1.5485109576198
0.0273336668334167	1.41460632299525
0.0341670835417709	1.29121839119068
0.0410005002501251	1.17963419791168
0.0478339169584792	1.06905775463389
0.0546673336668334	0.956178308313375
0.0615007503751876	0.857167778196266
0.0683341670835418	0.793671040542388
0.075167583791896	0.784557275427661
0.0820010005002501	0.841274663771147
0.0888344172086043	0.968402415632767
0.0956678339169585	1.13440106451238
0.102501250625313	1.26184021616727
0.109334667333667	1.30110814353379
0.116168084042021	1.25832996422586
0.123001500750375	1.14637697802862
0.129834917458729	0.978120479446578
0.136668334167084	0.766431739897446
0.143501750875438	0.52418203904686
0.150335167583792	0.264242678685506
0.157168584292146	-0.000515020660737239
0.1640020010005	-0.257219801328827
0.170835417708854	-0.493123951760058
0.177668834417209	-0.701233269360315
0.184502251125563	-0.882627333920151
0.191335667833917	-1.03899020615859
0.198169084542271	-1.17200587255555
0.205002501250625	-1.28335841192362
0.211835917958979	-1.37473181547748
0.218669334667334	-1.44781014355185
0.225502751375688	-1.50427740614866
0.232336168084042	-1.54581768887715
0.239169584792396	-1.57411499934976
0.24600300150075	-1.59085336422746
0.252836418209105	-1.59771680902249
0.259669834917459	-1.59638937068001
0.266503251625813	-1.58855510714921
0.273336668334167	-1.57589802756812
0.280170085042521	-1.56010220613525
0.287003501750875	-1.5428516214217
0.29383691845923	-1.52583035437876
0.300670335167584	-1.5107224033727
0.307503751875938	-1.49921182798143
0.314337168584292	-1.49298264559375
0.321170585292646	-1.49371890316959
0.328004002001	-1.50310464750107
0.334837418709355	-1.52282107924874
0.341670835417709	-1.55301057389005
0.348504252126063	-1.58972992897613
0.355337668834417	-1.62836557435886
0.362171085542771	-1.66430392969534
0.369004502251126	-1.69306267469138
0.37583791895948	-1.711828642289
0.382671335667834	-1.71893758239414
0.389504752376188	-1.7127478578558
0.396338169084542	-1.69164044541229
0.403171585792896	-1.65501522258042
0.410005002501251	-1.60434222664138
0.416838419209605	-1.54500722350153
0.423671835917959	-1.48258381752405
0.430505252626313	-1.41788073512651
0.437338669334667	-1.35108542668404
0.444172086043022	-1.28238533799643
0.451005502751376	-1.21196794546889
0.45783891945973	-1.14002067439217
0.464672336168084	-1.06676983509284
0.471505752876438	-0.993246521517644
0.478339169584792	-0.921867540046231
0.485172586293147	-0.854611255668462
0.492006003001501	-0.792218057893339
0.498839419709855	-0.73529567318191
0.505672836418209	-0.684451743896748
0.512506253126563	-0.640293971002783
0.519339669834918	-0.603430038463193
0.526173086543272	-0.574467636029967
0.533006503251626	-0.554014448375582
0.53983991995998	-0.542678184835717
0.546673336668334	-0.541066513552973
0.553506753376688	-0.549787125436608
0.560340170085043	-0.569447694953315
0.567173586793397	-0.600338812670925
0.574007003501751	-0.640510789105061
0.580840420210105	-0.687048859585095
0.587673836918459	-0.737034491333788
0.594507253626813	-0.787549083026232
0.601340670335168	-0.835674128119098
0.608174087043522	-0.878491044996375
0.615007503751876	-0.913081326483959
0.62184092046023	-0.936533685927136
0.628674337168584	-0.947170455660063
0.635507753876939	-0.945926140664778
0.642341170585293	-0.934068036833179
0.649174587293647	-0.912863397836725
0.656008004002001	-0.883579558214735
0.662841420710355	-0.848015581621973
0.669674837418709	-0.809777452171557
0.676508254127064	-0.772854579064565
0.683341670835418	-0.741236392692959
0.690175087543772	-0.71891231047985
0.697008504252126	-0.709445757445175
0.70384192096048	-0.714459888505688
0.710675337668834	-0.733933235499774
0.717508754377189	-0.763004230772085
0.724342171085543	-0.794718637764381
0.731175587793897	-0.82317463404899
0.738009004502251	-0.842641943420924
0.744842421210605	-0.84739033540104
0.75167583791896	-0.83168617344569
0.758509254627314	-0.789296830743317
0.765342671335668	-0.712863226962601
0.772176088044022	-0.597511999433307
0.779009504752376	-0.440822214449913
0.78584292146073	-0.240479779476111
0.792676338169085	0.00582467165468786
