time	LR04abschange
0	0.00771993010798263
0.006835	0.335259161279035
0.01367	0.473503921247415
0.020505	-1.33429844022421
0.02734	-0.589079753499874
0.034175	-0.0241415155399906
0.04101	0.495726610228782
0.047845	-0.423168191988435
0.05468	-0.765165558159416
0.061515	-0.480286750012809
0.06835	-0.572836663561695
0.075185	-0.277783612267
0.08202	0.495726610228782
0.088855	-1.33242423753904
0.09569	-1.42988277716813
0.102525	-0.968293430133609
0.10936	-3.62216443234138
0.116195	-2.92281908753036
0.12303	-1.7003034503148
0.129865	-2.65703929722318
0.1367	-2.61321865348885
0.143535	-2.58733680688405
0.15037	-3.16432349067719
0.157205	-2.22686515710208
0.16404	-1.59392013599439
0.170875	-1.70030345031481
0.17771	-0.0777794114347586
0.184545	0.518038546957059
0.19138	-0.358285079982631
0.198215	0.633257388221861
0.20505	0.815501287418396
0.211885	0.37372494019858
0.21872	0.27457069337813
0.225555	0.379704539241769
0.23239	0.617728280258984
0.239225	-0.0312813352930531
0.24606	0.712509387480685
0.252895	1.83774498056097
0.25973	-0.857447728467549
0.266565	-0.482785686926376
0.2734	0.0161092183178129
0.280235	0.251723270168371
0.28707	0.879045683220523
0.293905	1.20444296846566
0.30074	0.00771993010798263
0.307575	0.165152955662681
0.31441	0.251723270168386
0.321245	0.251723270168371
0.32808	-0.0114683354783195
0.334915	0.073138528595277
0.34175	0.617728280258969
0.348585	1.00470651087416
0.35542	0.703227621801726
0.362255	-0.114281739922211
0.36909	0.520269740629882
0.375925	-0.318302089365541
0.38276	-1.70030345031481
0.389595	-0.0934870148914709
0.39643	0.240835045044989
0.403265	0.490371745413985
0.4101	0.129721600138177
0.416935	0.33160000365561
0.42377	0.430932745969864
0.430605	-0.236283409952421
0.43744	1.06093259142942
0.444275	1.48111098389624
0.45111	-0.358285079982615
0.457945	-0.272964233933693
0.46478	-0.380418521217065
0.471615	-0.846291760103407
0.47845	-0.280282549180575
0.485285	0.377651841062766
0.49212	1.47173997047036
0.498955	0.334902170291396
0.50579	0.176576667267553
0.512625	0.251723270168386
0.51946	-1.43372043028541
0.526295	-0.516789078500262
0.53313	0.739729950289178
0.539965	0.861106886090989
0.5468	0.148017388255366
0.553635	-0.51384390285213
0.56047	-0.968293430133617
0.567305	-0.820499161245532
0.57414	-0.515450362296585
0.580975	0.739729950289194
0.58781	-1.1672266580029
0.594645	-1.37945780016224
0.60148	1.10573496037978
0.608315	-0.54891826738898
0.61515	-0.523393411771835
0.621985	0.861731620319372
0.62882	1.87112363790647
0.635655	0.792832359702472
0.64249	-1.45630011025442
0.649325	-1.12644043766361
0.65616	0.0858117086569321
0.662995	1.59374164050058
0.66983	0.285101927513888
0.676665	-0.185590689705785
0.6835	-0.482696439179451
0.690335	1.83774498056096
0.69717	1.48030775417402
0.704005	1.09279403707739
0.71084	0.129721600138177
0.717675	-0.11178280300866
0.72451	0.29188475627928
0.731345	2.44775333071196
0.73818	1.37356744886597
0.745015	0.356321629550536
0.75185	-1.33429844022419
0.758685	-0.447532826895723
0.76552	-0.0261049659720836
0.772355	0.37372494019858
0.77919	0.051094335107753
0.786025	0.773465598622335
0.79286	1.83774498056096
0.799695	1.02184207828149
0.80653	0.623350888314495
0.813365	0.233873720785762
0.8202	-0.358285079982623
0.827035	-0.0819740555396738
0.83387	-0.0464534522682517
0.840705	-1.57830178028463
0.84754	-1.42211822318668
0.854375	-1.35589639497716
0.86121	-1.45630011025444
0.868045	0.198710108502018
0.87488	0.739283711554598
0.881715	0.373724940198596
0.88855	0.277605116773171
0.895385	0.291349269797806
0.90222	0.373724940198565
0.909055	0.583992631925828
0.91589	0.763648346461886
0.922725	0.98373329034959
0.92956	0.755437553745883
0.936395	0.797383994795026
0.94323	0.855930516770035
0.950065	0.251723270168379
0.9569	-0.414957399272417
0.963735	-0.958119186985529
0.97057	-0.846291760103407
0.977405	0.591667938160365
0.98424	1.18391598667564
0.991075	-0.358285079982615
0.99791	-1.03585397454684
1.004745	-0.854859543807057
1.01158	0.739729950289178
1.018415	-0.00995112378080682
1.02525	-0.310716030877938
1.032085	-0.480286750012809
1.03892	0.649678973653867
1.045755	-0.15533570350225
1.05259	-1.82230512034499
1.059425	-0.593185149857903
1.06626	-0.646019816030428
1.073095	-0.846291760103407
1.07993	-0.121778550662913
1.086765	0.464043660074637
1.0936	0.937145966460935
1.100435	0.251723270168386
1.10727	0.0319060695214349
1.114105	0.0702826006940393
1.12094	1.22773663040999
1.127775	1.39230947571772
1.13461	1.42015477275459
1.141445	1.22773663040999
1.14828	1.50163796568625
1.155115	1.28048204883561
1.16195	0.49572661022879
1.168785	1.09761341541068
1.17562	1.40301920534728
1.182455	1.71574331053079
1.18929	0.513129920876827
1.196125	0.268055607853475
1.20296	0.129721600138192
1.209795	0.958119186985503
1.21663	0.98373329034959
1.223465	0.849861669979928
1.2303	-2.06630846040539
1.237135	0.059572871064493
1.24397	1.37820833170544
1.250805	-0.236283409952413
1.25764	-1.7539413462096
1.264475	-2.85829296651218
1.27131	-4.14033685091876
1.278145	-2.80697551203717
1.28498	-0.949640651028805
1.291815	2.8137583408026
1.29865	-0.808718458653014
1.305485	-2.73557731450672
1.31232	-4.75034520106985
1.319155	-2.82580678663573
1.32599	-2.95771495657343
1.332825	-3.53032850076783
1.33966	-2.02320179864632
1.346495	-0.755526801492818
1.35333	0.489836258932511
1.360165	0.251723270168386
1.367	-0.501259970537385
1.373835	-0.958743921213913
1.38067	0.251723270168371
1.387505	-0.755348305998967
1.39434	-0.747048265536031
1.401175	2.08174832062131
1.40801	1.13045658627475
1.414845	0.469844763623974
1.42168	-0.358285079982615
1.428515	-0.453780169179625
1.43535	-0.0122715652005387
1.442185	0.98373329034955
1.44902	-0.165866937637961
1.455855	-0.454315655661115
1.46269	-0.602288420043003
1.469525	1.21408172513226
1.47636	0.494298646278171
1.483195	-0.478144804086897
1.49003	0.00771993010798263
1.496865	0.602109924549198
1.5037	1.03888839794185
1.510535	0.251723270168402
1.51737	0.251723270168371
1.524205	0.140342082020845
1.53104	-0.480286750012809
1.537875	1.11706942423774
1.54471	0.679487721122774
1.551545	-3.28632516070732
1.55838	-0.400677759766363
1.565215	0.532318186463169
1.57205	0.617728280258953
1.578885	0.413529435321835
1.58572	0.100091348163026
1.592555	-0.358285079982615
1.59939	0.419509034364992
1.606225	0.222628504674725
1.61306	-0.114281739922211
1.619895	-0.474664141957307
1.62673	-0.0984848887185893
1.633565	0.237443630662293
1.6404	0.00771993010798263
1.647235	1.46067324985319
1.65407	2.23775338222539
1.660905	0.861731620319404
1.66774	-0.281532017637375
1.674575	-0.720452436955937
1.68141	-0.236283409952405
1.688245	-0.0549319882250155
1.69508	-0.0948257310951642
1.701915	-0.358285079982615
1.70875	0.63861225303665
1.715585	0.904927529825292
1.72242	0.983733290349598
1.729255	1.20114080182989
1.73609	0.496797583191723
1.742925	-0.480286750012825
1.74976	-0.833440084547933
1.756595	-0.846291760103391
1.76343	-0.803720584825872
1.770265	0.251723270168371
1.7771	-0.169704590755237
1.783935	-0.301612760692822
1.79077	1.10573496037981
1.797605	-0.162297027761461
1.80444	-0.73250088278924
1.811275	-0.236283409952421
1.81811	0.911174872109209
1.824945	0.904927529825339
1.83178	-0.358285079982615
1.838615	-1.91476578614693
1.84545	-1.04593896994805
1.852285	1.47173997047041
1.85912	0.940269637602855
1.865955	0.214328464211821
1.87279	-0.724290090073229
1.879625	0.774715067079118
1.88646	1.09698868118229
1.893295	1.35902006611916
1.90013	1.83774498056092
1.906965	3.32996730894791
1.9138	3.92105513675334
1.920635	-1.94430679037515
1.92747	-0.100091348163083
1.934305	0.678505995906799
1.94114	-0.846291760103391
