time	ArbPol
0	0.601743737599134
0.00683341670835418	0.600577934441781
0.0136668334167084	0.597969336179466
0.0205002501250625	0.592344016395935
0.0273336668334167	0.582583349564215
0.0341670835417709	0.567802580314347
0.0410005002501251	0.547166842728809
0.0478339169584792	0.520218560951198
0.0546673336668334	0.486681121532974
0.0615007503751876	0.446279064904138
0.0683341670835418	0.398741064605757
0.075167583791896	0.343943727724992
0.0820010005002501	0.281948509516312
0.0888344172086043	0.212828573735191
0.0956678339169585	0.136748630697487
0.102501250625313	0.0541512617263442
0.109334667333667	-0.0343871420003625
0.116168084042021	-0.128050419749997
0.123001500750375	-0.2259650610021
0.129834917458729	-0.327057636721095
0.136668334167084	-0.430100908597641
0.143501750875438	-0.533863079927321
0.150335167583792	-0.637062681791311
0.157168584292146	-0.738332422625675
0.1640020010005	-0.836333773942919
0.170835417708854	-0.929996495230015
0.177668834417209	-1.0186026078761
0.184502251125563	-1.10171049775464
0.191335667833917	-1.17905190145856
0.198169084542271	-1.25042494862449
0.205002501250625	-1.31565805039635
0.211835917958979	-1.3746014882992
0.218669334667334	-1.42711184130204
0.225502751375688	-1.47308924545465
0.232336168084042	-1.51252332097567
0.239169584792396	-1.54542577308639
0.24600300150075	-1.57195893900931
0.252836418209105	-1.59239383127713
0.259669834917459	-1.60702474239796
0.266503251625813	-1.61619720930833
0.273336668334167	-1.62026142869002
0.280170085042521	-1.61953835386467
0.287003501750875	-1.61433208138236
0.29383691845923	-1.60493896871756
0.300670335167584	-1.5916536296501
0.307503751875938	-1.57480519908821
0.314337168584292	-1.55479385377517
0.321170585292646	-1.53211117751414
0.328004002001	-1.50734526390919
0.334837418709355	-1.48110485487431
0.341670835417709	-1.45392262868228
0.348504252126063	-1.42628153269247
0.355337668834417	-1.3985280962924
0.362171085542771	-1.37084366413378
0.369004502251126	-1.34339329079366
0.37583791895948	-1.31626245487254
0.382671335667834	-1.28948217568517
0.389504752376188	-1.26305810805857
0.396338169084542	-1.23686959926804
0.403171585792896	-1.21069533905429
0.410005002501251	-1.1842855949767
0.416838419209605	-1.15745110144094
0.423671835917959	-1.13011414934974
0.430505252626313	-1.10241843167215
0.437338669334667	-1.07457263016294
0.444172086043022	-1.04685020725974
0.451005502751376	-1.01947652705531
0.45783891945973	-0.992423544813921
0.464672336168084	-0.965588659551308
0.471505752876438	-0.938850019240451
0.478339169584792	-0.912073393513407
0.485172586293147	-0.88527423065824
0.492006003001501	-0.858744404253168
0.498839419709855	-0.832850330911906
0.505672836418209	-0.808171399974559
0.512506253126563	-0.78535025429
0.519339669834918	-0.764999679441841
0.526173086543272	-0.747583942826739
0.533006503251626	-0.733521254791428
0.53983991995998	-0.723185355972905
0.546673336668334	-0.716685755078727
0.553506753376688	-0.714034563848002
0.560340170085043	-0.715188599580669
0.567173586793397	-0.71996767975599
0.574007003501751	-0.728166196505894
0.580840420210105	-0.739448926884091
0.587673836918459	-0.753334756920707
0.594507253626813	-0.769335753971281
0.601340670335168	-0.786989500778145
0.608174087043522	-0.805861234411368
0.615007503751876	-0.825512645340391
0.62184092046023	-0.845352659947434
0.628674337168584	-0.864611517765047
0.635507753876939	-0.88247130545583
0.642341170585293	-0.898009956024247
0.649174587293647	-0.910322203341032
0.656008004002001	-0.91868721213163
0.662841420710355	-0.922449455092542
0.669674837418709	-0.921091020350857
0.676508254127064	-0.914265450574108
0.683341670835418	-0.901668126896584
0.690175087543772	-0.88320617956373
0.697008504252126	-0.858877835442031
0.70384192096048	-0.82884433642535
0.710675337668834	-0.793516141191894
0.717508754377189	-0.753366509531802
0.724342171085543	-0.709157247738775
0.731175587793897	-0.661770909600695
0.738009004502251	-0.612024452150637
0.744842421210605	-0.560636291901305
0.75167583791896	-0.50827591111478
0.758509254627314	-0.455350853791965
0.765342671335668	-0.402165456387623
0.772176088044022	-0.349025517630562
0.779009504752376	-0.29623866208532
0.78584292146073	-0.244129856685778
0.792676338169085	-0.193066929980166
0.799509754877439	-0.143449812427977
0.806343171585793	-0.0957546649334967
0.813176588294147	-0.0504806849169584
0.820010005002501	-0.00815048604660091
0.826843421710855	0.0308354022840855
0.83367683841921	0.0664027693063059
0.840510255127564	0.0987296055740405
0.847343671835918	0.128519084935749
0.854177088544272	0.15660071571825
0.861010505252626	0.183997062186239
0.867843921960981	0.211772452887857
0.874677338669335	0.240764885269628
0.881510755377689	0.271632859866429
0.888344172086043	0.304747064739579
0.895177588794397	0.339858042971363
0.902011005502751	0.37657516181856
0.908844422211106	0.414038434479802
0.91567783891946	0.451163699540348
0.922511255627814	0.486960830996855
0.929344672336168	0.520808561286479
0.936178089044522	0.552174745535187
0.943011505752877	0.580579011614598
0.949844922461231	0.605779588359171
0.956678339169585	0.627603220588261
0.963511755877939	0.645843238516372
0.970345172586293	0.660218740474222
0.977178589294647	0.670466369997072
0.984012006003002	0.676567858617085
0.990845422711356	0.678634449034695
0.99767883941971	0.676902627946514
1.00451225612806	0.671856120674748
1.01134567283642	0.664023273268509
1.01817908954477	0.654102468947348
1.02501250625313	0.642898292741516
1.03184592296148	0.631234141551139
1.03867933966984	0.619958556124802
1.04551275637819	0.609793285380292
1.05234617308654	0.601216395615138
1.0591795897949	0.594643480448118
1.06601300650325	0.590410413051546
1.07284642321161	0.588885182490976
1.07967983991996	0.590573325892949
1.08651325662831	0.595990120175838
1.09334667333667	0.605336647074214
1.10018009004502	0.618543960864204
1.10701350675338	0.635520162894598
1.11384692346173	0.655823100016019
1.12068034017009	0.678646297191657
1.12751375687844	0.703166037318793
1.13434717358679	0.728509276005055
1.14118059029515	0.753695020578093
1.1480140070035	0.777727988126596
1.15484742371186	0.799627055414487
1.16168084042021	0.81861715878706
1.16851425712856	0.834079004278214
1.17534767383692	0.845397136572536
1.18218109054527	0.851981994580866
1.18901450725363	0.853382106962303
1.19584792396198	0.849191870052165
1.20268134067034	0.839005704954162
1.20951475737869	0.822430873630844
1.21634817408704	0.799136365978933
1.2231815907954	0.768809712208637
1.23001500750375	0.731138522254803
1.23684842421211	0.685905211994592
1.24368184092046	0.633170109294182
1.25051525762881	0.573044195681647
1.25734867433717	0.505641725921037
1.26418209104552	0.431362990896576
1.27101550775388	0.351112988865769
1.27784892446223	0.265848185434947
1.28468234117059	0.176536391263464
1.29151575787894	0.0843168508158715
1.29834917458729	-0.00953831023025551
1.30518259129565	-0.103756600930514
1.312016008004	-0.19729644971151
1.31884942471236	-0.289502725148649
1.32568284142071	-0.379757160212832
1.33251625812906	-0.467491681542473
1.33934967483742	-0.552281140971459
1.34618309154577	-0.633726609585246
1.35301650825413	-0.711508118725726
1.35984992496248	-0.785443132703702
1.36668334167084	-0.855373030995211
1.37351675837919	-0.921322626801707
1.38035017508754	-0.983476201171562
1.3871835917959	-1.04202612433032
1.39401700850425	-1.09717665344233
1.40085042521261	-1.14913399500668
1.40768384192096	-1.19804851425535
1.41451725862931	-1.24399271710597
1.42135067533767	-1.28702369462279
1.42818409204602	-1.32716023592133
1.43501750875438	-1.36441349233981
1.44185092546273	-1.39884043398999
1.44868434217109	-1.43054569375551
1.45551775887944	-1.45965197470134
1.46235117558779	-1.48631858893133
1.46918459229615	-1.51070707461417
1.4760180090045	-1.53294879685642
1.48285142571286	-1.55315770568601
1.48968484242121	-1.57146816333635
1.49651825912956	-1.58804563484864
1.50335167583792	-1.6030550619223
1.51018509254627	-1.61664965192118
1.51701850925463	-1.62894882563555
